number,old_definition,word,translation,definition,example_sentences,part_of_speech,collocations
820,恭敬的交付、貢獻。[例]他將畢生的心力奉獻給教育事業。,奉獻,To dedicate or contribute with respect and reverence.,恭敬地交付自己的心力或資源，為他人或某個事業貢獻。,許多志工無私地奉獻自己的時間，支援當地的慈善事業。 / 他們的奉獻精神激勵了許多人加入志願服務行列。 / 在清理海灘的活動中，大家都熱心奉獻自己的力量，保護環境。 / 這位教師將自己的職業生涯奉獻給了困境中的學生。 / 她在醫院工作的時候，無怨無悔地奉獻自己的青春，助人治病救人。 / 她將自己的職業生涯奉獻給幫助弱勢者，讓社會變得更加美好。 / 無論是在災後救援還是日常幫助中，志工們都奉獻出自己的愛心與力量。 / 每年的冬季，他們都會奉獻時間，為寒冷地區的居民送去溫暖的衣物。 / 他們的奉獻不僅改變了他人的生活，也讓他們自我的價值實現。 / 這群年輕人熱衷於奉獻社會，積極參與環保與社會服務活動。 / 他決定奉獻自己的退休生活，專心從事社會公益事業，回饋社會。,va-t/N,奉獻的愛 / 奉獻的時間 / 奉獻給社會 / 奉獻的精力 / 集體奉獻 / 無私的奉獻 / 奉獻的心力 / 在奉獻的過程中 / 奉獻給人民 / 精心的奉獻
821,風吹的方向。[例]季風區的風向會隨著季節變換而改變。,風向,The direction from which the wind blows.,風吹的方向。,了解風向對於航海來說非常重要，可以幫助船隻選擇最適合的航行路線。 / 隨著季節的變換，當地的風向也會隨之改變，影響天氣的預報。 / 許多勇敢的飛行員在逆風的情況下，仍然能夠穩定地控制飛機，證明了他們的專業技術。 / 每當颱風來臨，專家們會仔細分析風向的變化，以提供民眾最即時的安全建議。 / 風向的改變往往會影響海洋中的波浪，這對衝浪者來說是一個非常重要的資訊。 / 即使在烈風中，風向的變化也能幫助登山者找到最佳的攀登路徑。 / 為了提高風力發電的效率，工程師們必須精確地測量和預測風向的變化。 / 了解風向對於野外生存技巧來說非常關鍵，可以幫助人們尋找安全的避難所。 / 在進行生態研究時，科學家們會記錄下風向，以分析其對動植物行為的影響。 / 通過風向的持續監測，氣象學家能夠更準確地預測未來幾天的天氣情況。 / 在航海時，正確的風向判斷能夠大幅縮短航程，讓船隻更快地到達目的地。,n,風向的改變 / 風向的變化 / 風向預報 / 了解風向 / 順著風向 / 顯示風向 / 記錄風向 / 選擇風向 / 正確的風向 / 反映風向
822,照著去做。[例]爸爸奉行祖先的遺訓，勤儉持家。,奉行,To adhere to or practice in accordance with a certain principle or guideline.,遵照某種信念、規範或指示去做。,公司的高層決定奉行開放透明的管理政策，讓員工可以直接向主管反映意見。 / 在家庭中，父母奉行以身作則的教育理念，鼓勵孩子們養成良好的生活習慣。 / 學校的校規明確要求奉行誠信原則，讓學生了解誠實的重要性。 / 這位領導者堅決奉行公平公正的選拔制度，讓每位員工都有機會展現自己的能力。 / 社區奉行互助友愛的精神，鼓勵居民在遇到困難時互相支持。 / 在經濟發展方面，政府奉行可持續發展的政策，以保護環境和資源。 / 這家餐廳奉行新鮮健康的烹飪理念，選用當季食材為顧客提供美味的餐點。 / 為了提高團隊效率，企業奉行精益求精的工作方法，力求每個細節都做到最好。 / 醫院奉行以病患為中心的服務宗旨，努力提高患者的就醫體驗和滿意度。 / 在文化教育領域，學校奉行多元包容的教學理念，尊重每個學生的獨特性和需求。 / 在外交政策上，國家奉行和平共處的原則，致力於建立穩定友好的國際關係。,va-t,奉行真理 / 奉行教義 / 奉行政策 / 奉行理念 / 奉行原則 / 奉行規則 / 奉行傳統 / 奉行精神 / 堅決奉行 / 嚴格奉行
823,像風一樣散布開來。比喻流行或盛行。[例]這首民歌曾經風行一時，不論男女老少皆能隨口哼上幾句。,風行,To spread widely and rapidly like the wind; to be popular or fashionable.,像風一樣散布開來。比喻流行或盛行。,這本小說風行一時，讀者們紛紛談論著書中的人物和情節。 / 隨著網路的普及，流行語輕易地風行於各大社群媒體平台。 / 那位歌手的新專輯一推出，立刻風行整個音樂圈，吸引了眾多粉絲的追隨。 / 從前的傳統藝術風行於鄉鎮之間，但現代化的影響讓這些文化逐漸淡化。 / 這種時尚風格雖然曾經風行一時，但如今卻逐漸被新的潮流取代。 / 隨著健身熱潮的興起，健康飲食的觀念也隨之風行，影響了許多人的生活方式。 / 這部電影的上映引發熱議，劇情中的反轉設計讓它風行於影評圈中。 / 社交平台上的短視頻風行，使得內容創作者迅速累積了大量的粉絲。 / 這種手工藝品曾經風行於市集，然而市場的變遷讓它們變得愈加稀有。 / 隨著環保意識的提高，綠色生活的理念逐漸風行，受到越來越多人的重視。 / 在這個科技快速發展的時代，人工智慧的應用已經風行於各行各業，改變了許多傳統模式。,vp-i/N,風行潮流 / 風行思想 / 風行平台 / 風行文化 / 風行現象 / 風行傳播 / 風行速度 / 風行熱潮 / 風行趨勢 / 風行音樂
824,佛教。《二刻拍案驚奇》卷一：「即是道家青牛騎出去，佛家白馬馱將來。」《儒林外史》第四一回：「又有極大的法船，照依佛家中元地獄赦罪之說，超度這些孤魂升天。」,佛家,Buddhism; The religion based on the teachings of the Buddha.,佛教是一種信仰和哲學，強調解脫與覺悟，依據佛陀的教導而成立。,佛家的教義強調慈悲與忍耐，讓我們學會包容他人的過錯。 / 許多佛家經典中都談到如何超越煩惱，達到內心的平靜。 / 在繁忙的生活中，學習佛家的智慧能幫助我們減輕壓力，找到內心的安寧。 / 佛家的修行方法，包括冥想和觀察自己的內心，能夠讓我們更了解自己。 / 無論是通過佛家的儀式還是平日的修行，都能讓信徒感受到心靈的升華。 / 佛家的教義提倡無我和放下，讓我們學會面對生活中的挑戰。 / 在許多文化交流活動中，佛家的哲學引發了人們對生命意義的深入思考。 / 佛家的故事常常充滿智慧，啟發我們在困難中尋找希望和勇氣。 / 學習佛家的思想，可以讓我們更好地理解生命的無常和美好。 / 佛家的信仰幫助人們建立內心的平衡，讓生活變得更加和諧。 / 在每日的禪修中，我們能體驗到佛家所謂的「當下」的力量與美麗。,n,佛家經典 / 佛家信仰 / 佛家弟子 / 佛家教義 / 佛家修行 / 佛家儀式 / 佛家智慧 / 佛家法門 / 佛家思想 / 佛家文化
824,佛陀的家庭。譬喻佛、菩薩的境界。《大般若波羅蜜多經》卷四七九：「欲生佛家入童真地，常不遠離諸神、菩薩，應學般若波羅蜜多。」,佛家,The family of the Buddha; A metaphor referring to the state or realm of Buddhas and Bodhisattvas.,佛陀的家庭，指的是佛和菩薩的境界。,佛家的智慧教導我們要慈悲待人。 / 在寺廟裡，我們可以感受到佛家的寧靜與和諧。 / 學習佛家的教義有助於我們找到內心的平靜。 / 每週末，他都會參加佛家的禪修課程，以增進自己的修行。 / 佛家的經典中常提到因果法則，提醒我們要對自己的行為負責。 / 透過學習佛家的教義，我們能夠培養更深的同理心。 / 佛家的思想強調無常，讓我們懂得珍惜當下的每一刻。 / 參與佛家的法會，讓我感受到社群的支持與力量。 / 佛家的修行方式幫助人們更好地面對生活中的挑戰。 / 在閱讀佛家的經典時，我經常被其深邃的智慧所啟發。 / 佛家的傳承讓我們有機會接觸到千年的文化與哲學。,n,佛家教義 / 佛家信仰 / 佛家傳承 / 佛家的教導 / 佛家弟子 / 佛家的境界 / 佛家理念 / 佛家儀式 / 佛家智慧 / 佛家的信徒
825,佛教的經典，包括經、律、論等。如華嚴經、四分律、大乘起信論等。,佛經,"Buddhist scriptures; Classic texts of Buddhism, including sutras, vinaya, and shastras, such as the Avatamsaka Sutra, the Four-Part Vinaya, and the Mahayana Awakening of Faith.",佛教的經典，包括經、律、論等。,在寺廟裡，信徒們常常誦念一部佛經，以尋求內心的平靜。 / 這位和尚專門講解佛經，幫助人們更深入地理解其智慧。 / 學習佛經的過程中，我們能夠體會到慈悲的重要性。 / 導師鼓勵學生翻譯佛經，以提升他們的語言能力和文化理解。 / 在禪修的時候，經常會引用佛經中的名言來引導心靈。 / 每當我感到困惑時，翻閱佛經總能帶給我一些啟發。 / 在研究佛經的過程中，我發現了許多與現代生活息息相關的道理。 / 做義工的時候，我常常與人分享佛經中的故事，希望能傳遞正能量。 / 無論是在家還是寺廟，閱讀佛經都能讓人感受到深層的安慰。 / 在學校的宗教課上，老師會介紹不同的佛經，讓學生了解其歷史和文化。 / 透過解讀佛經，我學會了如何面對生活中的種種挑戰。,n,一部佛經 / 一本佛經 / 講解佛經 / 研究佛經 / 學習佛經 / 翻譯佛經 / 解讀佛經 / 禮拜佛經 / 宣揚佛經 / 內容的佛經
826,對事物做不贊成的決定。[例]班上有一半人否決這個提案。,否決,To veto or reject a proposal or decision.,對事物做不贊成的決定。,會議上，成員們對於調整預算的提案表達了不同的看法，最終決定否決這個提案。 / 在校園裡，有學生提議舉辦特別活動，但這個想法因為預算問題被否決了。 / 政府的經濟計畫遭到了立法機關的否決，這使得政策推動變得更加困難。 / 否決票的增加讓這次投票的結果出乎意料，原本有希望通過的計畫不了了之。 / 在公司內部會議上，幾位主管提出的激勵方案受到質疑，最終被否決，讓員工感到失望。 / 會議中有關於環保政策的提案受到廣泛討論，但最終因為執行難度太高而被否決。 / 社區居民對於新建商場的計畫表達了強烈反對意見，最終市議會決定否決該提案。  / 在選舉期間，某候選人的改革方案雖然初具吸引力，但卻因為缺乏實際支持而被否決。  / 學校董事會對於延長暑假計劃的提議進行了投票，結果以少數票否決了這一想法。  / 隨著國際形勢的變化，原本計畫中的貿易協議被多國代表否決，導致外交談判陷入僵局。  / 醫療系統的改革方案在專家評估後被認為不可行，最終被相關部門否決，讓民眾感到擔憂。,vp-t,否決提案 / 否決方案 / 否決計畫 / 否決議案 / 否決建議 / 否決動議 / 否決票 / 否決權 / 否決意見 / 否決的決定
827,前往。[例]赴宴、單刀赴會、赴湯蹈火,赴,To go to; to face or receive.,前往某個地方，通常帶有特定目的。,她每天早上都要匆忙赴約，這樣才不會遲到。 / 他們計劃在下個星期赴台北參加研討會。 / 她的父母特地遠赴海外，為了見識女兒的留學生活。 / 雖然路途遙遠，但他的決心讓他勇敢赴險，探索未知的世界。 / 在這次慈善活動中，眾多志願者無私赴湯蹈火，奉獻自己的時間和精力。 / 他們準備赴澳大利亞考察，以尋找新的商機。 / 每年，團隊都會赴鄉村開展志願服務，幫助需要的人。  / 她在接到邀請後，立刻安排好行程，準備赴宴。  / 他的好友從遙遠的地方特意赴市，為了慶祝他的生日。  / 當得知那場音樂會的消息後，他迫不及待地想赴會欣賞。  / 這次科學考察隊將赴極地進行研究，探索極端環境下的生物。,va-i,赴宴 / 赴會 / 赴約 / 赴湯蹈火 / 赴任 / 遠赴 / 匆忙赴會 / 自願赴任 / 陪同赴會 / 打算赴美
828,鋪陳、展開。通「鋪」。[例]敷設、敷陳其事,敷,To spread out or elaborate on something in a detailed manner.,鋪陳並展開事物。,在報告中，他詳細地敷陳了實驗的過程和結果。 / 老師希望學生在作文中敷陳他們的想法，而不是簡單地列出幾點。 / 在會議上，經理敷陳了公司的未來計畫，讓員工們對前景充滿信心。 / 他在寫小說時，喜歡敷陳角色的背景故事，讓讀者更能投入情感。 / 除了簡報，Andrew還準備了一份細緻的報告，敷陳了每一個數據的來源和意義。 / 在社交場合，朋友們常常敷陳自己的旅行故事，讓大家感受到各地的文化差異。 / 藝術家在展覽中敷陳了創作靈感的來源，讓觀眾更理解作品的深層意義。 / 老師在課堂上敷陳了歷史事件的背景，讓學生們能更好地理解時間線的變化。 / 在婚禮上，新郎向賓客敷陳了與新娘相識的點滴，讓大家感受到他們的愛情故事。 / 這部紀錄片精心敷陳了環保問題的嚴重性，喚起了觀眾對當前形勢的關注。 / 經常敷陳事實的他，卻不知細節往往令他意料之外。,va-t,敷陳事實 / 敷衍工作 / 敷用藥膏 / 敷展作品 / 敷開計畫 / 敷布材料 / 敷陳觀點 / 敷贈禮品 / 敷粉化妝 / 敷設路線
828,足夠。[例]入不敷出、不敷使用,敷,Insufficient; not enough.,足夠而使用的情況。,他的薪水不夠高，經常感到生活開支不敷，無法支付所有帳單。 / 公司最近的經濟狀況不佳，經常出現資金不敷的情況，導致一些項目無法推進。 / 醫院的病床數量不足，已經面臨救治人數不敷的困境，急需擴大設施。 / 這個計畫需要的資源太多，導致政府的預算常常不敷，難以滿足需求。 / 學校的設備老舊，經常遭遇經費不敷的問題，影響到學生的學習環境。 / 近期的物價上漲，讓許多家庭感到生活費用不敷，生活壓力大增。 / 社區的社會服務資源有限，常常出現人力不敷的情況，無法照顧到所有居民的需求。 / 這家公司新產品的研發投入巨大，導致今年的營利出現不敷，影響了股東的信心。 / 在這次自然災害中，救援物資的供應明顯不敷，使得救援工作面臨挑戰。 / 隨著網絡流量的激增，許多小型伺服器出現了帶寬不敷的問題，影響了服務的穩定性。 / 這場比賽的參賽人數超過預期，讓裁判和工作人員的安排顯得人力不敷，造成了一些混亂。,vs-adj,入不敷出 / 不敷使用 / 開支不敷 / 資金不敷 / 需求不敷 / 時間不敷 / 能力不敷 / 精力不敷 / 保障不敷 / 資源不敷
828,塗抹、鋪放。[例]敷藥、敷粉、熱敷,敷,To apply or spread on a surface.,塗抹或鋪放某種物質在表面上。,我受傷了，要快點敷藥，避免傷口感染。 / 小姐告訴我，晚上要敷上面膜，讓皮膚吸收精華。 / 這幾天的運動讓我的肌肉很痠痛，我想回家熱敷一下。 / 懷孕的媽媽可以每天在腿上敷一些護膚油，讓皮膚保持彈性。 / 朋友推薦我使用泥膜，每週敷一次可以深層清潔肌膚。 / 她經常在睡覺之前敷上一層修復面霜，以促進肌膚的修復。 / 老師建議，我們可以用熱毛巾敷在眼睛上，來緩解疲勞。 / 他說每次運動後敷點藥膏，能有效減輕肌肉的緊張感。 / 醫生告訴我，若是扭傷，應該立即敷冰袋以減少腫脹。 / 為了讓肌膚更光滑，我開始嘗試定期敷自製的水果面膜。 / 在冬天，她習慣敷上厚厚的護手霜，防止手部皮膚乾裂。,va-t,敷藥 / 敷面膜 / 熱敷 / 敷膏藥 / 敷化妝品 / 敷精華液 / 敷面霜 / 敷護膚油 / 敷泥膜 / 敷油
829,腐爛敗壞。[例]夏天天氣太熱，食物很容易腐敗，須妥善冷藏，以保新鮮。,腐敗,To rot and decay; spoil and become corrupted.,物體因為微生物或化學作用而變壞，通常指食物失去新鮮，變得不能食用。,在炎熱的夏季，沒有冷藏的水果很快就會腐敗，不適合食用。 / 老師提醒學生們，過期的食物容易腐敗，食用後可能會對健康造成危害。 / 如果不控制溫度，肉類就會迅速腐敗，導致浪費和食品安全問題。 / 即使看起來還可以的食物，若留下太久也可能發生腐敗，因此要定期檢查冰箱。 / 腐敗的蔬菜不僅味道不好，還可能產生有害物質，因此應該及時處理。 / 食品在運輸過程中若沒有適當保護，極易發生腐敗，影響到最終品質。 / 腐敗的食物在氣味上也能夠明顯辨識，消費者應提高警覺，避免購買。 / 餐廳必須遵守食品安全規範，以防止食品在準備過程中出現腐敗的情況。 / 在潮濕的環境中，乾貨如果存放不當，會很快出現腐敗，減少其使用價值。 / 家庭廚房裡的食材如果長時間不清理，容易積累腐敗的風險，應加強管理。 / 腐敗的肉類釋放的氣體不僅令人不適，還可能對健康造成威脅，因此應立即處理。,vp-i/N,腐敗的食物 / 腐敗的肉類 / 防止腐敗 / 腐敗的現象 / 嚴重的腐敗 / 避免腐敗 / 腐敗問題 / 腐敗的行為 / 腐敗與墮落 / 腐敗的根源
829,政治、社會風氣等腐化敗壞。[例]西晉末年，政治腐敗，天下大亂。,腐敗,Corruption; the deterioration and moral decay of political and social systems.,政治、社會風氣等腐化敗壞，導致不正當行為和問題產生。,如果政府不加強對腐敗行為的監督，那麼社會的信任度會下降。 / 腐敗的政治環境使得許多優秀人才不願意進入公務員系統服務。 / 在許多國家，腐敗已經成為影響經濟發展的重要因素。 / 市民們要求政府公開調查腐敗案件，以恢復對政府的信任。 / 腐敗問題的根源往往與權力過度集中和監督機制不完善有關。 / 為了提升透明度，政府制定了新的政策來打擊腐敗現象。 / 腐敗的行為不僅損害了公共資源，也影響了民眾的生活品質。  / 跨國企業在進行海外投資時，必須仔細評估當地的腐敗風險，以保護自身利益。  / 許多非政府組織積極參與反腐敗運動，推動立法和監察機制的改進。  / 學術界也在關注腐敗對社會公平正義的負面影響，以尋找解決方案。  / 腐敗的根除需要全社會的共同努力，只有全民參與才能真正改變現狀。,n,腐敗的政治 / 政治腐敗 / 反對腐敗 / 腐敗現象 / 消除腐敗 / 揭露腐敗 / 打擊腐敗 / 了解腐敗 / 腐敗行為 / 責任在於腐敗
830,支持、照顧。[例]出入相友，守望相助，疾病相扶持。（《孟子．滕文公上》）,扶持,"To support and care for someone, providing assistance and backing.",支持和照顧他人，幫助其度過困難。,政府應該提供更多的扶持給初創企業，幫助它們渡過經營的難關。 / 在社區裡，大家都相互扶持，即使面對困難，依然團結一致。 / 隨著經濟的發展，社會對弱勢群體的扶持措施也在不斷增強。 / 透過家庭的愛與關懷，孩子們能在健康的環境中成長，感受到源源不絕的扶持。 / 這次的公益活動，許多志願者都投入了時間和精力，展現了對弱勢群體的扶持精神。 / 學校實施的輔導計劃，對學習有困難的學生提供了有效的扶持。 / 在困難時期，朋友之間的扶持讓他們感受到溫暖和希望。 / 隨著政府扶持政策的推動，農業產值穩定增加，農民的生活水平顯著提升。 / 員工之間的相互扶持，提高了團隊的凝聚力，讓工作環境更加和諧。 / 社會各界對環保事業的扶持，促進了可持續發展理念的廣泛傳播。 / 在這次的藝術展覽中，年輕藝術家的創作得到了專業人士的扶持，讓他們的作品更具影響力。,va-t,政府扶持 / 提供扶持 / 獲得扶持 / 社會的扶持 / 青年的扶持 / 相互扶持 / 依賴扶持 / 企業扶持 / 積極的扶持 / 有效的扶持
830,攙扶。[例]她出院時，身體尚未痊癒，由家人扶持上車。,扶持,"To support or assist, often used in the context of providing help or backing.",攙扶他人，幫助他人保持平衡或提供支撐。,面對疫情帶來的經濟困境，政府加大力度扶持小型企業。 / 朋友在我失業時給予了很多扶持，讓我重新站起來。 / 社會各界對於弱勢群體的扶持，讓他們感受到希望和溫暖。 / 這個慈善機構致力於扶持貧困家庭，幫助他們改善生活條件。 / 在校園裡，老師對學生的扶持不僅限於學業，還幫助他們解決心理問題。 / 受到朋友的扶持，我們成功克服了這次挑戰。 / 在這次社區活動中，志願者們積極參與，為需要幫助的人提供扶持和關懷。 / 企業在擴展業務時，也需要政府的扶持政策來降低風險。 / 扶持年輕創業者，能夠激發出更多的創新和活力，推動經濟發展。 / 我們應該更加關注那些需要扶持的人，讓社會變得更加和諧。 / 在家庭中，父母的扶持對孩子的成長和發展起著至關重要的作用。,va-t,扶持的人 / 受到家人的扶持 / 在困難時刻的扶持 / 生活上的扶持 / 情感上的扶持 / 社會的扶持 / 給予扶持 / 扶持和支持 / 需要扶持的人 / 扶持的朋友
831,報仇。[例]復仇心切、復仇雪恨,復仇,To seek revenge; to retaliate against someone who has wronged oneself.,報仇的行為，通常是因為受到傷害或不公平對待而想要回報。,在電影裡，主角的復仇計劃讓觀眾緊張又期待。 / 雖然她心中充滿了復仇的欲望，但她最終還是選擇了原諒對方。 / 他為了替好友復仇，設下了一個精密的陷阱。 / 復仇者聯盟的故事魅力在於，角色們各自的復仇動機交織在一起。 / 這部小說中的復仇情節讓人驚嘆，尤其是最後的高潮反轉。 / 他心中一直懷抱著復仇的心理，導致他無法平靜地生活。 / 她決定不再追求復仇，轉而專注於自己的未來和幸福。 / 在這段歷史中，復仇的行動常常引發更多的衝突與悲劇。 / 許多人認為，復仇不會帶來真正的快感，反而會讓痛苦加倍。 / 這部電影探討了復仇的陰暗面，讓人深思復仇背後的代價。 / 他在黑暗中默默策劃復仇，希望能為過去的不公正作出彌補。,n,復仇心切 / 復仇計劃 / 復仇行動 / 復仇者聯盟 / 復仇心理 / 復仇故事 / 復仇快感 / 復仇欲望 / 復仇動機 / 復仇時刻
832,依附在主要事物之後。[例]關於這項方案的施行細則，請您附帶說明一下。,附帶,To be supplementary or incidental; Attached or appended as a secondary aspect.,依附在主要事物之後，通常是附加的意思。,這份文件附帶了一些必要的說明，以便讀者理解內容。 / 他們的報告附帶了過去幾年的數據分析，讓結論更加有說服力。 / 這本書附帶了一張地圖，幫助讀者更好地理解故事背景。 / 除了主要的課程，這所學校還提供附帶的興趣班讓學生選擇。 / 節日促銷活動中，顧客購買指定商品時會附帶贈品。 / 在合約中，有附帶的條款對雙方的責任進行了詳細說明。 / 這個項目的計畫書附帶了一些風險評估報告，以便投資者參考。 / 這部手機附帶了一年免費的保修服務，讓消費者更安心。 / 會議的議程附帶了與會者的名單，方便大家相互認識。 / 這個套餐除了主要服務，還附帶了一些額外的優惠，增加了吸引力。 / 在申請過程中，需要提交附帶的身份證明文件以確認資料的真實性。,vp-t,附帶說明 / 附帶條件 / 附帶費用 / 附帶文件 / 附帶義務 / 附帶影響 / 附帶利益 / 附帶條款 / 附帶贈品 / 附帶選項
833,物體振動或搖擺所展開的寬度。比喻事物變動的大小程度。[例]近來銀行利率有所調整，但幅度不大。,幅度,"The range or extent of variation in a measurement, phenomenon, or observation.",物體的振動或搖擺所展開的寬度，並用來比喻事物變動的大小程度。,這次氣溫的變化幅度讓人感到驚訝，早晚冷得像冬天。 / 在這段時間內，房價的幅度上升使得許多年輕人感到購屋的壓力倍增。 / 如果銷售量的幅度持續增加，公司的業績預計將會達到新高。 / 這場比賽中，選手的表現幅度差異極大，有人獲得金牌，有人卻無法進入前十名。 / 近期市場的波動幅度較大，投資者對未來的風險感到擔憂。 / 這次會議決定了預算的幅度調整，將影響明年的計畫執行。 / 醫生告訴我，這種藥物對症狀的緩解幅度因人而異，可能會有不同的效果。 / 隨著科技的發展，創新的幅度也在不斷擴大，給各行各業帶來了新的挑戰。 / 他們對於這項新政策的支持幅度不一，有些人表示強烈贊同，有些人則持保留態度。 / 這本書的內容深度和廣度都很高，讓讀者在知識的獲取上感受到前所未有的幅度。 / 在這個競爭激烈的行業中，企業的服務質量幅度差異將直接影響客戶的選擇。,n,大幅度 / 小幅度 / 幅度變化 / 幅度調整 / 幅度增加 / 幅度降低 / 幅度過大 / 幅度擴大 / 幅度顯著 / 幅度適度
834,掩覆遮蓋。[例]大地被白雪覆蓋成一片銀色世界。,覆蓋,To cover or conceal something.,掩蓋在某物上，使其看不見或難以看見。,大雨過後，街道上覆蓋了一層薄薄的水膜。 / 清晨的霧氣覆蓋了整個山谷，讓景色顯得夢幻而神秘。 / 向日葵田被金色的花朵覆蓋，彷彿大地披上了黃禮服。 / 在沙灘上，孩子們用沙子覆蓋了他們的玩具，好像在為它們建造房子。 / 那幅畫作上覆蓋了一層保護膜，以防止顏料褪色。 / 夜晚來臨時，星星在天空中閃爍，似乎要用光芒來覆蓋黑暗。 / 秋天的落葉覆蓋了小徑，讓行走其上感受到一種柔和的觸感。 / 雪花輕輕覆蓋在樹枝上，讓冬季的景色變得更加寧靜美麗。 / 在舊書的頁面上，時間的塵埃慢慢覆蓋，使它們更顯珍貴。 / 這個城市的新建築物逐漸覆蓋了古老的街區，改變了原有的面貌。 / 春天來臨時，鮮花以各種色彩覆蓋了花園，帶來生機與活力。,va-t,一層覆蓋 / 覆蓋大地 / 覆蓋城市 / 覆蓋範圍 / 輕薄的覆蓋 / 完美的覆蓋 / 不均勻的覆蓋 / 在覆蓋下 / 覆蓋層 / 噪音覆蓋
835,財物充裕又有身分地位。[例]富貴人家、榮華富貴、富貴不能淫,富貴,Wealth and status; Referring to a state of being rich and distinguished.,財物充裕，地位高。,這家開著名餐廳的老闆從小就是富貴人家出身，在長大後更是嘗到富貴後的生活。 / 在富貴的宴會上，出席的每位嘉賓都身穿華麗的服裝，餐桌上更是擺滿了美味的佳餚。 / 富貴的榮華富貴固然吸引，卻也讓人心生羨慕，不知道他們心中隱藏著多少辛苦的故事。 / 我希望能努力工作，未來擁有富貴生活的機會，不再為金錢所困擾。 / 儘管她的家境富貴，但她卻喜歡簡單樸實的生活，不想被富貴的名利所束縛。 / 雖然他們出身於富貴的人家，但仍然力求保持謙虛，避免給他人留下炫耀的印象。 / 富貴的房子擁有寬敞的庭院和精緻的裝潢，讓人一進門就感受到奢華的氛圍。 / 這部電影描寫了一個從平凡到富貴的故事，主角經歷了無數磨難，最終實現了他的夢想。 / 她經常參加各種富貴的聚會，雖然生活充滿光鮮亮麗，但內心卻總感到空虛寂寞。 / 在這個競爭激烈的社會中，許多人都渴望擁有富貴的生活，卻不知要付出多少努力和代價。 / 他對於富貴的追求，讓他的朋友感到擔憂，因為他似乎忘記了真正重要的東西。,n,富貴人家 / 富貴榮華 / 富貴生活 / 富貴的地位 / 富貴的家族 / 富貴的房子 / 富貴的宴會 / 富貴的夢想 / 富貴出身 / 富貴的品味
836,有錢有勢的人。[例]他父親名列十大富豪之首，財產多得無法計數。,富豪,A wealthy and powerful person; a person of great financial and political influence.,有錢有勢的人。,這位富豪每年都會捐出一部分財產，支持慈善事業。 / 在社交場合，富豪們的言行舉止常常受到關注與評論。 / 他靠著創新技術成為當今最年輕的富豪之一。 / 有些富豪因為投資失誤，瞬間失去了巨額財產，成為普通人。 / 富豪的兒女通常會進入名校，就讀，這無形中提升了他們的家世背景。 / 現代社會中，富豪的影響力已經不僅限於經濟領域，還涉及政治和文化。 / 這些富豪聚集在一起，分享他們的成功故事和商業智慧。 / 隨著科技的進步，越來越多的年輕人通過創業成為富豪。 / 在許多電影中，富豪角色的奢華生活常常被誇大和浪漫化。 / 即使是富豪，面對人生的挑戰和困難時，也會感到孤獨和無助。 / 一位富豪不僅要管理自己的財產，還要應對外界對他的各種期望和壓力。,n,一位富豪 / 知名的富豪 / 富豪的生活方式 / 較有錢的富豪 / 現代富豪 / 富豪的地位 / 富豪和企業家 / 一個富豪名單 / 奢華的富豪生活 / 成功的富豪
837,擔任、承受。[例]不勝負荷、負荷重任,負荷,"To bear or承担 (a load, responsibility, or burden).",擔任或承受某種重任或壓力。,長時間工作讓他的身體承受了巨大的負荷，導致他需要休息幾天。 / 學生在期末考期間，心裡的負荷感到特別沉重。 / 隨著項目的推進，團隊的工作負荷也隨之提升，大家都加倍努力。 / 壓力過大時，應該學會適當調整負荷，才能保持良好的心理健康。 / 最近的負荷管理措施，使得公司運營效率大幅提升。 / 老師發現學生的學業負荷已經不堪重負，因此決定減少功課量。 / 專家的報告指出，城市的交通負荷正在逐年上升，需要尋找有效的解決方案。 / 輕鬆的運動可以幫助減輕生活中的負荷，讓人感到心情舒暢。 / 在心理輔導中，專業人士常常幫助人們識別並調整他們的情感負荷。 / 隨著家庭責任的增加，她感到生活負荷變得越來越難以承擔。 / 為了減輕職場的負荷，管理層正在考慮引入更多的自動化設備。,vs-t/N,不勝負荷 / 工作負荷 / 學業負荷 / 心理負荷 / 負荷過重 / 負荷能力 / 負荷管理 / 生活負荷 / 總負荷 / 負荷分析
837,承載。[例]這輛卡車的負荷量是2噸。,負荷,Load; The amount that can be carried or borne.,承載的重量或能力。,這輛卡車的負荷量是2噸，超過就容易造成故障。 / 過大的負荷會影響機器的運行效率，甚至可能導致損壞。 / 我們必須定期檢查電力系統，確保負荷不超過安全範圍。 / 在進行運動時，如果不注意身體的負荷，可能會造成嚴重的傷害。 / 這座橋的負荷能力已經不如從前，建議輕型車輛通行。 / 為了延長電池壽命，我們應該減少不必要的負荷使用。 / 計算建築物的負荷非常重要，以避免發生結構上的危險。 / 在高峰時段，城市的交通負荷會明顯增加，導致堵塞現象。 / 為了提升工作效率，公司需要合理分配員工的負荷，避免過度疲勞。 / 如果長時間處於高負荷狀態下，心臟病患者的風險會顯著上升。 / 我們應定期評估設備的負荷狀況，以確保其正常運行和使用壽命。,n,負荷量 / 正常負荷 / 負荷能力 / 所能承受的負荷 / 增加負荷 / 減少負荷 / 負荷狀態 / 過大負荷 / 建築物的負荷 / 電力負荷
