number,old_definition,word,translation,definition,example_sentences,part_of_speech,collocations
1320,人的手指、腳趾上的角質硬殼或動物身上具有保護作用的硬殼。[例]指甲、龜甲、鱗甲,甲,"A hard covering or shell on the fingers and toes of humans or the protective layers on animals, such as nails, turtle shells, and scales.",人的手指和腳趾上，或動物身上具有保護作用的硬殼。,他們的指甲經常變得很長，因為工作一直很忙，常常沒有時間去剪指甲。 / 她最近開始學習如何自己做美甲，指甲油的顏色搭配讓她牢記了好久。 / 我的小狗指甲很長，看起來走路走得很不舒服，我打算帶牠去美容。 / 照顧指甲的健康非常重要，定期檢查是否有指甲感染的情況。 / 媽媽告訴我，指甲上如果出現白點，可能是缺乏某些營養素，應該多注意飲食。 / 一位新娘在婚禮前特別去做了指甲，讓她的雙手更加優雅動人。 / 我發現指甲的形狀會隨著年齡的變化而有所不同，這是自然老化的跡象。 / 最近我在網上學到了一些簡單的指甲護理技巧，讓我的指甲看起來更健康。 / 每當我看到朋友的指甲被修理得很細緻，心中就彈出了一種羨慕的感覺。 / 她的指甲上畫著美麗的花朵，讓人忍不住想要讚美她的創意與手藝。 / 我計劃在下週去美容院，想嘗試一下新的指甲款式，期待會有不一樣的驚喜。,n,指甲的生長 / 剪指甲 / 擦指甲油 / 戴上指甲油 / 龜甲的保護 / 龜背甲 / 指甲的顏色 / 龜甲的顏色 / 鱗甲的美觀 / 硬甲的結構
1320,假定的代詞。[例]某甲、甲地,甲,A: A hypothetical or assumed pronoun; used to refer to an unspecified person or entity in a legal or formal context.,假定的代詞，用來指代某個人或地點，通常不具特定性。,「在法庭上，某甲曾作證，聲稱他見過案發的經過。」 / 記者對某甲的採訪讓我們更加了解事件的真相。 / 在書中的某甲角色中，我感受到深切的孤獨與掙扎。 / 某甲在學校的表現引起了老師們的關注，因為他數學成績驚人。 / 這起事件中，某甲的行為被認為是關鍵，決定了整個案件的走向。 / 在合同中，甲方的要求非常明確，必須在期限內完成。 / 某甲在社區服務中的努力，讓大家都感到讚賞和感動。 / 在這部電影中，某甲的演出深深打動了觀眾，讓人印象深刻。 / 某甲的研究成果，對於這個領域的發展具有重要意義。 / 在職場上，某甲的專業技能使他迅速贏得同事的尊重和信任。 / 某甲的背景故事，讓整個情節更加緊湊而引人入勝。,pro,某甲的秘密 / 甲方的要求 / 甲乙的關係 / 甲人的背景 / 甲級的考試 / 甲事的處理 / 甲型的設計 / 甲的進展 / 甲處的情況 / 甲類的實驗
1321,鋪蓋在船艙面上的鐵皮或木板。[例]他喜歡站在甲板上眺望遼闊的藍天大海。,甲板,"A deck; A surface covering the ship's hold, made of metal or wood.",鋪設在船艙面上的鐵皮或木板，供人行走和各種活動使用。,每天早上，船上的乘客們喜歡到甲板上散步，享受清新的海風。 / 甲板上的椅子雖然不多，但大家都很珍惜這些可以休息的地方。 / 晚上的甲板上，星星閃爍，讓人感受到無限的寧靜與美好。 / 甲板邊緣設置了安全護欄，以防止意外的發生。 / 在旅途中，甲板成為了人們交流和分享故事的好地方。 / 海浪拍打著船身，使甲板上的人感受到更加強烈的海洋氛圍。 / 甲板上有一個小酒吧，供應著各種飲品，讓乘客們在航行中也能享受美好時光。  / 早晨時分，甲板上的人們聚集在一起，觀賞壯麗的日出。  / 甲板上舉辦了一場音樂會，吸引了許多乘客前來欣賞演出。  / 在甲板的陽光下，孩子們快樂地玩耍，享受著無憂無慮的假日時光。  / 隨著船隻的搖晃，甲板上的一些物品開始滾動，引起了大家的注意。,n,甲板上 / 甲板下 / 甲板的乘客 / 甲板邊 / 海上甲板 / 露天甲板 / 上甲板 / 下甲板 / 甲板工作 / 在甲板
1322,家中的財產。[例]他的家產是年輕時辛勤工作，付出血汗而得來的。,家產,Family property; assets owned by a family.,家中的財產及所有物品。,他們的家產包括一棟老房子和一些土地。 / 這筆家產是祖父留給他的，讓他感到十分珍惜。 / 兄妹之間因為家產的問題，經常發生爭執。 / 他立志要將家產好好經營，讓下一代過上更好的生活。 / 在家族聚會上，大家都圍著討論如何管理這筆家產。 / 我們的家產需要合理分配，才能讓每個人都滿意。 / 整修老家成為了他最近的心頭大事，因為那是家產的重要一部分。  / 他的家產中有許多珍貴的藝術品，對他來說意義非凡。  / 隨著年齡的增長，她越來越關心家產的保值問題。  / 他對於如何處理這筆家產感到困惑，不知道該怎麼做才好。  / 家產的評估工作已經展開，希望能夠制定出合理的分配方案。,n,我們的家產 / 家產的繼承 / 家產的分配 / 繼承家產 / 家產的價值 / 家產的損失 / 家產的管理 / 家產的轉移 / 家產的處理 / 家產的用途
1323,如果。[例]假定明天下雨，這次的旅遊就延期舉行。,假定,To assume or suppose; to take for granted.,如果某種情況成立，則會產生某種結果。,假定這個實驗的數據正確，我們就能得出明確的結論。 / 假定今天的會議不取消，我們將討論這個項目的未來計畫。 / 假定每個人都能貢獻自己的力量，社區的環境一定會改善。 / 假定明天的天氣良好，我們計畫出去遠足。 / 假定你是這個項目的負責人，你會如何處理遇到的問題？ / 假定這份報告的數據可靠，我們就能支持這項新的政策提案。 / 假定最近的市場調查結果準確，我們的銷售策略需要重新制定。 / 假定所有參與者都能準時到達，活動將按計劃進行。 / 假定這門課程的教學質量保持不變，學生的學習效果會顯著提升。 / 假定這次合作能夠順利進行，我們期待未來的更大成果。 / 假定這些資料的來源可信，我們就能更好地理解這個問題的本質。,vs-t,假定你是 / 假定情況下 / 假定今天 / 假定明天 / 假定這個情況 / 假定有意義 / 假定合理 / 假定條件 / 假定結果 / 假定正確
1323,科學研究上對尚待證明之客觀事物的假設。[例]他這項假定挑戰了以往學術界的認知，引發了熱烈討論。,假定,A hypothesis; an assumption made in scientific research that is yet to be proven.,在科學研究中，對尚待證明的客觀事物所做的假設。,在這次會議當中，經濟學家提出的假定讓與會者都感到非常驚訝。 / 假定所有的數據都是準確的，這項研究將得出可靠的結論。 / 假定他的理論成立，那麼我們對這個現象的理解將會有所改變。 / 科學家在實驗中提出的假定，將引領後續的研究工作。 / 如果假定這些條件成立，則模型的預測結果可能會變得更加精確。 / 根據假定模型，我們可以預測未來的經濟趨勢。 / 他的假定引發了學術界對於傳統觀點的激烈辯論。  / 假定這項技術得以實施，它將對行業產生革命性的影響。  / 在研究報告中，假定的前提條件為實驗結果提供了重要的參考依據。  / 假定我們能夠獲得更多的數據，則分析結果將更加全面和深入。  / 假定這個假設得到證實，將會改變我們對該領域的基本認識。,vs-t/N,假定模型 / 假定理論 / 假定前提 / 假定參數 / 假定基礎 / 假定假設 / 假定範圍 / 假定分析 / 假定結果 / 假定解釋
1324,加快速度或加強程度。[例]比賽即將展開，選手們都連夜加緊練習。,加緊,To accelerate or intensify.,加快速度或加強程度。,在專案截止日前，我們要加緊進行最後的測試，確保一切順利。 / 由於天氣變化迅速，農民們加緊工作，以確保作物能及時收成。 / 面對即將到來的考試，學生們都加緊複習，力求取得好成績。 / 為了填補人力資源的缺口，公司最近加緊招募新員工。 / 在社區安全會議上，大家一致決定加緊執行防範措施，以保障居民的安全。 / 由於工期緊迫，建築工人們必須加緊施工，以按時完成項目。 / 隨著競爭對手的壓力增大，企業管理層決定加緊創新研發，以維持市場優勢。 / 為了應對疫情的挑戰，醫療團隊持續加緊研究疫苗，以保護公眾健康。 / 在國際形勢不斷變化的背景下，外交部門加緊談判，以爭取更有利的合作條件。 / 鑑於環境問題的嚴峻性，各界專家呼籲加緊採取行動，以促進可持續發展。 / 隨著新學期的到來，教師們加緊備課，力求提供學生更高質量的教育。,vp-t,加緊訓練 / 加緊進度 / 加緊準備 / 加緊工作 / 加緊措施 / 加緊合作 / 加緊發展 / 加緊執行 / 加緊研究 / 加緊推進
1325,一種商品訂價方法。即在成本之外，酌加若干百分點作為利潤，以決定產品售價。[例]這些球拍的價格經過加碼之後，總計可以獲得一百萬元的收益。,加碼,"A pricing method for goods in which a markup is added to the cost to determine the selling price, allowing for profit.",一種商品訂價方法，在成本的基礎上，酌加若干百分比作為利潤，以決定產品售價。,這些球拍的價格經過加碼之後，總計可以獲得一百萬元的收益。 / 為了吸引更多顧客，商店對熱門商品的價格進行了加碼。 / 在每年的促銷季節，許多產品的加碼幅度都會達到五十個百分點。 / 在線上購物平台，經常會看到「加碼優惠」的標示，讓買家感到驚喜。 / 這家餐廳的新菜品在原價基礎上加碼了十元，但顧客仍然覺得物超所值。 / 他們的折扣活動實施了加碼政策，以提升消費者的購買意願。 / 隨著原材料成本的上升，許多企業不得不對產品價格進行加碼調整。 / 為了提高員工的工作積極性，公司推出了薪資加碼方案，激勵大家更努力工作。 / 在股市漲幅明顯的情況下，投資者往往會選擇加碼持倉，以追求更高的回報。 / 這項服務的年費在原有基礎上加碼了二十元，卻提供了更多的增值功能。 / 為了促進新產品的銷售，我們決定在首月加碼折扣，吸引更多顧客試用。,vp-t/N,加碼政策 / 加碼價格 / 實施加碼 / 合理的加碼 / 增加保障又加碼 / 加碼策略 / 評估加碼 / 計算加碼 / 高的加碼 / 進行加碼
1326,搭架裝設。[例]架設天線,架設,To set up or install by assembling a framework.,搭起架子或安裝設備。,公司最近架設了新的伺服器，以提升網路的運行速度。 / 為了改善通信品質，工程團隊正在架設新的基地台。 / 學校計畫架設無線網路，讓學生能夠隨時上網查詢資料。 / 政府在偏遠地區架設了通訊設備，方便當地居民聯絡外界。 / 他們在公園裡架設了新的健身設施，吸引了許多民眾前來運動。 / 我們計劃在社區中心架設一個新的圖書館，以促進讀書風氣。 / 為了舉辦即將來臨的音樂會，工作人員正在架設舞台和音響設備。 / 醫院最近架設了一套先進的診斷系統，以提高病患的治療效率。 / 為了保護當地環境，團體在山區架設了垃圾回收站，鼓勵民眾進行分類處理。 / 在這次科學展覽中，學生們架設了多個互動實驗區，提升了參觀者的學習體驗。 / 為了增進安全，社區正在架設監視系統，以降低犯罪率。,va-t,架設系統 / 架設設備 / 架設網路 / 架設伺服器 / 架設平台 / 架設軟體 / 架設基地台 / 架設環境 / 架設應用程式 / 架設設施
1327,如果。[例]假設人人都能設身處地為別人著想，社會將會更溫馨祥和。,假設,If; Used to introduce a hypothetical situation or condition.,如果某種情況成立，則會發生某種結果。,假設明天會下雨，我們就可以在家裡看電影。 / 如果假設今天的會議有重要決策，參與者都應準時到場。 / 假設你能選擇任何工作，你希望從事什麼職業？ / 假設這個計畫獲得批准，我們將立即開始實施。 / 假設我們踏上月球探索之旅，會發現什麼樣的奇妙景觀呢？ / 假設這項新技術能夠大幅提高效率，企業們將如何調整他們的經營策略？ / 假設每個學生都能按時完成作業，老師的工作負擔將大大減輕。 / 如果假設我們能重新設計城市交通系統，是否能改善嚴重的交通壅塞問題？ / 假設這個研究結果得到廣泛認可，對科學界將產生什麼樣的影響？ / 假設我們能夠掌握時間旅行的技術，歷史將會被如何改寫？ / 假設假設未來的科技能實現人類與人工智慧的完美合作，將會創造出怎樣的新機會？,vp-i,假設情況 / 假設條件 / 假設前提 / 假設問題 / 假設未來 / 假設理論 / 假設案例 / 假設研究 / 假設想法 / 假設觀點
1327,科學上指可以有邏輯的說明某事件之發生，並能以合理方法加以證實的，稱為「假設」。,假設,A hypothesis; a logical explanation for an event that can be tested and verified.,在科學上，對某事件的發生提出邏輯性說明，並能用合理的方法進行證實。,在經濟學中，假設的結果可能影響政策的制定，我們必須仔細分析數據。 / 假設我們的研究結果是正確的，那麼我們可以提出新的理論。 / 在科學實驗中，假設是進行驗證的重要步驟，只有這樣才能得出可靠的結論。 / 每一個理論的建立，都基於一些假設的前提，如果這些前提不成立，理論也可能隨之崩潰。 / 在進行市場調查時，假設的提出有助於指導調查的方向以及後續分析。 / 假設系統的設計需要考慮多種變數，才能提高其準確性和可靠性。 / 在物理學研究中，假設的驗證是一個關鍵過程，只有經過實驗證實的假設才能成為理論的一部分。 / 假設我們的模型能夠準確預測未來，那麼它將對行業產生深遠的影響。 / 無論是在數學還是科學領域，假設的檢驗都是確定真理的重要環節。 / 在進行社會科學研究時，提出合理的假設是設計有效問卷的基礎。 / 對於任何科學發現，假設的提出和驗證都是不可或缺的過程，這樣才能推進知識的邊界。,n,假設前提 / 假設系統 / 假設驗證 / 假設模型 / 假設關係 / 假設理論 / 假設檢驗 / 假設推論 / 假設分析 / 假設的結果
1328,增加深度或程度。[例]為了加深裁判的印象，每位參賽的佳麗莫不使出混身解數來表演才藝。,加深,To deepen or increase the extent of something.,增加深度或程度。,通過一起參加社區活動，他們的友誼得以加深。 / 在課堂上，老師用生動的例子來講解知識，幫助學生加深理解。 / 在國外生活的經歷，讓他們對當地文化的認識更加加深。 / 這部電影不僅娛樂性強，還引發觀眾對社會議題的思考，藉此加深對現實的理解。 / 通過持續的語言練習，學生們的語言能力得以加深。 / 自從他們開始一起學習音樂，彼此的感情也隨之加深。 / 這次專題討論會，讓參與者對該議題的認識有了明顯的加深。 / 透過閱讀這本書，讀者對歷史事件的理解也得到了加深。 / 在志願服務中，他們不僅幫助了他人，也讓自己的價值觀得以加深。 / 旅行的經歷讓他們對自然美景的欣賞和熱愛更加加深。 / 在實習期間，他對職業生涯的看法有了更加深刻的加深。,vp-t,加深印象 / 加深理解 / 加深關係 / 加深認識 / 加深感情 / 加深知識 / 加深討論 / 加深記憶 / 加深影響 / 加深興趣
1329,家族世系或先世。[例]家世清白、家世顯赫,家世,Family background; refers to the lineage or ancestry of a family.,家族的世系或先世。,他的家世顯赫，父母都是知名的企業家。 / 在婚姻中，家世的考量常常影響著夫妻雙方的選擇。 / 在社交場合中，有些人常常提及自己的家世以獲得更多的關注。 / 不論家世如何，每個人都應該努力追求自己的夢想。 / 家世優越並不代表就能完全依賴家族的支持來取得成功。 / 雖然他的家世普通，但他憑藉自己的努力取得了卓越的成就。 / 家世對於一個人的職業發展有時候會起到一定的推動作用。 / 她的家世雖然不顯赫，但卻充滿了勤奮和智慧的傳承。 / 在某些文化中，家世被視為選擇朋友的重要標準之一。 / 家世的背景可能影響人的價值觀，但真正的品格還是來自於個人的選擇。 / 現代社會中，人們越來越重視個人的能力，而不僅僅是家世的影響。,n,家世顯赫 / 家世背景 / 家世不凡 / 家世良好 / 家世富裕 / 家世傳承 / 家世尊貴 / 家世影響 / 家世清白 / 家世出眾
1330,家中的日常事務。[例]操持家務、家務分工,家務,Household chores; the daily tasks and responsibilities that need to be managed within a home.,家中日常需要處理的事務，如打掃、洗衣、煮飯等。,他們在周末一起做家務，以便有更多時間休息。 / 分擔家務可以讓家庭成員更和諧，減少不必要的爭吵。 / 她覺得每天的家務工作都很麻煩，但又不得不做。 / 如果能更有效地分配家務，大家的生活會輕鬆不少。 / 這次家庭會議中，他們討論了如何合理安排家務。 / 家務分工可以讓每個人都知道自己的責任，減輕家庭壓力。 / 小孩參與家務不僅能學習生活技能，還能培養責任感。 / 她計劃每周制定一份家務清單，這樣可以提高效率。 / 學會合理安排時間，有助於減少家務帶來的負擔。 / 家務合作可以增進家庭成員之間的感情，讓彼此更親密。 / 在這個忙碌的時代，尋找家務自動化的解決方案越來越受到重視。,n,家務分工 / 家務工作 / 家務責任 / 家務安排 / 家務管理 / 家務負擔 / 家務清單 / 家務技巧 / 家務需求 / 家務協調
1331,與事物本質不相符合的虛幻表象。[例]他盈盈的笑臉只不過是掩蓋創傷的假象，我們還是要適時給予關懷及支持。,假象,A false appearance; an illusion that does not correspond to the true nature of a thing.,與事物本質不相符合的虛幻表象。,在網路上流傳的美好生活照片，常常只是精心製造的假象。 / 他看起來快樂的樣子，實際上內心卻隱藏著許多假象與苦痛。 / 這部電影揭示了現代社會中人們生活的假象，讓觀眾深思熟慮。 / 她對生活的樂觀態度有時也只是一種掩蓋悲傷的假象。 / 他們的成功故事，背後可能隱藏著不為人知的辛苦與假象。 / 我們需要透過仔細觀察，才能看清這一切假象中的真正意義。 / 表面的繁榮往往只是社會問題的假象，讓人們忽視了潛在的危機。 / 他的豪華生活可能只是金錢假象，實際上他正面臨著巨大的財務壓力。 / 友誼的假象有時讓人感到孤獨，因為真正理解的人並不多。 / 她的自信外表掩蓋了內心不安的假象，使她在壓力下仍然努力堅持。 / 這些廣告傳達的理想生活，只是一種令人嚮往的假象，實際上卻很難實現。,n,破除假象 / 虛假的假象 / 製造假象 / 表面的假象 / 錯誤的假象 / 假象的真相 / 假象與實相 / 假象與事實 / 迷惑的假象 / 造成假象
1332,假定性的設想。[例]這本小說中的人物，出自假想和虛構，帶給讀者極大的探索空間。,假想,A hypothetical assumption or notion; a predetermined idea that is imagined or conjectured.,假定性的設想，通常根據某些條件或情況而提出，並不是真實存在的。,在科幻小說中，常常會出現許多假想的科技，讓人對未來充滿期待。 / 當他們在討論世界的未來時，經常使用假想的情境來進行思考。 / 在這堂課上，老師引導學生進入一個假想的世界，讓他們體驗不同的文化。 / 透過假想的角色扮演，學生們學會了如何在現實中應對各種挑戰。 / 假想的故事讓孩子們的想像力得到了極大的發揮和提升。 / 在心理學研究中，假想的情感情境常被用來探討人類的反應和行為。 / 在戰略規劃會議中，團隊成員經常提出假想的問題，以測試不同方案的可行性。 / 這部電影透過假想的場景，展示了人類在極端環境下的生存智慧。 / 在藝術創作中，許多藝術家喜歡探索假想的形象，表達內心深處的感受。 / 透過假想的歷史事件，學生們能更好地理解當前社會的複雜性。 / 在科學實驗中，研究人員經常依賴假想的模型來預測結果和現象。,n,假想的情境 / 假想的世界 / 假想的故事 / 假想的角色 / 假想的情景 / 假想的問題 / 假想的計畫 / 假想的情感 / 假想的場景 / 假想的未來
1333,給予、予以。如：「這件事非常重要，必須優先加以處理。」,加以,To give or grant; to handle or deal with something in a manner that reflects its importance.,給予、予以某種行動或處理。,該計畫的細節都已經加以確認，現在只需等待最終批准。 / 每位員工的意見都會被加以考慮，以便改善工作環境。 / 為了提高效率，任務的分配需要加以調整。 / 我們必須加以分析市場趨勢，才能做出明智的商業決策。 / 老師在課堂上加以強調這個概念的重要性，讓學生們印象深刻。 / 他強調在做這個專案之前，必須先加以評估資源的可行性。 / 為了確保活動的順利進行，所有的準備工作都需要加以檢查。  / 在這次會議上，領導對各部門的表現進行了加以評估。  / 公司決定對現有的政策加以修改，以適應新的市場需求。  / 我們的團隊正在加以研究這個問題，以找到最佳的解決方案。  / 在報告中，研究者對數據的來源加以說明，以增強其可信度。,va-t,加以說明 / 加以考慮 / 加以評估 / 加以改善 / 加以分析 / 加以處理 / 加以強調 / 加以引導 / 加以調整 / 加以執行
1334,指揮、控制。[例]駕馭天下、駕馭部屬,駕馭,To command and control.,指揮和控制某事或某人，使其按自己的意願行動。,他的領導能力讓他能夠輕鬆駕馭團隊的各種挑戰。 / 在商業競爭中，了解市場動態可以幫助企業有效地駕馭風險。 / 他常常思考如何駕馭自己的情緒，以避免在壓力下做出錯誤的決定。 / 領導者需要具備駕馭不同人際關係的智慧，才能創造和諧的工作環境。 / 當面對突發事件時，能迅速駕馭局勢變化的能力尤為重要。 / 他努力學習，以便能駕馭複雜的科技工具，提高工作效率。 / 駕馭好時間管理技巧，能夠使他在繁忙的生活中更有效率地完成工作。 / 在演講中，駕馭聽眾的情緒是吸引注意力的關鍵。 / 她希望能駕馭自己的職業生涯，制定明確的目標和計劃。 / 駕馭優良的溝通技巧，可以幫助解決團隊內部的矛盾與衝突。 / 只有善於駕馭自我，才能在競爭激烈的環境中立於不敗之地。,va-t,駕馭局勢 / 駕馭情緒 / 駕馭困難 / 駕馭風險 / 駕馭權力 / 駕馭人心 / 駕馭技術 / 駕馭市場 / 駕馭資源 / 駕馭挑戰
1335,混雜。[例]會場中各種聲音夾雜在一起，顯得十分喧鬧。,夾雜,To mix or intermingle with various elements; to be chaotic or not uniform.,混合在一起，難以區分。,會議上，參與者的意見夾雜，使得決策變得困難。 / 在這部電影裡，劇情夾雜了愛情和喜劇的元素，使觀眾感到驚喜。 / 這篇文章中，作者的觀點夾雜了許多不同的理論，讓人感到困惑。 / 餐廳裡，各種香味夾雜在一起，讓人食慾大開。 / 在這首歌曲中，古典與現代的風格夾雜，創造出獨特的聽感。 / 他的思緒夾雜著對未來的期待和對過去的懷念。 / 在這場辯論中，兩方的觀點夾雜，讓聽眾更加難以選擇立場。 / 這幅畫作中，色彩夾雜著明亮與暗沉的對比，增強了視覺衝擊力。 / 他對這個問題的看法夾雜了個人經歷和專業知識，顯得十分深刻。 / 在這個市場中，各類產品的特點夾雜，使消費者難以做出選擇。 / 友人的回憶夾雜著歡笑與淚水，讓我們更加珍惜這段時光。 / 酒店大廳裡，各種語言夾雜，讓人感受到國際化的氛圍。,va-t,各種聲音夾雜 / 情感夾雜 / 觀點夾雜 / 意見夾雜 / 文化夾雜 / 思緒夾雜 / 情緒夾雜 / 資訊夾雜 / 特色夾雜 / 語言夾雜
1336,增加分量或程度。[例]飲食過量，只會加重胃腸的負擔，對身體健康有害無益。,加重,To increase the weight or severity of something.,增加分量或程度，使原本的狀況變得更重。,經常熬夜會加重身體的疲勞，影響第二天的工作表現。 / 如果不及時處理壓力，長期下去可能會加重心理的負擔，導致焦慮和失眠。 / 環境污染不僅危害健康，還會加重生態系統的破壞。 / 繼續缺乏運動，可能會加重心血管疾病的風險，影響整體健康。 / 學校的功課壓力如果分配不均，會讓某些學生的學習壓力加重，影響他們的學習動力。 / 不健康的飲食習慣會加重體重的增加，對健康造成長期影響。 / 憂鬱症患者如果不尋求治療，情況可能會加重，導致更嚴重的心理問題。 / 經常使用手機可能會加重視力的疲勞，影響日常生活的品質。 / 隨著年齡增長，關節炎的症狀可能會加重，讓日常活動變得更加困難。 / 若不改善工作環境，會加重員工的工作壓力，降低整體團隊的效率。 / 長時間坐著不動會加重背部的負擔，增加出現疼痛的風險。,vp-t,加重負擔 / 加重壓力 / 加重影響 / 加重風險 / 加重責任 / 加重情緒 / 加重症狀 / 加重健康 / 加重焦慮 / 加重問題
1337,用以放置物品或具有支撐作用的物件。[例]爸爸在後院空地上，用竹竿搭了個可供紫藤攀爬的架子。,架子,A rack or frame used to hold or support items.,用來放置物品或具有支撐作用的物件。,這個廚房的調味料架子設計得很合理，讓我輕鬆找到需要的東西。 / 書房裡的書架子擺滿了各種類型的書籍，讓整個房間看起來非常溫馨。 / 這個衣架子的材質很好，不容易壞，適合掛重的外套。 / 老闆決定在倉庫裡增加幾個新的貨架子，以便更有效地利用空間。 / 這個商店的展示架子不僅美觀，還能吸引更多顧客的注意。 / 在客廳的牆壁上掛了一個漂亮的裝飾架子，擺放了一些藝術品，讓空間更加有趣。 / 老師在教室裡放了一個新的文具架子，讓學生們方便地取用和整理工具。 / 這個浴室的毛巾架子設計得很巧妙，能夠節省不少空間。 / 最近我在網上訂了一個多層的鞋架子，這樣我的鞋子就不會亂堆在一起了。 / 這家咖啡館的書架子上擺滿了讀者可以自由翻閱的書籍，讓人感到很放鬆。 / 朋友送給我一個手工製作的木製架子，讓我的房間看起來更有溫度。 / 工作室裡的工具架子分類整齊，讓我能夠快速找到所需的工具。,n,書架子 / 衣架子 / 鞋架子 / 金屬架子 / 木製架子 / 大型架子 / 牆壁架子 / 支撐架子 / 裝飾架子 / 安裝架子
1337,比喻高傲的態度。[例]擺架子、官架子,架子,Arrogance; a metaphor for a haughty attitude.,比喻一種高傲的態度。,他總是對別人擺架子，讓人覺得很難相處。 / 在會議上，他不時擺出一副專家的架子，卻常常說錯話。 / 即使朋友請他幫忙，他也不會擺架子，依然很樂意幫忙。 / 她對待下屬總是端著架子，讓整個團隊都感到壓力。 / 有些店家即使服務態度不好，仍然擺出一副高檔商店的架子，讓人無法理解。 / 為了不擺架子，他特意穿上休閒服，參加了朋友的聚會。 / 在家庭聚會上，無論他的成就多麼出色，他仍然不會擺出架子，讓每個人都感到輕鬆。 / 職場上，有些主管喜歡擺官架子，卻忽視了團隊的努力和貢獻。 / 他雖然有豐富的經驗，但從不擺架子，總是願意聆聽別人的意見。 / 在學校，老師對學生毫不擺架子，這樣的親和力讓學生更加喜歡上課。 / 她在社交場合中不喜歡擺架子，總是保持真誠和自然的態度。,n,擺架子 / 官架子 / 擺出架子 / 做架子 / 不要架子 / 高架子 / 大架子 / 端架子 / 有架子 / 假架子
1338,謙稱自己或與自己相關的事物。 例賤體、賤恙,賤,"Humble; a term used to express humility in referring to oneself or related matters, as in ""賤體"" (humble self) and ""賤恙"" (humble illness).",謙稱自己或與自己相關的事物，表示低調或自謙。,在這封信中，他自稱賤體，表達對朋友的關心。 / 當有人問他的工作經歷時，他謙虛地說賤名不值一提。 / 她在聚會上介紹自己時，用賤德來形容自己的不完美。 / 在接受獎項的時候，他也提到了賤業的辛苦，讓大家更加敬佩他的努力。 / 他常常用賤恙來形容自己的小病，讓朋友們不要太擔心。 / 在這次演講中，他用賤才來強調自己還有很多需要學習的地方。 / 儘管取得了一些成就，當被邀請參加高端聚會時，她仍然謙稱賤位，讓大家感到她的低調。 / 每當回憶過去的經歷，他總是自嘲賤行，讓朋友們忍俊不禁。 / 在社交媒體上，她提到賤情，希望能找到志同道合的朋友一起分享生活。 / 在討論學術研究時，他謙虛地提到賤學的不足，表達對同行的敬重。 / 在與新同事的介紹中，她用賤友來形容自己在業界的早期合作夥伴。,ptc,賤名 / 賤業 / 賤位 / 賤德 / 賤才 / 賤行 / 賤心 / 賤情 / 賤學 / 賤友
1338,價格低。與「貴」相對。 例賤價、穀賤傷農、賤買貴賣,賤,"Cheap; referring to a low price, opposite of expensive.",價格低，與「貴」相對。,最近市場上的水果價格很賤，大家都趕快買回家。 / 在線上購物平台中，有些商店推出賤價促銷，吸引了許多顧客。 / 這家超市的賤價商品專區，總是吸引許多想省錢的消費者。 / 在黑色星期五的購物狂潮中，賤價的電子產品讓許多人都忍不住下單。 / 儘管這件衣服原本品質很好，但因為賤價出售，許多人都不敢相信。 / 這個賤價的交易吸引了不少投資者，希望能從中獲利。 / 由於供應過剩，最近的穀物市場賤價行情讓農民們感到憂心。 / 在競爭激烈的市場中，有些商家選擇以賤價來搶佔市場份額。 / 賤價的旅遊套餐讓許多年輕人都計劃了難得的度假行程。 / 這部電影在首映期間票價非常賤，吸引了大量影迷前來觀賞。 / 這家二手書店的賤價書籍，讓許多讀者發現了意想不到的好書。,vs-adj,賤價商品 / 賤價銷售 / 賤價市場 / 賤價交易 / 賤買賤賣 / 賤價促銷 / 賤價競爭 / 賤價出售 / 賤價行情 / 物價過賤
1339,"an interval, a gap",間2,An interval; a gap.,意指兩物之間的空白或距離。可以是時間或空間的間隔。,人與人之間的信任需要經過時間的考驗。 / 在不同文化之間的交流中，我們能學習到更多的智慧。 / 學生與老師之間的良好溝通對學習非常重要。 / 機器與人工之間的合作，可以提高生產效率。 / 在友誼與競爭之間，保持適當的距離是很必要的。 / 在工作與生活之間的平衡，可以讓我們更有精力面對挑戰。 / 理論與實踐之間的聯繫，讓學習變得更加真實有效。 / 家庭與事業之間的取捨，常常讓人感到矛盾和困惑。 / 在心靈與外界之間的和諧，能帶來內心的平靜。 / 知識之間的交流，能促進創新和進步。 / 在藝術與商業之間的掙扎，創作者常常面臨價值觀的挑戰。,n,一段時間間隔 / 兩者之間的距離 / 時間的間隔 / 課程與課程之間的間隔 / 人際之間的距離 / 理論與實踐之間的聯繫 / 在工作與生活之間的平衡 / 憂鬱與快樂之間的間隔 / 知識之間的差距 / 秩序與混亂之間的區別
