word,number,old_definition,translation,definition,example_sentences,part_of_speech,collocations,pinyin,zhuyin,problematic_words
落成,6062,建築物始成、完工。[例]體育館的落成典禮能邀請到教育部長來主持，真是榮幸之至。,"To complete a building or structure, indicating that it has been finished and is ready for use.",建築物開始成型，完成所有施工。,市中心的新圖書館已經落成，居民期待能夠享受更便利的閱讀環境。 / 經過兩年的努力，社區的文化活動中心終於落成，將成為當地居民交流的新平台。 / 昨天，市政府舉辦了新的體育館的落成典禮，邀請了許多運動界人士參與。 / 這棟高樓的落成，讓周邊的商業活動更加繁榮，也吸引了更多的投資。 / 隨著學校新宿舍樓的落成，學生們的住宿條件得到了顯著改善。 / 在各界的支持下，這個慈善機構的新辦公室終於落成，將更有效地推動公益活動。 / 經過多年的規劃和建設，新的音樂廳終於落成，音樂愛好者們期待未來的精彩演出。  / 為了慶祝社區體育場的落成，居民們舉辦了一場盛大的啟用派對，氣氛熱烈。  / 這座環保大樓的落成，展示了當前建築業對可持續發展的重視，成為綠色建築的典範。  / 醫院的新急診室最近落成，將大大提升對緊急病患的救治能力。  / 新的藝術館落成儀式上，許多知名藝術家和評論家分享了對當代藝術的看法。,n,建築落成 / 體育館落成 / 落成典禮 / 落成儀式 / 新樓落成 / 落成投用 / 項目落成 / 落成公告 / 落成慶典 / 落成祝賀,luòchéng,ㄌㄨㄛˋㄔㄥˊ,"市政府, 救治, 成型"
落得,6063,得到某種結果、境遇。元．孔文卿《東窗事犯》第一折：「想挾人捉將，相持廝殺數千場，則落得披枷帶鎖，枉了俺展土開疆。」也作「落的」。,To meet with or suffer from a certain outcome or circumstance.,得到某種結果或境遇。,他強行插隊，最終落得眾人責罵的下場。 / 她努力工作，希望能在升遷考核中落得好名聲。 / 小王不聽勸告，偏要冒險，結果落得一無所有的窘境。 / 說謊話的人雖然暫時獲利，卻終究落得信任崩潰的後果。 / 他參加比賽時不小心失誤，結果落得最後一名，十分尷尬。 / 她本以為能從合作中獲利，沒想到卻落得被冷落的結局。 / 他不珍惜朋友的情誼，最後落得孤單一人的結果。 / 那家餐廳因為食品安全問題，最終落得顧客流失的悲慘命運。 / 他表現優秀，卻因為一次小失誤，落得評價下降的尷尬局面。 / 在這次調查中，真相大白後，他卻落得聲名狼藉的下場。 / 因為小心翼翼地隱藏過去，她反而落得眾人猜忌的境地。,vp-i,落得好處 / 落得困境 / 落得真相 / 落得一場空 / 落得報應 / 落得冷落 / 落得便宜 / 落得好名聲 / 落得差評 / 落得不白之冤,luòde,ㄌㄨㄛˋ ㄉㄜ,"插隊, 遇, 說謊話, 冷落落, 評, 境, 冤, 聲名, 失誤"
落荒而逃,6064,倉皇逃走。[例]那小偷一聽到防盜器鈴聲大作，嚇得馬上落荒而逃。,To flee in a panic; to escape hastily in a disordered manner.,倉皇逃走，形容人在危急時刻慌忙逃跑。,那隻凶猛的狗向他狂吠，他嚇得落荒而逃。 / 當她發現自己走錯了路，面對那個可怕的人影，她立即落荒而逃。 / 突然聽到樓上的怪聲，讓她驚慌失措，落荒而逃出房間。 / 在那部恐怖電影的情節中，主角面對幽靈的出現，嚇得掉頭落荒而逃。 / 當小偷看到警察朝他走來，隨即驚慌失措，落荒而逃。 / 聽到背後傳來的尖叫聲，他心裡一緊，立刻落荒而逃。 / 在那場突如其來的暴風雨中，路過的行人紛紛落荒而逃，尋找避雨的地方。 / 當她發現那個男子一直跟著她，感到不安與恐懼，於是落荒而逃進了人群中。 / 突然獲得的詭異電話讓她心中一驚，隨即落荒而逃到朋友家避難。 / 在學校的鬼屋活動中，當她看到真實的驚嚇道具時，嚇得大叫一聲，隨即落荒而逃。 / 看到那隻巨大的蟑螂，她驚恐地尖叫，急忙落荒而逃出廚房。,idiom,迅速落荒而逃 / 立刻落荒而逃 / 當場落荒而逃 / 急急忙忙地落荒而逃 / 因為驚嚇而落荒而逃 / 大聲尖叫後落荒而逃 / 在人群中落荒而逃 / 突然遇到危險而落荒而逃 / 心裡咯噔一聲落荒而逃 / 想要逃避而落荒而逃,luòhuāngértáo,ㄌㄨㄛˋㄏㄨㄤˊㄦˊㄊㄠˊ,"逃進, 避, 急急忙, 吠, 落荒, 驚, 噔, 逃走, 鬼屋, 咯, 走錯, 暴風雨"
落腳,6065,停留、休息或暫住。[例]今晚我們就先在這家旅館落腳，明天天一亮再繼續趕路。,"To stop over, stay temporarily, or find a place to rest.",停留、休息或暫時住在某個地方。,本次旅行，我們在這個小鎮短暫落腳，品嚐了當地的美食。 / 為了省錢，他們選擇在朋友家落腳，而不是住旅館。 / 即使只是在路上短暫落腳，她也會仔細觀察這個地方的風土人情。 / 他們每次出門旅行，總是會提前查好落腳的地方，以免臨時找不到合適的住宿。 / 雖然這裡不是他們的主要目的地，但這個小巷中的咖啡館讓他們願意在此落腳一陣。 / 我們在這座城市落腳後，發現了許多隱藏的景點，讓我們的行程更加豐富。 / 他們在海邊的民宿落腳，享受著海浪聲和悠閒的午後時光。 / 這次野營活動，他們選擇在山腳下落腳，方便第二天一早爬山。 / 她在國外工作期間，經常需要在不同的城市落腳，以適應繁忙的工作節奏。 / 如果有戶外露營的地方可以落腳，那麼他們就能享受更接近大自然的生活。 / 在這個陌生的城市裡，他們找到了一個溫馨的旅館作為臨時落腳點，感受到家的氛圍。,vp-i,落腳點 / 落腳處 / 落腳旅館 / 落腳酒店 / 短暫落腳 / 隨意落腳 / 落腳安頓 / 當地落腳 / 落腳的地方 / 落腳選擇,luòjiǎo,ㄌㄨㄛˋㄐㄧㄠˇ,"省錢, 野營, 午後"
裸露,6066,袒露，沒有遮蔽。[例]醫學報告指出，皮膚長時間裸露在陽光下容易罹患皮膚癌。,Exposed; unapologetically revealed or laid bare.,袒露，沒有遮蔽。,長時間裸露在陽光下，皮膚容易曬傷。 / 在沙灘上，赤腳走在裸露的沙地上，非常舒服。 / 凱莉不小心在海灘上摔倒，裸露的膝蓋立刻擦傷了。 / 有些動物的皮膚本來就裸露，適應了他們生活的環境。 / 在修剪樹木的時候，裸露的樹幹格外容易受到傷害。 / 森林大火後，裸露的土地面臨土壤侵蝕的危險。 / 為了進行植物的觀察，科學家們在裸露的岩石上安裝了測試設備。 / 裸露的山脊在夕陽的照耀下，顯得格外壯觀。  / 她喜歡在秋天的公園裡，欣賞裸露樹枝上的紅葉。  / 露營時，裸露的地面讓人感受到大自然的氣息和純粹。  / 在冬季，裸露的河面結冰，成為孩子們嬉戲的好地方。,vs-i,裸露的皮膚 / 裸露的身體 / 裸露的土地 / 躲避裸露 / 造成裸露 / 明顯的裸露 / 不必要的裸露 / 影響裸露 / 防止裸露 / 長時間裸露,luǒlù,ㄌㄨㄛˇㄌㄨˋ,"袒露, 摔倒, 山脊, 紅葉, 曬傷, 赤腳, 結冰, 凱莉"
落寞,6067,冷清、寂寞。[例]那個小男孩因為父母都不在身邊，神情常常顯得有些落寞。,Lòu mò: 1. [adjective] Describing a state of loneliness and desolation; characterized by a feeling of being forsaken or neglected.,指人感到孤獨、冷清，通常伴隨著情緒不佳。,她獨自坐在咖啡店的角落，透過窗外的雨景，她的心中不禁湧上了一陣落寞。 / 雖然周圍的人很多，但她依然感到心頭的落寞無法散去。 / 在這個熱鬧的派對上，他的笑容背後，其實隱藏著一種落寞的情感。 / 偶爾翻看舊相冊，她發現那些快樂的回憶中，伴隨著許多落寞的瞬間。 / 每當夜深人靜時，他會感到一種難以言喻的落寞，彷彿整個世界都在沉睡。 / 她常常在公園裡散步，感受著步道旁的美景，卻依然難以擺脫心中的落寞。 / 在週末的晚上，朋友們都忙著各自的生活，她獨自在家，感到一陣深深的落寞。 / 他的畫作雖然色彩鮮豔，卻總是透出一絲難以掩飾的落寞情緒。 / 隨著時間的推移，那段美好的友情漸漸淡去，留下的只有無法抹去的落寞感。 / 在繁忙的都市生活中，他偶爾會停下腳步，感受到心底湧動的落寞與孤獨。 / 這個小村莊的人口逐漸減少，曾經熱鬧的街道如今顯得格外落寞，讓人心生惆悵。,vs-adj,落寞的心情 / 落寞的生活 / 感到落寞 / 落寞與孤獨 / 落寞的夜晚 / 落寞的地方 / 落寞的日子 / 讓人感到落寞 / 落寞的背影 / 落寞的聲音,luò mò,ㄌㄨㄛˋ ㄇㄛˋ,"相, 忙著, 難以言喻, 湧, 湧動, 睡, 景, 感"
落幕,6068,舞臺表演完畢時放下布幕。後亦用以形容一件事情的結束。[例]這次會議雙方達成協議，圓滿落幕。,"To conclude or end, especially in the context of a performance or event.",舞臺表演完畢時，將布幕放下。後來用來形容一件事情的結束。,經過數月的準備，音樂會終於圓滿落幕，每位表演者都獲得熱烈的掌聲。 / 在熱門劇集的最後一集播出後，粉絲們感慨這段回憶的落幕，帶著一絲不捨的心情。 / 這場賽事吸引了眾多觀眾，當最後的競賽結束時，所有人都期待著明年的再次相遇。 / 演出的落幕，讓觀眾們沉浸在劇情的餘韻中，不願離去。 / 隨著退休典禮的落幕，所有同事都向他表達了感謝與祝福。 / 幸福的落幕讓人感到惆悵，回首往昔，心中不禁泛起淡淡的傷感。 / 經過激烈的討論，會議終於落幕，與會者都感到達成共識是一個重要的里程碑。 / 當婚禮的慶祝活動落幕時，賓客們都迫不及待地分享這個美好瞬間的照片。 / 藝術展覽的落幕吸引了眾多藝術愛好者，大家互相交流著對作品的感受與看法。 / 在這部電影的放映結束後，觀眾們靜靜地回味著故事情節對他們心靈的震撼。 / 隨著夢想的落幕，他決定重新制定人生計劃，迎接下一段旅程的挑戰。,n,演出的落幕 / 生命的落幕 / 比賽的落幕 / 故事的落幕 / 戲劇的落幕 / 夢想的落幕 / 典禮的落幕 / 事件的落幕 / 幸福的落幕 / 過去的落幕,luòmù,ㄌㄨㄛˋㄇㄨˋ,"播, 劇集, 韻, 布幕, 賽事, 落幕典禮, 泛起, 絲不捨"
羅盤,6069,一種利用磁針測定方位的儀器。常用於飛機、船舶的航行及觀測目標的方位。[例]登山最好配帶羅盤，若無可以手錶替代。　△羅盤針、羅盤儀、指南針　◎,"A compass; an instrument that uses a magnetic needle to determine direction, commonly used in navigation for aircraft and ships, as well as for observing the position of targets.",一種利用磁針測定方位的儀器。常用於飛機和船舶的航行及觀測目標的方位。,在野外探險時，帶上一個羅盤可以幫助我們找到方向。 / 即使在手機導航普遍的時代，傳統的羅盤仍然是登山者的重要工具。 / 跟隨羅盤的指示，我們成功找到了回營地的路。 / 當天氣變壞時，羅盤特別有用，讓我們不必依賴電設備。 / 在海上航行時，船長必須定期檢查羅盤以確保航向正確。 / 我們在探險過程中發現，羅盤的精確度對於定位至關重要。 / 在迷宮般的森林中，使用羅盤能夠讓我們避免迷路的困境。 / 學習如何使用羅盤是每位登山者必備的技能之一。 / 即便面對強烈的磁場干擾，現代羅盤依然能夠提供相對準確的方位信息。 / 隨著科技的進步，羅盤的設計也變得更加輕便和易於攜帶。 / 在戶外生存訓練中，學員們必須熟練掌握羅盤的使用方法。,n,一個羅盤 / 一本羅盤手冊 / 使用羅盤 / 精確的羅盤 / 現代羅盤 / 羅盤的功能 / 跟隨羅盤 / 羅盤和地圖 / 羅盤的使用 / 羅盤的原理,luópán,ㄌㄨㄛˊㄆㄢ,"羅盤羅, 航向, 測定, 變壞, 磁針, 船舶"
囉唆,6070,多言不止。[例]父母親不停的囉唆都是為了子女。,Talkative; excessive in speech; often refers to someone who talks too much or is overly chatty.,多言不止，囉嗦煩瑣。,他常常囉唆，讓人聽了有些厭煩。 / 我的朋友每次聚會都囉唆同一件事情，大家都聽腦袋痛。 / 即使他囉唆的話題很有趣，時間久了還是會讓人想要換話題。 / 有些老年人囉唆的原因是希望與人分享他們的經歷。 / 我知道你是好意，但你這樣囉唆我真的聽不進去。 / 他的囉唆讓我覺得時間過得特別慢。 / 雖然父母的囉唆讓我感到煩躁，但我知道他們都是出於關心。 / 有時候，適當的囉唆其實可以讓人得到有用的建議。  / 我討厭在會議上聽到那些囉唆的報告，浪費了大家的時間。  / 朋友的囉唆雖然讓我感到困擾，但我還是珍惜我們的友誼。  / 老師囉唆的叮嚀常常讓我想起自己曾經的任性。,vs-adj,父母的囉唆 / 他總是囉唆 / 不想囉唆 / 媽媽的囉唆 / 常常囉唆 / 有點囉唆 / 一直囉唆 / 囉唆的話 / 讓人囉唆 / 耳邊囉唆,luōsuō,ㄌㄨㄛ ㄙㄨㄛ,"同, 煩瑣, 言"
落魄,6071,窮困潦倒不得志。[例]他因經商失敗而破產，現在落魄潦倒，生活困苦。,Destitute and unsuccessful; in a state of poverty and despair due to misfortune or lack of success.,一種窮困潦倒、未能如願的狀態。,他的事業失敗之後，整個人看起來十分落魄，也讓朋友們感到擔心。 / 她原本過著富裕的生活，沒想到一夕之間變得落魄，讓人感慨萬千。 / 在外人眼中，他曾經的光輝形象已經被落魄的現實所取代，令人痛心。 / 我在街上見到一位落魄的老人，心裡不禁思索人生的無常。 / 落魄的青年在公園裡獨自沉思，似乎在反省過去的種種選擇。 / 他因為一場意外而失去了工作，現在落魄得不得不尋求朋友的幫助。 / 曾經風光無限的她，如今也不得不面對落魄的生活現實，讓人唏噓不已。 / 這部電影描繪了一個落魄畫家的奮鬥故事，傳遞出堅持夢想的重要性。 / 落魄的農夫在田野裡辛勤勞作，希望能夠改變自己的命運。 / 他在社交場合中感到格格不入，內心的落魄讓他更加渴望重新振作。 / 在這個城市的一角，我遇見了一位落魄的街頭藝人，他的音樂卻依然充滿力量。,vs-i,落魄的生活 / 落魄的日子 / 落魄的人生 / 落魄的心情 / 落魄的境地 / 落魄而無奈 / 落魄的故事 / 落魄者 / 落魄的狀態 / 落魄的命運,luòpò,ㄌㄨㄛˋㄆㄛˋ,"辛勤勞, 唏噓"
絡繹不絕,6072,連續不斷。[例]每到假日，各名勝風景區都可看到絡繹不絕的遊客。,Uninterrupted; continuous and ceaseless in flow or occurrence.,形容人或事物連續不斷地出現或進入。,每到週末，咖啡廳裡都坐滿了絡繹不絕的顧客。 / 這家餐廳的美食吸引了絡繹不絕的食客，生意非常火爆。 / 演唱會期間，粉絲們絡繹不絕地排隊走進場地。 / 這個熱門旅遊景點，遊客們絡繹不絕地拍照留念。 / 文化節期間，各種活動吸引了絡繹不絕的人潮。 / 這部電影在上映後，觀眾絡繹不絕地前來觀看，票房持續攀升。 / 書展開幕的那天，讀者們絡繹不絕地進入展館，尋找心儀的書籍。 / 每到假期，這座城市的博物館都迎來了絡繹不絕的參觀者。 / 隨著活動的進行，參與者們絡繹不絕地討論著各種話題。 / 這款新產品一上市，就引起了消費者絡繹不絕的關注和詢問。 / 訪問的客戶絡繹不絕，讓商務會議變得格外繁忙。,idiom,蜂擁而至的遊客 / 訪問的客戶絡繹不絕 / 記者的提問絡繹不絕 / 旅客絡繹不絕的景點 / 活動的參加者絡繹不絕 / 資訊的更新絡繹不絕 / 購物的客人絡繹不絕 / 參觀的人潮絡繹不絕 / 不斷湧現的訊息 / 報名的人數絡繹不絕,luòyìbùjué,ㄌㄨㄛˋ ㄧˋ ㄅㄨˋ ㄐㄩㄝˊ,"迎, 書展, 遊客, 連續不斷, 走進, 食客, 旅客, 展"
麻布,6073,用麻織成的布。《周書．卷四九．異域傳上．稽胡傳》：「地少桑蠶，多麻布。」,A coarse fabric made of hemp.,用麻織成的布。,她用一塊麻布做了一個漂亮的手袋，實用又環保。 / 市場上出售的麻布製品，越來越受到年輕人的喜愛。 / 他把麻布縫成窗簾，不僅非常美觀，還能隔熱。 / 這件麻布的衣服透氣性很好，特別適合夏天穿。 / 祖母用古老的麻布做成的桌巾，讓餐桌看起來更加溫馨。 / 這家工廠專門生產麻布的袋子，旨在減少塑料的使用。 / 我在網上看到一件麻布的裙子，顏色非常有春天的氣息。 / 她將幾片麻布拼接在一起，創作出獨特的藝術作品。 / 這種麻布的質感非常好，摸上去讓人感到舒適。 / 市佔率不斷增加的麻布產品，正逐漸成為環保潮流的代表。 / 他用一片麻布包裝禮物，簡單又富有創意。,n,一片麻布 / 一塊麻布 / 麻布的衣服 / 麻布的袋子 / 用麻布包裝 / 麻布的床單 / 麻布的手感 / 古老的麻布 / 多用途的麻布 / 麻布的顏色,mábù,ㄇㄚˊㄅㄨˋ,"透氣, 麻織, 性, 桌巾, 旨, 塑料, 感, 隔熱"
馬不停蹄,6074,形容到處奔走，忙碌不休。[例]為了籌辦這場晚會，他馬不停蹄的到處奔走。,"To describe a state of continuous and relentless movement or busyness, as if one is riding a horse without stopping.",形容到處奔走，忙碌不休。,為了推動這個新計畫，他馬不停蹄地跟各部門協商。 / 為了趕上明天的報告，她馬不停蹄地查閱資料和寫作。 / 他從早忙到晚，真是馬不停蹄，沒有休息過一刻鐘。 / 這次慈善活動的籌備工作，志工們也都是馬不停蹄地進行準備。 / 在城市聯合巡邏的行程中，警察們馬不停蹄，確保每個區域的安全。 / 在這次馬不停蹄的旅行中，我們走訪了不同的城市和景點。 / 她馬不停蹄地參加每一場會議，以確保項目順利推進。 / 為了準備明天的演出，演員們馬不停蹄地彩排和調整。 / 他們在展覽籌備期間，馬不停蹄地聯絡各方以獲取支持。 / 這位作家最近馬不停蹄地進行訪談，以促進他的新書發行。 / 馬不停蹄的趕路讓我感到疲憊，但心中的興奮卻絲毫未減。,idiom,馬不停蹄的工作 / 馬不停蹄的忙碌 / 馬不停蹄的奔波 / 馬不停蹄的旅行 / 馬不停蹄的準備 / 馬不停蹄的會議 / 馬不停蹄的日程 / 馬不停蹄的活動 / 馬不停蹄的支持 / 馬不停蹄的推進,mǎbùtíngtí,ㄇㄚˇ ㄅㄨˋ ㄊㄧㄥˊ ㄊㄧˊ,"刻鐘, 彩排, 日程"
馬力,6075,測量功率的單位。指單位時間內，測定發動機所做的功。英制一馬力（HP），即一秒鐘內將一磅重物體提高至550呎的功率。[例]這輛兩千西西的轎車有一百廿匹馬力。,"A measure of power, defined as the amount of work done by a machine or engine over time; One horsepower (HP) is equivalent to the power required to raise one pound of weight by 550 feet in one second.",測量功率的單位，指單位時間內發動機所做的功。在英制中，一馬力為每秒將一磅重物提高至550呎。,這輛車的引擎有三百匹馬力，非常適合高速行駛。 / 在這次賽車比賽中，參賽車輛的馬力成為決定勝負的重要因素。 / 汽車的馬力越大，通常意味著它能提供更強的加速性能。 / 當我們談到越野車時，它的馬力和扭力都是非常關鍵的指標。 / 在實際測試中，這款電動車的馬力表現超出預期，讓人印象深刻。 / 對於重型卡車來說，馬力是影響其運輸能力的關鍵因素。 / 這款運動跑車配備了超過五百匹馬力，讓駕駛樂趣倍增。 / 馬力的提升讓這款SUV在爬坡時更加游刃有餘，克服了各種挑戰。 / 在查看汽車性能數據時，馬力是消費者特別關注的指標之一。 / 新型混合動力車的馬力系統經過精心設計，實現了高效能與環保的完美結合。 / 這輛摩托車的馬力雖然不算特別高，但其馬力輸出與輕巧的車身結合，讓它在城市中非常靈活。,n,一匹馬力 / 引擎馬力 / 馬力增強 / 馬力不足 / 車輛馬力 / 馬力輸出 / 高馬力的車輛 / 馬力的測試 / 馬力數據 / 馬力的計算,mǎlì,ㄇㄚˇ ㄌㄧˋ,"效, 呎, 參賽, 爬坡, 機, 新型, 550, 越野車, SUV, 游刃有餘, 車身, 跑車, 重型, 英, 功"
馬尾,6076,馬的尾巴。指將頭髮紮束在後腦的一種髮型。[例]她今天紮了一束馬尾，看起來很清爽。　◎,A horse's tail; A hairstyle where the hair is tied back in a bundle at the back of the head.,指的是馬的尾巴。也用來形容一種髮型，將頭髮紮束在後腦，像馬的尾巴一樣。,她今天紮了一束馬尾，看起來很清爽。 / 體育課上的小朋友們，個個都把長髮扎成馬尾，跑起來方便又輕鬆。 / 她的馬尾上綁著一條粉紅色的髮帶，讓整個造型更加可愛。 / 參加舞會的時候，她的馬尾髮型搭配著華麗的禮服，十分亮眼。 / 經過一下午的活動，她的馬尾已經有些鬆散，需要再整理一下。 / 她的馬尾髮型讓她的臉部輪廓更加分明，顯得格外精神。 / 在夏天的熱浪中，把頭髮扎成馬尾，既涼快又不容易出汗。 / 她的馬尾上點綴著小巧的髮夾，增添了一絲青春活力。 / 騎自行車的時候，馬尾揚起，隨風飄舞，感覺特別自由。 / 她在畫畫時，馬尾隨意地垂在肩後，專注的神情讓人印象深刻。 / 唱歌的時候，馬尾隨著節奏輕輕擺動，讓她的表演更加生動。,n,馬尾髮型 / 高馬尾 / 馬尾辮 / 馬尾綁 / 打理馬尾 / 馬尾的造型 / 長馬尾 / 馬尾的髮帶 / 馬尾上的飾品 / 馬尾看起來,mǎwěi,ㄇㄚˇㄨㄟˇ,"既, 隨, 揚起, 紮束, 辮, 擺動, 熱浪, 體育課, 髮夾"
邁步,6077,提起腳向前大步走。[例]已快到終點了，大家邁步向前！,"To take a large step forward, indicating progress or movement.",提起腳向前大步走。,在晨曦的照耀下，他邁步走向公園。 / 隨著音樂的節奏，舞者們邊跳邊邁步，展現出活力和激情。 / 這個新計劃讓團隊的每個成員都邁步向前，期待更好的成果。 / 當他聽到獲獎的消息，立刻邁步走上台，心中充滿欣喜。 / 在朋友的鼓勵下，她鼓起勇氣邁步踏入陌生的社交場合。 / 在會議上，他自信地邁步發表意見，讓大家對他的想法印象深刻。 / 經過幾個月的準備，我們終於可以邁步進入實習階段，開始實踐所學的知識。  / 隨著比賽的進行，運動員們邁步向前，全力以赴，力爭佳績。  / 這部電影的故事感動人心，讓觀眾在結束時不禁邁步走出影院，思索其深意。  / 每當春天來臨，他都會邁步去探索大自然的美麗，感受新的生命力。  / 在志願活動中，大家都熱心地邁步向前，為社區奉獻自己的時間和精力。,va-i,大步邁步 / 邁步向前 / 邁步前進 / 共同邁步 / 快速邁步 / 積極邁步 / 勇敢邁步 / 有序邁步 / 自信邁步 / 敢於邁步,màibù,ㄇㄞˋㄅㄨˋ,"踏入, 深意, 佳績, 影院, 提起, 力爭, 走向, 獲獎"
脈動,6078,比喻像脈搏般有規律的運動或變化。[例]隨時注意國際間的資訊，便能輕易掌握世界經濟的脈動。,"A rhythmic and regular movement or change, akin to a pulse.",比喻像脈搏般有規律的運動或變化。,隨著音樂的節拍，舞者們的動作跟著聲音的脈動一起變換。 / 在這座城市裡，夜晚的霓虹燈閃爍著，展現出都市生活的脈動。 / 當他閉上眼睛，靜靜聆聽時，能感受到自然界的脈動與和諧。 / 精準的數據分析使商業決策能夠把握市場的脈動，降低風險。 / 每年春季，花朵的綻放預示著生命的新一輪脈動即將開始。 / 在藝術展覽中，作品之間的互動營造出一種獨特的文化脈動。 / 城市的交通流動讓人感受到生活的脈動和不斷變化的節奏。 / 在校園裡，學生們的交流和學習交織出青春的脈動。 / 隨著節日的到來，街道上響起慶祝的音樂，帶來社會的脈動與歡樂。 / 科技的進步使我們能夠更迅速地捕捉到世界的脈動與最新動態。 / 透過閱讀，讀者能夠深刻體會到歷史的脈動和過去的影響。,n,經濟的脈動 / 市場的脈動 / 社會的脈動 / 文化的脈動 / 時事的脈動 / 消費的脈動 / 心跳的脈動 / 變化的脈動 / 科技的脈動 / 創新的脈動,màidòng,ㄇㄞˋㄉㄨㄥˋ,"霓虹燈, 響起"
邁進,6079,邁開步伐，勇往前進。[例]他正朝著理想奮勇邁進。,To step forward with determination and progress actively.,邁開步伐，勇敢向前進。,面對生活的挑戰，我們應該勇敢邁進，尋找解決問題的方法。 / 他們在實現夢想的道路上邁進了新的一步，展現了不畏艱難的勇氣。 / 在科技快速發展的今天，企業必須與時俱進，積極邁進數位轉型的浪潮中。 / 每位學生在學習上都要勇於探索，邁進知識的海洋，才能不斷成長。 / 村莊的年輕人們決定返鄉創業，邁進自己的事業新境界。 / 當團隊遇到困難時，他們沒有退縮，而是堅定邁進，迎接挑戰的機會。 / 他明白只有持續努力，才能在職場上邁進更高的職位，實現人生的理想。 / 在環保意識日益增強的今天，社會各界應共同邁進可持續發展的目標。 / 隨著文化交流的頻繁，國家間的合作也在不斷邁進，促進了和平與繁榮。 / 每當新年來臨時，人們都會帶著希望和夢想，邁進美好的明天。 / 他以自信和堅持的態度邁進新的學習領域，追求心中的理想與目標。,va-i,勇敢邁進 / 積極邁進 / 邁進未來 / 大步邁進 / 堅定邁進 / 向前邁進 / 自信邁進 / 無畏邁進 / 一往無前地邁進 / 邁進新的高度,màijìn,ㄇㄞˋㄐㄧㄣˋ,"返鄉, 畏"
邁開,6080,跨出、踏出腳步。如：「他說完後，就邁開步子走了。」,To stride or step forward; to take a big step.,跨出或踏出腳步。,「無論生活多麼困難，我們都要邁開腳步，朝著未來努力前進。」 / 「今天的會議結束後，我們邁開步伐，開始討論新的專案計畫。」 / 「他告訴我，只有邁開第一步，才有可能實現自己的夢想。」 / 「在經歷了一段時間的低迷後，她終於邁開心情，重新迎接生活的挑戰。」 / 「即使面對種種壓力，我們仍然要勇敢邁開未來，追尋自己的理想。」 / 「學校鼓勵學生們邁開學習的腳步，探索更多的知識領域。」 / 「他們在旅行中邁開了探索的腳步，發現了許多意想不到的美景。」 / 「企業在轉型過程中，需要邁開創新的步伐，適應市場的變化。」 / 「面對考試的壓力，我們必須邁開復習的腳步，爭取良好的成績。」 / 「在志願者活動中，大家都積極邁開服務的步伐，為社會奉獻愛心。」 / 「即使遭遇挫折，我們也要堅定邁開希望的步伐，迎接新的機遇。」,va-i,邁開步伐 / 邁開大步 / 邁開第一步 / 邁開腳步 / 邁開旅程 / 邁開心情 / 邁開工作 / 邁開生活 / 邁開事業 / 邁開未來,màikāi,ㄇㄞˋㄎㄞ,"復, 習"
埋沒,6081,埋藏、湮沒。[例]那座破屋久無人居，早已埋沒在荒煙蔓草之中。,"To bury or conceal, often used in the context of being disregarded or overlooked.",埋藏或湮沒在某個地方，不易被發現。,這些埋沒於時間中的故事，終於被後人重新發現了。 / 他在比賽中表現優秀，但因為缺乏宣傳，他的才華仍然埋沒無聞。 / 古老的文化遺產，若不加以保護，將會在現代化的浪潮中受到埋沒。 / 她心中埋沒的夢想，終於在朋友的鼓勵下開始追尋。 / 這段埋沒的記憶，時常浮現在他的夢中，讓他難以忘懷。 / 埋沒的真相終於在調查中被揭露，讓大家感到震驚和不安。 / 一些優秀的文學作品，由於缺乏關注，長期以來都埋沒在書架的角落裡。 / 他們的努力與付出，常常被繁忙的生活埋沒，卻在心中留下深刻的印記。 / 在這片遺忘的土地上，埋沒著無數英雄的故事，等待著被重新書寫。 / 隨著科技的進步，許多傳統技藝面臨被埋沒的危機，需要更多人去傳承。 / 在歷史的長河中，許多偉大的思想都可能因時代的變遷而被埋沒，唯有少數得到重視。,va-t,埋沒的真相 / 一段埋沒的記憶 / 埋沒在灰塵中 / 埋沒於歷史長河 / 埋沒的文化 / 埋沒的機會 / 被埋沒的聲音 / 無法埋沒 / 埋沒的夢想 / 任由埋沒,máimò,ㄇㄞˊㄇㄛˋ,"若, 湮沒, 期"
