word,number,old_definition,translation,definition,example_sentences,part_of_speech,collocations,pinyin,zhuyin,problematic_words
筆調,3896,文章的風格。[例]他寫的散文，筆調優美，感情細膩。,The style or tone of writing in an article or literary work.,文章的風格和表達方式。,這篇影評筆調尖銳，對於電影的缺點一一揭露，讓人不得不佩服。 / 那位作家的散文筆調清新，讓人感受到一種自然的美好。 / 他的文章筆調優美，感情細膩，讓讀者充分體會到作者的心情。 / 他的旅遊紀錄筆調生動，讓人彷彿身臨其境，感受到每一處的風景。 / 這篇小說筆調緊湊，情節引人入勝，讓讀者一口氣讀完。 / 作者的隨筆筆調隨意，卻充滿了智慧，讓人反思日常生活中的點滴。,n,筆調優美 / 筆調清新 / 筆調流暢 / 筆調生動 / 筆調細膩 / 筆調成熟,bǐdiào,ˇㄉㄧㄠˋ,"隨筆筆, 影評, 境"
弊端,3897,弊害、缺失。[例]這個企劃案不夠完善，以致實行時弊端百出。,A shortcoming or flaw; a harmful drawback or defect in a system or plan.,指的是某個事物或計畫所存在的害處或缺失，通常會對實行造成困難。,這個企劃案不夠完善，以致實行時弊端百出。 / 我們必須檢討這項政策的弊端，以便制定更有效的對策。 / 透過討論，我們發現這個系統的設計中存在一些嚴重的弊端。 / 評估弊端的影響是我們進一步研究的重要步驟。 / 討論中指出，這項技術的應用可能帶來一些未預見的弊端，需謹慎對待。 / 我們必須對過去的經驗進行總結，特別是那些可能導致弊端的因素。,n,計畫的弊端 / 出現弊端 / 弊端百出 / 政策的弊端 / 弊端的影響 / 嚴重的弊端,bìduān,ㄅㄧˋㄉㄨㄢ,企劃案
筆法,3898,行文所用的句法、章法。即寫作技巧。[例]那篇小說的描述筆法十分巧妙，讀來相當扣人心弦。,Writing techniques and styles used in composition.,行文所用的句法和章法，指的是寫作技巧。,她在詩中運用了獨特的筆法，表現出對自然的深切感受。 / 他的報導筆法清晰，讓人容易理解複雜的事件。 / 老師常常提醒學生，要注意文章的筆法，以提升寫作技巧。 / 他在散文中的筆法流暢，讓讀者感受到文字的韻律美。 / 這篇論文的筆法嚴謹，使得觀點更加具有說服力。 / 該作家以新穎的筆法探討了當代社會的複雜性。,n,獨特的筆法 / 生動的筆法 / 清晰的筆法 / 筆法流暢 / 優美的筆法 / 巧妙的筆法,bǐfǎ,ˇㄅㄧˇ ㄈㄚˇ,"法, 句法"
庇護,3899,保護、維護。[例]憲法的訂立，是為了庇護人民的生命、自由及財產。,To protect and maintain.,保護和維護某人或某事，讓其免受傷害或風險。,在戰爭中，許多家庭都尋求庇護，以保護自己免受攻擊。 / 這位藝術家希望他的作品能成為心靈的庇護所，讓人們在壓力中找到安慰。 / 為了保障兒童的安全，學校內設有專門的庇護區，讓他們在緊急情況中能夠避難。 / 許多動物保護組織致力於為受虐待的動物提供庇護，幫助牠們重新找到安全的家。 / 在城鎮的中心，有一個專門為失業者提供庇護的職業培訓中心，幫助他們重返工作崗位。 / 婚姻庇護法案的通過，使更多的家庭能夠在困境中得到法律的庇護與支持。,n,社會庇護 / 政治庇護 / 法律庇護 / 提供庇護 / 尋求庇護 / 給予庇護,bìhù,ㄅㄧˋㄏㄨˋ,"設有, 重返, 受虐, 城鎮"
比劃,3900,比手劃腳來說明某事。[例]他在那比劃了半天，大家仍看不懂他的意思。,To gesticulate or use hand movements to indicate or explain something.,用手勢和身體動作來表達或說明某個事情。,他在講解的時候，經常用手比劃來輔助說明。 / 她在那裡比劃了好一陣子，終於讓大家明白了她的意思。 / 有時候，言語表達不清楚，需要透過比劃來更清楚地傳達想法。 / 他一邊比劃，一邊描述那幅畫，讓我們更容易想像。 / 她用手比劃的時候，還搭配了生動的描述，讓人感覺十分有趣。 / 在敘述的過程中，他用手比劃出大致的情況，以便我能更好地理解。,va-i,對他比劃 / 比劃半天 / 用手比劃 / 比劃的方式 / 一邊比劃 / 比劃起來,bǐhuà,ㄅㄧˇㄏㄨㄚˋ,解
比劃,3900,較量、切磋。[例]我們找一天在球場上比劃比劃，看誰較有本事。,To compete or spar with each other.,較量和切磋技術或能力的行為。,我們可以在每週週末的時候找人比劃一下籃球，看誰的球技更好。 / 兩位大師聚在一起，經常切磋比劃，分享彼此的絕學。 / 我們約了朋友在球場來一場比劃，想看看誰的投籃更準。 / 她愛好跆拳道，總是藉著和別人比劃比劃，提升自己的能力。 / 他們在公園裡比劃武術，希望能從對方身上學到新的招式。 / 學校舉辦的武術大賽，讓各班同學能夠互相比劃，增進技藝和友誼。,va-i/N,來一場比劃 / 互相比劃 / 在球場比劃 / 找人比劃 / 認真比劃 / 切磋比劃,bǐhuà,ㄅㄧˇㄏㄨㄚˋ,"賽, 藉著, 球技, 投籃, 跆拳道, 享"
筆畫,3901,文字書寫的一筆一畫。我國書法將筆畫分為點、橫、豎、撇、折等。[例]龜字的筆畫十分複雜，老師要我們特別注意。,Strokes in writing; the individual lines and marks that compose a Chinese character.,文字書寫的一筆一畫。書法將其分為點、橫、豎、撇、折等。,學習中文時，首先要掌握每個字的筆畫順序。 / 書法的美在於每一筆每一畫都充滿了情感。 / 在比賽中，評審特別注意參賽者的筆畫是否工整。 / 這個字的筆畫非常複雜，我必須多加練習才能寫好。 / 在學校的書法課上，老師常常強調筆畫順序的重要性。 / 要寫出漂亮的字，首先要清楚每個字的筆畫結構。,n,筆畫順序 / 練習筆畫 / 複雜的筆畫 / 清晰的筆畫 / 工整的筆畫 / 一筆一畫,bǐhuà,ˇㄅㄧˇㄏㄨㄚˋ,"分為, 參賽"
避諱,3902,避免觸犯忌諱。[例]他們毫不避諱的高談闊論，簡直目中無人。,To avoid mentioning or discussing something that is taboo or sensitive.,避免觸犯某些忌諱或不好的事情。,在中國文化中，某些數字如四和九常被視為不吉利，因此人們會特別避諱使用。 / 許多老一輩的人在談話中很少提到過世的親人，因為這在他們的觀念中應該是避諱不談的話題。 / 他們毫不避諱的高談闊論，簡直目中無人。 / 他在聚會上毫不避諱地談論自己失業的經歷，讓其他人感到有些尷尬。 / 當朋友聚在一起時，通常會避諱談論政治議題，以免引發不必要的爭執。 / 今天一般人替小孩取名字時，仍有避諱的習慣，如不使用與長輩名字相同的字。,v/n,毫不避諱 / 避諱的習慣 / 避諱的文化 / 避諱的習俗 / 避諱使用 / 避諱不談,bìhuì,ㄅㄧˋㄏㄨㄟˋ,"很少, 毫不, 目, 些"
閉口,3903,,To keep one's mouth shut; to refuse to speak or disclose information.,闭口指的是嘴巴闭上，不发声或说话。,她在這件事情上閉口不提，似乎知道什麼秘密。 / 「企業責任」一詞大有風靡全世界的趨勢，不論何人張口閉口都在大談企業責任。 / 他們之間的爭吵後，大家都選擇閉口不言，以免再引發矛盾。 / 我們在談論敏感話題時，最好都閉口藏言，避免引起不必要的誤會。 / 他知道這件事的真相，但他選擇了閉口藏言，尊重對方的隱私。 / 當她聽到那些不實的傳言時，決定閉口不談，以免引起更多的麻煩。,vs-i/N,閉口不言 / 閉口不語 / 閉口藏言 / 閉口不提 / 閉口不談 / 張口閉口,bìkǒu,ㄅㄧˋㄎㄡˇ,"實, 言, 何, 闭, 话, 声, 发, 说"
畢露,3904,,To reveal or display one's talents or abilities.,"""畢露""指的是某種特徵或本事完全展現出來，沒有隱藏。",他說話做事總是那樣鋒芒畢露，從不懂得謙虛。 / 紙包不了火，他這種沽名釣譽的人，終究還是會原形畢露的。 / 經過多年的封閉訓練，奧運會上的他鋒芒畢露，一下拿下好幾個金牌！ / 他平時沉默寡言，但是只要一發起脾氣，總是控制不住罵個不停，醜態畢露。 / 他被揭穿後，馬上醜態畢露，氣得青筋外露、七竅生煙。 / 誠信就像一面魔鏡。奸佞之人，面對它，原形畢露；善良之人，依靠它，識別真偽。,vp-i,窘態畢露 / 原形畢露 / 凶相畢露 / 醜態畢露 / 本性畢露 / 鋒芒畢露,bìlù,ㄅㄧˋㄌㄨˋ,"沽名釣, 氣, 寡言, 窘態, 相, 譽, 竅, 魔, 佞, 了, 奧運, 識別, 醜態, 青筋"
碧綠,3905,翠綠色。[例]假日到郊外看看碧綠的草地，可以舒緩身心。,"A bright green color, resembling emerald.",翠綠色，像翡翠那樣的綠色。,在陽光的照射下，碧綠的湖水波光粼粼，宛如一面鏡子。 / 假日期間，我們一家人一起去山上露營，享受那裡碧綠的森林景色。 / 碧綠的水稻田一望無際，彷彿為大地披上了一層綠色的衣裳。 / 海邊的碧綠海水，讓我不禁想跳進去感受那份清涼。 / 陽光透過碧綠的樹葉灑在地面上，給人一種清爽的感覺。 / 碧綠的草地上，孩子們無憂無慮地嬉戲，笑聲彌漫在空氣中。,vs-adj,碧綠的草地 / 碧綠的湖泊 / 碧綠的山脈 / 碧綠的森林 / 碧綠的海水 / 碧綠的眼睛,bìlǜ,ㄅㄧˋ ㄌㄩˋ,"跳進, 粼, 無憂無慮, 水稻田, 翡翠, 波光, 湖水, 海水"
篳路藍縷,3906,篳路指柴車，藍縷指破衣服。駕柴車，穿破衣，以開闢土地。比喻創造事業的艱苦、不易。語出《左傳．宣公十二年》。[例]由於前人的篳路藍縷、辛勤付出，我們才有今日富強的局面。,A metaphor for the hardships and difficulties encountered in creating a事业.,篳路指的是駕駛柴車所走的路，藍縷指的是穿著破衣服。駕著柴車、穿著破衣，開墾土地。這個詞比喻創造事業的艱辛與不易。,在科技創新方面，許多企業篳路藍縷，經歷了無數的失敗與挑戰，才獲得今日的成就。 / 先民篳路藍縷，胼手胝足，開墾森林，才使台灣成為美麗的寶島。 / 篳路藍縷的歷程讓他們更加珍惜今時今日的繁榮與安定。 / 他們如今的成功，完全是因為多年來篳路藍縷的付出與奮鬥。 / 這個團隊在比賽前的準備過程中，篳路藍縷，克服了重重困難，最終取得了佳績。 / 無論是創業還是研究，篳路藍縷的精神都是成就卓越的關鍵。,idiom,篳路藍縷的奮鬥 / 篳路藍縷的開拓 / 篳路藍縷的精神 / 篳路藍縷的歷程 / 篳路藍縷的努力 / 篳路藍縷的艱辛,bìlùlánlǚ,ㄅㄧˋㄌㄨˋㄌㄢˊㄌㄩˇ,"科研, 民, 路藍縷, 篳路, 今, 佳績, 胼手胝足"
閉門,3907,,"A closed door; Refers to shutting a door, symbolizing privacy, exclusivity, or the act of rejecting or not permitting entry.",門關上，不讓人進入。,他最近遇到了很多問題，決定閉門思過反思自己的處境。 / 這位作家常常閉門寫作，以創造出更好的文學作品。 / 在這個靜謐的環境中，她閉門修業，希望能夠專心完成學業。 / 由於需要專心籌備新專輯，歌手選擇閉門不出專心練習，讓自己能全心投入創作。 / 這位哲學家經常閉門不出大隱於市，探索生命的深層意義，尋找心靈的平靜。 / 在準備即將到來的比賽時，運動員選擇閉門訓練，專注於提高自己的競技水平。,va-t/N,閉門思過 / 閉門不出 / 閉門造車 / 閉門反思 / 閉門自省 / 閉門寫作,bìmén,ㄅㄧˋㄇㄣˊ,"隱, 競技, 閉門造車, 思"
筆名,3908,作者發表作品時所用的別名。如清朝劉鶚的筆名為洪都百鍊生。,A pseudonym or pen name used by an author when publishing their works.,作者在發表作品時所使用的別名。,有些作家選擇使用筆名，以保護自己的隱私。 / 作家選擇的筆名往往與其作品風格有關。 / 雖然她的真實姓名不為人知，但她的筆名卻廣為人知。 / 許多知名作家在早期都使用過筆名，這是他們的創作習慣。 / 他在發表詩集時，特意選擇了一個富有詩意的筆名。 / 這位作家的筆名不僅讓他避免了社會的壓力，也使創作過程更加自由。,n,筆名的來源 / 使用筆名 / 作家的筆名 / 常用的筆名 / 取筆名 / 使用筆名,bǐmíng,ˇㄇㄧㄥˊ,"早期, 知"
閉目,3909,閉上眼睛。[例]閉目養神、閉目沉思,To close or shut one's eyes.,閉上眼睛，通常用來休息或思考。,他每天都會花幾分鐘，閉目冥想，幫助自己放鬆心情。 / 在公園的長椅上，她常常閉目享受微風輕拂的感覺。 / 在喧鬧的城市中，閉目聆聽自然的聲音，讓她感到內心的安寧。 / 每當感到壓力時，她常會閉目冥想，試圖找回內心的平靜。 / 在藝術創作時，她經常閉目，感受靈感的流動和情感的共鳴。 / 閉目養神的時候，往往能激發出更多創新的想法與靈感。,vp-i,閉目養神 / 閉目冥想 / 閉目休息 / 閉目塞聽 / 閉目小憩 / 閉目沉思,bìmù,ㄅㄧˋㄇㄨˋ,"找回, 憩"
逼人,3910,逼迫、脅迫人，有時引申為勝過別人。[例]咄咄逼人、逼人太甚、寒氣逼人,To coerce or pressure someone; also means to be aggressive or superior in attitude.,逼迫或脅迫他人，有時引申為超過他人。,在討論會上，對方的質疑變得咄咄逼人，讓我們難以自辯。 / 外面驕陽似火，一打開房門就感覺暑氣逼人，所有人只想尋找一個綠樹成蔭的地方落落腳 / 在競爭激烈的職場中，業績壓力咄咄逼人，讓員工們不得不加倍努力工作。 / 在考試前夕，學校的通知讓重考的壓力逼人，大家都感到非常焦慮。 / 他說話總給人一股咄咄逼人之感，令人很不舒服。 / 當生活中的挑戰一一來臨，讓我們感到形勢逼人，卻也激發了堅強的意志。,va-t,咄咄逼人 / 逼人太甚 / 寒氣逼人 / 形勢逼人 / 暑氣逼人 / 英氣逼人,bīrén,ㄅㄧ ㄖㄣˊ,"辯, 房門, 成蔭, 陽, 驕, 英氣, 落落, 引申"
彼時,3911,,At that time; referring to a specific point in the past.,彼时指的是某个特定的时间，通常是过去的某个时刻。,當我翻看舊照片時，彼時的美好回憶湧上心頭。 / 彼時的我，總是懷抱著對未來的希望，渴望探索未知的世界。 / 彼時的我們，經常在一起討論理想，堅信總有一天能實現。 / 當我回想起彼時的友情，心中不禁感到一絲懷念與暖意。 / 彼時的挑戰雖然艱難，但正是這些經歷讓我變得更加堅強。 / 回首來時路，所有彼時彼刻以為的不順和不幸，現在看來都是生命的祝福和助力。,n,彼時的生活 / 彼時的心情 / 彼時的感受 / 彼時的選擇 / 彼時的決定 / 彼時彼刻,bǐshí,ㄅㄧˇ ㄕˊ,"过, 时, 间, 助, 暖意, 湧"
鄙視,3912,輕視、瞧不起。[例]不尊重自己的人，往往會遭人鄙視。,To despise; to regard with contempt or disdain.,輕視和瞧不起他人或事物，通常表示不尊重。,在那場討論中，他對不同意見的人表現出鄙視的態度，讓大家都感到不快。 / 鄙視他人的行為只會顯示自己的自卑與不成熟。 / 社會上常常出現對特定弱勢群體的鄙視，這種現象需要引起重視。 / 她雖然外表光鮮亮麗，心中卻鄙視所有的權威人士，認為沒有一個人可以與她平起平坐。 / 鄙視貧困與缺乏教育的年輕人，讓社會的隔閡更加嚴重，亟需改變觀念。 / 她常常用鄙視的目光看待那些不具備專業資格的同行，卻忘記了每個人都有成長的潛力。,vs-t,鄙視別人 / 鄙視他人 / 鄙視自己 / 鄙視的態度 / 受到鄙視 / 遭人鄙視,bǐshì,ㄅㄧˇㄕˋ,"亟需, 平起平坐"
逼問,3913,強辭威嚇加以責問。[例]他什麼都不知道，再逼問也沒有結果的。,"To press or interrogate forcefully, often with an implication of threats.",以強硬的方式責問他人，使對方感到壓力，通常不易得到滿意的答案。,警察嚴厲逼問嫌疑犯，希望能盡快找到案件的真相。 / 記者在新聞發布會上反覆逼問發言人，想了解更多的細節。 / 在法庭上，律師嚴厲逼問證人，試圖揭開案情的真相。 / 在業務會議上，主管對團隊的業績表現感到不滿，不斷逼問其原因和改進措施。 / 在記者的逼問之下，他不得不坦承一些不願意公開的事實。 / 警方在調查過程中，對涉案人反覆逼問每一個細節，以確保能夠找到有力的證據。,va-t,逼問真相 / 逼問之下 / 反覆逼問 / 嚴厲逼問 / 逼問細節 / 逼問的過程,bīwèn,ㄅㄧ ㄨㄣˋ,"涉案, 嫌疑犯, 警"
陛下,3914,古代臣民對帝王的尊稱。[例]國王陛下、女王陛下,A title of respect used by subjects to refer to an emperor or empress in ancient times.,古代臣民對帝王的尊稱。,在議會上，所有大臣都恭敬地向陛下匯報國家的大事。 / 皇帝陛下在一些皇室成員陪伴下，一清早在石階上散步。 / 當尊貴的陛下巡視地方時，百姓都排隊恭賀，表達對國王的敬意。 / 各地的貴族們紛紛前來朝見尊貴的陛下，討論國家的未來與發展。 / 陛下每年的壽辰，城中都會舉辦盛大的慶祝活動，祝福國泰民安。 / 國王陛下對於文學藝術的支持，使得國家文化燦爛輝煌，流傳百世。,n,國王陛下 / 女王陛下 / 皇帝陛下 / 尊貴的陛下 / 天皇陛下 / 陛下聖明,bìxià,ㄅㄧˋ ㄒㄧㄚˋ,"聖, 臣民, 安, 壽辰, 女王, 明, 恭賀, 世, 陛, 匯報, 國泰民"
鄙夷,3915,輕視、瞧不起。[例]做人就要光明磊落，陰險狡詐會遭人鄙夷。,To despise; to regard with disdain or contempt.,輕視和瞧不起他人的態度。,她的這句話一出口，立刻換來了周圍人鄙夷的眼光。 / 在辯論中，參賽者用鄙夷的語氣回應對方的論點，顯得十分不禮貌。 / 她對於那些只追求金錢的人感到鄙夷，認為他們的人生失去了原本的價值。 / 許多人對於低下的道德水準感到鄙夷，呼籲社會重視道德教育。 / 面對鄙夷的眼光，他選擇勇敢站出來，為自己的選擇辯護。 / 在這次會議上，許多人對某些官員的無理要求表現出鄙夷，認為這不符合專業精神。,vs-t,遭人鄙夷 / 鄙夷他人 / 鄙夷的眼光 / 令人鄙夷 / 滿臉鄙夷 / 充滿鄙夷,bǐyí,ㄅㄧˇㄧˊ,"參賽, 無理"
比照,3916,比較對照。[例]把這兩件案子的犯罪模式一比照後，可以斷定是同一個人做的。,To compare and contrast.,比較兩個或多個事物的異同，通常用來找出關聯或判斷某種情況。,透過市場調查，這家公司可以比照競爭對手的價格來制定自己的行銷策略。 / 在評估環保政策的成效時，專家們會參考各國的實施情況比照辦理。 / 這兩份報告的數據比照之後，發現了許多重要的差異。 / 在製定計畫時，團隊經過比照不同方案的優缺點，最終選擇了最有效率的一個。 / 透過對歷史事件的比照，學者們能夠更清楚地理解當前的政治局勢。 / 把這兩件案子的犯罪模式一比照後，可以斷定是同一個人做的。,va-t,比照前例 / 一經比照 / 比照方案 / 經過比照 / 比照辦理 / 比照之後,bǐzhào,ㄅㄧˇㄓㄠˋ,"經, 優缺點, 同, 製定"
貶,3917,降低、減少。[例]貶值、貶抑、自貶身價,"To lower, diminish, or belittle.",降低或減少某種價值、地位或程度。,他在會議上自貶身價，說自己的意見不見得有參考價值。 / 有些人喜歡無故貶低別人的努力，使得團隊氣氛變得緊張。 / 本國貨幣與外國貨幣的價值是相對的，當本國貨幣貶值時，表示本國貨幣不值錢，換回的外幣會變少。 / 在朋友圈裡，總有人喜歡貶損別人的成就，讓人感到失望。 / 有時候，媒體對名人的貶抑報導會對他們的生活造成意想不到的影響。 / 他對自我價值的貶抑，讓他在社交場合中倍感不安，始終無法放鬆。,va-t,貶值 / 貶抑 / 自貶身價 / 貶職 / 貶謫 / 貶價,biǎn,ㄅㄧㄢˇ,"貶職, 幣, 損, 價, 換回, 謫, 貶低"
貶,3917,對人的言行給予不好的批評。與「褒」相對。[例]褒貶,"To criticize or belittle someone, often in a disparaging manner.",對人的言行給予不好的批評，與「褒」相對。,在這次會議上，他的貶責評論讓許多人感到不悅。 / 貶低他人的言語只會讓人際關係更加緊張。 / 我覺得不應該隨意貶低別人的努力，因為每個人都在付出。 / 他們對於這部電影的貶抑讓我意外，明明裡面有很多感人的片段。 / 貶損他人形象的行為，不僅會影響對方，還會損害自己的名譽。 / 我希望能有更多正面的鼓勵，而不是貶抑的評論，這樣才能激勵大家進步。,va-t,貶低他人 / 褒貶 / 貶損他人 / 貶義 / 明褒暗貶 / 貶損,biǎn,ㄅㄧㄢˇ,"悅, 損, 褒貶, 貶義明褒暗貶, 褒, 貶低, 責"
鞭,3918,俗稱雄性動物的生殖器官。如：「牛鞭」、「鹿鞭」。元．關漢卿《裴度還帶》第四折：「今宵洞房花燭夜，試看狀元一條鞭。」,A male animal's reproductive organ; also known as '牛鞭' (bull penis) and '鹿鞭' (deer penis).,俗稱雄性動物的生殖器官。例如：「牛鞭」、「鹿鞭」。,這道菜用鹿鞭製作的高湯，味道鮮美無比。 / 在市場上，鞭的價格因為需求量大而持續上升。 / 他帶了一條牛鞭給朋友加菜，想讓大家試試這種特殊的味道。 / 乾燥後的鞭質地非常堅韌，適合用來製作工藝品。 / 牛鞭作爲一種珍貴進補之食，在這裡的餐廳是炙手可熱的一道美食。 / 鞭的膠原蛋白含量高達98%，也是女性美容駐顏首選之佳品。,n,牛鞭 / 羊鞭 / 鹿鞭 / 鞭的功效 / 驢鞭 / 鞭的用途,biān,ㄅㄧㄢ,"作, 牛鞭, 鞭質, 爲, 補, 98, 含量, 食, 炙手, 達, 顏, 需求量, 膠原, 蛋白, 牛鞭羊鞭鹿鞭鞭, 驢鞭"
鞭,3918,一種皮製的長軟器具，用來驅使牲口或打人。如：「馬鞭」、「皮鞭」、「鞭長莫及」。也稱為「鞭子」。,"A whip; a long, flexible tool made of leather, used to drive animals or strike people.",一種皮製的長軟器具，用來驅使牲口或打人，也稱為鞭子。,聯合國人權理事會曾呼籲一切國家停止對少年成年人實施鞭刑等殘酷刑罰。 / 電影裡的騎士揮舞著馬鞭，讓馬匹加速奔跑。 / 老師告訴學生，鞭長莫及的意思是力量有限，無法達到的情況。 / 在這場比賽中，騎手必須熟練地使用馬鞭，展示靈活駕馭馬匹的能力。 / 牧羊人揮動著手中的鞭子，讓羊群有序地朝著目的地移動。 / 鞭聲響起，驚嚇了路過的小貓，牠迅速躲到一旁。,n,一條鞭 / 輝刑 / 鞭長莫及 / 馬鞭 / 揮舞鞭子 / 鞭打,biān,ㄅㄧㄢ,"揮動, 鞭輝, 鞭刑, 馬鞭, 鞭長莫, 響起, 皮製, 羊群"
變本加厲,3919,比喻改變原有的狀況且更加嚴重。語本南朝梁．蕭統〈文選序〉。[例]他不但蹺課，最近更變本加厲，偷錢逃家了。,To change the original situation and make it more severe; Used to describe an escalation of actions or circumstances that were already negative.,指改變原有的狀況而變得更加嚴重。,他之前只是隨便說說，最近卻變本加厲，開始散播謠言了。 / 最近網路上的霸凌行為越來越多，甚至出現變本加厲的情況，對受害者造成極大困擾。 / 這位官員的貪污行為從小額賄款開始，後來竟逐漸變本加厲，金額驚人。 / 他起初只是偶爾遲到，但隨著時間的推移，竟然變本加厲，經常缺席重要會議。 / 這家公司的不當競爭行為起初只是簡單的價格戰，然而隨著市場壓力的增大，竟變本加厲，採取了不正當手段來拉攏客戶。 / 藝術界的剽竊事件一直存在，但近期卻變本加厲，出現了多起重大作品的侵權案件，引起了業內人士的廣泛激憤。,idiom,逐漸變本加厲 / 變本加厲的情況 / 竟然變本加厲 / 結果變本加厲 / 反而變本加厲 / 衝突變本加厲,biànběnjiālì,ㄅㄧㄢˋㄅㄣˇㄐㄧㄚˉㄌㄧˋ,"凌, 賄, 業, 剽竊, 額, 增大, 近期, 侵權, 霸"
辯駁,3920,據理辯正駁斥。[例]他在會場舌戰群雄，辯駁對手的言論。,To argue against and refute with reason.,據理駁斥他人的觀點。,理智將在與他人交往中對我們的言行舉止做出正確的指引， 這一事實無可辯駁。 / 她利用實際數據來辯駁，讓聽眾更容易接受她的論點。 / 辯駁的過程中，他不僅表達了自己的立場，還引用了許多專家的意見。 / 面對批評，他冷靜地辯駁，指出了問題的關鍵所在。 / 他在社交媒體上公開辯駁，試圖澄清關於他的負面新聞。 / 這位律師在法庭上的有效辯駁，細緻入微的論證讓陪審團深受影響。,va-t,有力辯駁 / 有效辯駁 / 無力辯駁 / 無可辯駁 / 公開辯駁 / 激烈辯駁,biànbó,ㄅㄧㄢˋㄅㄛˊ,"深受, 審, 理"
鞭策,3921,督促、策勵。[例]求學過程中，需要不斷的自我鞭策。,To urge and motivate oneself or others to take action or improve performance.,督促和激勵某人努力向前。,在求學的過程中，我們需要時常鞭策自己，以克服困難。 / 透過設立明確的目標，我每天都能鞭策自己，朝理想前進。 / 在競賽前夕，教練的嚴格訓練是為了鞭策球員們超越自我，提升實力。 / 朋友之間相互鞭策，常常促使我們共同進步，達成更多目標。 / 父親希望我們成為對社會有用的人，所以他時刻鞭策著我們好好學習。 / 當面對困難時，我們需要有人來鞭策我們，激發潛力，克服挑戰。,va-t,鞭策自己 / 鞭策他人 / 自我鞭策 / 相互鞭策 / 時刻鞭策 / 鞭策團隊,biāncè,ㄅㄧㄢ ㄘㄜˋ,
辯稱,3922,辯白聲稱。[例]他辯稱這件案子不是他幹的。,"To claim or assert in defense, often used when denying wrongdoing.",為了澄清某件事情而進行辯解，通常是針對別人的指控或質疑，表達自己並沒有做某件事。,在面對公司的調查時，這位員工辯稱清白，聲稱他的行為完全符合公司的政策。 / 對於同事的指控，她辯稱自己並不知情，並且沒有參與任何相關的討論。 / 在這次記者會上，發言人辯稱無辜，指該產品的缺陷並非公司責任，指向供應商的問題。 / 在社交媒體上，這位名人辯稱自己並沒有發布那些爭議性言論，並要求粉絲們不必過度解讀。 / 當法官詢問他為何未能按時提交報告時，他辯稱是因為技術故障導致的延誤。 / 他辯稱自己的失誤是由於工作壓力過大，而非故意疏忽。,va-t,辯稱無辜 / 辯稱清白 / 辯稱精神喪失 / 辯稱受到指使 / 極力辯稱 / 辯稱過失,biànchēng,ㄅㄧㄢˋㄔㄥ,"失, 提交, 指向, 失誤, 供應商"
邊陲,3923,國家領土的邊緣地帶。[例]南沙群島地處邊陲，具有相當重要的軍事價值。,A border area or region at the edge of a country.,國家領土的邊緣地帶。,政府計畫加強邊陲地帶的基礎設施，以促進經濟發展。 / 那個邊陲小鎮在短短三十年間，搖身一變成為一座舉世聞名的現代化都市。 / 南沙群島地處邊陲，卻具有相當重要的軍事價值，對國家的安全策略至關重要。 / 加強邊陲地區監控，以防止非法越境活動，是當前的重要任務。 / 遠走他鄉，來到了這座邊陲城市，住在一個狹小而擁擠的公寓裡。 / 農業的發展在此片邊陲地區顯得尤為重要，因為這裡的土地資源相對豐富。,n,邊陲地帶 / 邊陲城市 / 地處邊陲 / 邊陲小鎮 / 邊陲之地 / 邊陲地區,biānchuí,ㄅㄧㄢ ㄔㄨㄟˊ,"遠走, 農, 境, 地處, 尤, 南沙群島"
鞭打,3924,用鞭子抽打。《北史．卷五．魏孝武帝本紀》：「日晏還宮，至後門，馬驚不前，鞭打入。」《三國演義》第二回：「攀下柳條，去督郵兩腿上著力鞭打。」也作「鞭韃」、「鞭撻」、「鞭撾」、「鞭笞」、「鞭楚」、「鞭捶」、「鞭箠」。,To whip or lash; to strike with a whip.,用鞭子抽打。,有人認為鞭打犯人只能帶來短期的威懾，長期來看反而會增強罪犯的反抗意識。 / 在一些動物訓練中，不論何種鞭打方式都可能會對動物造成嚴重的心理創傷。 / 他因為偷竊而遭到鞭打以示懲戒，這樣的處罰在某些國家還是被允許的。 / 鞭打後，受罰者常常會感到羞愧與愤怒，這樣的情緒不利於改善行為。 / 在歷史上，鞭打被視為一種有效的懲罰手段，但實際上卻引發了許多道德爭議。 / 鞭打動物的行為在當今社會受到譴責，許多組織積極倡導尊重生命的理念。,va-t,鞭打動物 / 鞭打罪犯 / 鞭打奴隸 / 被鞭打 / 遭到鞭打 / 鞭打的手法,biāndǎ,ㄅㄧㄢ ㄉㄚˇ,"愤, 短期, 懲戒, 怒, 期, 何, 懾, 威, 示"
變法,3925,改變原有的法令規章制度。[例]秦代商鞅變法，使國富兵強。,"To reform or change the existing laws, regulations, and institutional systems.",改變原有的法令、規章和制度，以使社會、經濟或政治更為適應時代需求。,政府推動變法以促進經濟發展。 / 變法的過程中，民眾的意見也被納入考量。 / 變法的結果雖然遠超預期，但卻引發了許多爭議。 / 變法需要得到民眾的支持，否則難以持續推進。 / 在歷史上，成功的變法往往歸功於堅定的政治意志以及務實的解決方案。 / 變法的影響遍及各個層面，從經濟到文化都發生了變革。,n,實行變法 / 一系列變法 / 變法的結果 / 推動變法 / 變法後 / 採取變法,biànfǎ,ㄅㄧㄢˋㄈㄚˇ,"法, 超"
