number,old_definition,word,translation,definition,example_sentences,part_of_speech,collocations
406,留傳後世。[例]永垂不朽、名垂青史,垂,To be passed down through generations; to be recorded or remembered in history.,留傳下來，不會消失。,這位大學教授的學術成就不僅豐富了知識領域，也永垂不朽，影響了無數後學。 / 在紀念館裡，展示著這位偉人一生的事跡，讓他的名字得以永垂不朽。 / 那位藝術家的作品感動了很多人，讓他的才華和精神永垂不朽。 / 無論時光如何變遷，這首經典的老歌將永垂不朽，流傳於世。 / 在每年的紀念活動中，大家都會講述那位英雄的故事，讓他的精神永垂不朽。 / 這位作家的小說雖然出版多年，但因其深刻的主題依舊影響著年輕一代，讓他的名字更加永垂不朽。  / 在校園裡，師長們經常提到那位傑出校友的成就，讓他的精神在學校中永垂不朽。  / 這部電影以其感人的情節和真摯的情感，讓導演的藝術才華得以永垂不朽。  / 隨著時間的推移，這些科學家的研究成果仍然在學術界發揮著重要作用，讓他們的名字永垂不朽。  / 每當人們唱起那首傳世之曲，都感受到作者的情感與心血，讓其音樂作品永垂不朽。  / 這位慈善家的無私奉獻，為社會帶來了深遠的影響，使他的事蹟更加永垂不朽。,vs-i,永垂不朽 / 名垂青史 / 垂訓後人 / 垂光於世 / 垂恩於眾 / 垂示教誨 / 垂青後輩 / 垂名於史 / 垂範後輩 / 垂影長存
406,即將、將要。[例]生命垂危、功敗垂成,垂,Imminent; about to happen or occur.,將要發生，處在接近某種狀態的時刻。,在戰爭的邊緣，和平的希望似乎垂危。 / 醫生告訴家屬，病人的生命已經垂危，請做好心理準備。 / 隨著天色漸晚，旅客們感受到安全問題越來越垂危。 / 這個項目即將完成，但預算問題讓團隊的努力看起來功敗垂成。 / 在面對重重困難時，企業的經營狀況也變得十分垂迫。 / 他的事業壯志曾經高昂，但隨著競爭的激烈，如今已經垂落。 / 環境保護的聲音越來越小，地球的未來似乎垂危，急需行動。 / 隨著科技的迅速發展，傳統行業的生存空間逐漸垂縮。 / 隨著老齡化問題的加劇，社會保障系統面臨著垂裂的挑戰。 / 這段感情經歷了太多波折，如今已經隱約垂淡。 / 當知識更新的速度加快，他的學習進度卻越發垂迫，令人憂心。 / 這筆投資的回報率不如預期，讓整個計畫變得功虧一簣，前景垂危。,vp-i,生命垂危 / 功敗垂成 / 時間垂迫 / 年齡垂暮 / 命運垂危 / 精力垂竭 / 安全垂危 / 學業垂危 / 關係垂裂 / 感情垂淡
407,用拳頭或棒棰敲打。[例]捶背、捶胸頓足、捶洗衣物　◎,捶,To pound or hit with a fist or a stick.,用拳頭或棒棰敲打。,每天下班後，他喜歡捶打一下僵硬的肩膀，放鬆肌肉。 / 孩子們在遊戲時打鬧，偶爾會捶到彼此，讓大人們擔心會受傷。 / 他跑完步後，常常會用力捶捶自己的大腿，幫助血液循環。 / 在健身房，一些人會捶胸頓足，以挑戰自我的極限。 / 老王每次疲勞之時，就會用力捶幾下桌子，發洩內心的壓力。 / 她在電影院裡緊張得捶捶自己的腿，希望能減輕對情節的焦慮感。 / 每次看到精彩的比賽，他都忍不住捶捶自己的膝蓋，為球員們加油打氣。 / 偶爾，她會在家裡捶捶沙發，試圖舒緩一天的疲憊。 / 他在爬完山後，經常捶捶自己的小腿，以減輕肌肉的酸痛感。 / 朋友聚會時，大家會開玩笑捶捶對方的背，享受輕鬆的氣氛。 / 每當心情沮喪時，她就會捶捶自己的胸口，試圖找到安慰和釋放的方式。,va-t,捶背 / 捶胸 / 捶打 / 捶腿 / 捶膝蓋 / 捶肩膀 / 捶臀部 / 捶胳膊 / 捶桌子 / 捶小腿
408,數學上指兩條直線、兩個平面或一直線與一平面以直角相交。[例]同一平面上的兩條直線垂直必有一個交點。,垂直,"Perpendicular; in mathematics, referring to the relationship between two lines, two planes, or a line and a plane that intersect at a right angle.",在數學中，兩條直線、兩個平面或一直線與平面以直角相交。,垂直的兩條線在交點處形成了直角。 / 教室的黑板和地面的角度是垂直的，方便學生看清楚內容。 / 在建築設計中，柱子必須垂直於地面，以保持結構的穩定。 / 當我們畫幾何圖形時，垂直線的標記非常重要。 / 垂直投影可以幫助我們了解物體在空間中的位置關係。 / 在數學課上，老師教我們如何找出兩條垂直線的交點。 / 繪製立體圖形時，確保邊緣之間的垂直關係有助於形成正確的形狀。 / 垂直的光線能夠清晰地照亮物體，使得細節更加明顯。 / 在物理實驗中，我們測量了從高處垂直落下的物體的速度。 / 確認電梯的運行方向是垂直的，以便安全快速地到達每一層樓。 / 在戶外，樹木通常直立成垂直的姿態，形成美麗的自然景觀。,vs-i,垂直線 / 垂直平面 / 垂直交點 / 垂直關係 / 垂直距離 / 垂直高度 / 幾何垂直 / 垂直運動 / 垂直排列 / 垂直投影
409,蟲類蠕動。[例]蠢動、蠢蠢欲動,蠢,To writhe or squirm; often used to describe the movement of insects.,指像蟲類一樣向某個方向緩慢而不斷地爬動。,這隻小蟲在葉子上蠢蠢欲動，好像想要找到食物。 / 當天氣變暖時，地下的蟲蠕動著，開始準備迎接春天。 / 我覺得身體裡有一股蠢蠢欲動的能量，想要出去運動。 / 在黑暗的角落裡，幾隻蠢動的昆蟲讓我感到不自在。 / 他在教室裡蠢蠢欲動，似乎對即將來臨的下課時間充滿期待。 / 他們的思想在蠢蠢欲動，急切地想要表達自己的觀點。 / 在夜晚的靜謐中，我感覺到心裡有一種蠢蠢欲動的思緒，想要開始創作。 / 當我看到那本新書時，心中蠢蠢欲動的好奇心驅使我立刻翻閱。 / 他的手指在桌上蠢蠢欲動，顯示出他對這場討論的興奮與焦慮。 / 隨著音樂響起，舞池中人們的身體蠢蠢欲動，沉浸在節奏之中。 / 小朋友在公園裡蠢蠢欲動，迫不及待地想要參加遊戲。,vp-i,蠢蠢欲動 / 蠢動的蟲子 / 蠢動的感覺 / 蠢動的生物 / 蠢動的神經 / 蠢動的動作 / 蠢動的身體 / 蠢動的靈魂 / 蠢動的意識 / 蠢動的情緒
409,愚笨。[例]愚蠢、蠢材,蠢,Foolish; stupid; lacking intelligence.,愚笨的意思。,他的計畫聽起來十分蠢，根本不可能實現。 / 她覺得自己當初的選擇實在蠢得要命，浪費了很多時間。 / 在那次聚會上，他竟然說出一些蠢話，讓大家都尷尬不已。 / 他不小心拍了蠢照片，結果被朋友們拿來取笑了好一陣子。 / 她總是做一些讓人無法理解的蠢事，讓朋友們感到無奈。 / 有時候，我們都會因為情緒而做出蠢得不得了的決定。 / 他覺得自己當初的錯誤實在蠢極了，導致了一系列不必要的麻煩。 / 在課堂上，他發表了一些蠢見解，讓老師不禁搖頭嘆息。 / 她常常因為小事而感到蠢得要命，卻又無法自拔。 / 大家都在期待精彩的比賽，他卻在關鍵時刻做出蠢誤判，讓全隊失望。 / 為了贏得比賽，他竟然提出了一個蠢主意，讓隊友們感到困惑。,vs-adj,蠢蛋 / 蠢事 / 蠢人 / 蠢話 / 非常蠢 / 蠢得要命 / 蠢得不得了 / 蠢極了 / 蠢行 / 蠢動
410,完全。[例]這次的不愉快，純粹是他的固執所造成的。,純粹,Complete; indicating that something is unadulterated or absolute.,完全不掺杂其他因素。,他這次幫忙純粹是出於好心，沒有其他意圖。 / 他喜歡這個地方純粹是因為這裡的風景美麗。 / 我對這份工作的投入純粹來自於對藝術的熱愛。 / 他們的友誼純粹不像其他人一般掺杂利益的考量。 / 我選擇這本書純粹是想了解更多關於歷史的知識。 / 她的微笑純粹是表達她此刻的快樂，沒有任何掩飾。 / 我們的討論純粹是為了探索這個議題的深度和廣度。 / 他對待這件事情的態度純粹是出於對真相的渴望。 / 她追求寫作的興趣純粹是希望能夠表達自己的想法。 / 我們今天的聚會純粹是想享受彼此的陪伴，沒有其他安排。 / 他對於自然的熱愛純粹是因為那裡讓他感到平靜和自在。,adv,純粹的心意 / 純粹的快樂 / 純粹的感情 / 純粹的幸福 / 純粹的友誼 / 純粹的熱情 / 純粹的思想 / 純粹的追求 / 純粹的娛樂 / 純粹的善良
411,心地純一清淨，沒有邪惡的念頭。[例]我們應該常保純潔的赤子之心。,純潔,Pure and innocent; free from evil thoughts or malice.,心地純一清淨，沒有邪惡的念頭。,她對世界的好奇心讓她保有一顆純潔的心，即使面對困難也不會改變。 / 這首歌描寫了孩童純潔的愛，讓人聽了心中感到溫暖。 / 在這個充滿誘惑的社會中，能保持純潔的理想是非常難能可貴的。 / 我們應該珍惜彼此之間純潔的友誼，不讓誤會破壞這份情感。 / 純潔的心靈能夠識別真善美，讓我們在繁雜中找到平靜。 / 他們之間的純潔友誼，讓人感受到真摯的情感和無私的支持。 / 在童話故事中，純潔的角色往往能戰勝邪惡，迎來美好的結局。 / 儘管生活中充滿挑戰，但他依然堅持追求純潔的夢想，不輕言放棄。 / 這幅畫展現了少女純潔的心境，使觀者感受到一種清新的氣息。 / 純潔的愛情不需要華麗的表現，平凡的陪伴才是最珍貴的承諾。 / 重拾那段純潔的回憶，讓我感受到曾經無憂無慮的快樂時光。,n,一顆純潔的心 / 純潔的赤子之心 / 心靈純潔 / 保持純潔 / 純潔的思想 / 純潔的愛 / 純潔的感情 / 純潔的靈魂 / 追求純潔 / 珍惜純潔
412,純粹、潔淨。[例]這山中的泉水十分純淨甜美。,純淨,Pure and clean; free from impurities or contaminants.,純粹而且潔淨。,這片森林裡的空氣十分純淨，讓人感到心旷神怡。 / 他喜歡在安靜的湖邊冥想，享受這裡的純淨美好。 / 為了保護環境，我們應該努力維持水源的純淨。 / 在繁忙的都市生活中，尋找純淨的自然景觀成為了許多人的夢想。 / 他的音樂風格清新純淨，讓聽眾忘卻煩惱，感受到平靜。 / 聽著那首純淨的鋼琴曲，她的心中充滿了感動與安慰。 / 這個小鎮的夜空格外純淨，星星閃爍得讓人心醉。 / 追求純淨的生活，讓他遠離了喧囂與繁忙。 / 他常常在野外遠足，欣賞大自然的純淨與壯麗。 / 這幅畫展現了自然的純淨，讓觀者感受到一種心靈的洗滌。 / 一滴純淨的水，能夠喚醒人對大自然的珍惜與感恩。,vs-adj,一滴純淨的水 / 純淨的空氣 / 純淨的水源 / 心靈純淨 / 大自然的純淨 / 追求純淨的生活 / 感受到純淨的美好 / 維持純淨的環境 / 內心的純淨 / 擁有純淨的心靈
413,純潔真摯。[例]憶起過往，大家最懷念還是學生時期的純真歲月。,純真,Pure and sincere; characterized by innocence and integrity.,心地純潔而真摯，通常指人性或情感。,當我回想起童年時光，心中充滿了對那份純真的懷念。 / 在那個沒有科技產品的年代，大家都享受著與朋友一起玩耍的純真樂趣。 / 對他來說，純真的友情比任何奢華的享受都要來得珍貴。 / 她常說，生活中即使充滿挑戰，也不應該失去對未來的純真期待。 / 他在畫作中努力表達出那種難以言喻的純真情感。 / 我們都希望能夠在忙碌的生活中，保留一份屬於自己的純真。 / 在這個快節奏的社會裡，許多人依然渴望重拾那份無憂無慮的純真。 / 隨著年齡的增長，我越發珍惜那些陪伴我度過純真歲月的朋友。 / 每當我看到孩子們的笑容，心中就會湧起對純真時光的深深眷戀。 / 這本書讓我重新體驗到那種純真無邪的愛情故事，讓人感動不已。 / 在歲月的流逝中，我始終相信，純真的心靈能夠抵抗世俗的誘惑。,n,童年的純真 / 懷念純真 / 單純的純真 / 保持純真 / 回憶的純真 / 深深懷念純真 / 美好的純真 / 心靈的純真 / 伴隨純真 / 總是渴望純真
414,圖章、印記。[例]郵戳、戳記,戳,"A stamp or mark, such as a postal cancellation or seal.",印在某物上的圖案或標記。,我昨天收到一封國際包裹，裡面有美國郵戳和中國郵戳。 / 郵局的工作人員幫我的信件蓋上了郵戳，以表示已經寄出。 / 她在旅遊時收集各國的郵戳，這成為她的興趣之一。 / 那本舊書的扉頁上有一個古老的圖書館戳，讓它看起來更加珍貴。 / 在郵件上看到對方的郵戳，我才知道這封信已經寄出兩週了。 / 我為我的明信片蓋上了可愛的小郵戳，讓它看起來更加特別。 / 當我收到那封信時，郵戳上顯示的日期讓我感到驚訝，原來它已經遲到了一個月。 / 他們在包裹上貼了特製的郵戳，以確保運送過程中的安全和有效性。 / 收集不同城市的郵戳成為了我的一個小目標，這讓我的旅行更加有趣。 / 每當我看到那些獨特的郵戳，就不禁想起寄信時的美好回憶。 / 我把那張舊明信片的郵戳放大，想要更詳細地欣賞它的設計和顏色。,n,郵戳 / 戳記 / 進口戳 / 銷售戳 / 官方戳 / 合格的戳 / 包裹上的戳 / 簽收的戳 / 國際郵戳 / 約會的戳
414,以長條形物體尖端觸刺。[例]戳破、戳個洞　◎,戳,To stab or pierce with a pointed object.,以長條形物體的尖端觸刺某物。,小朋友在派對上戳破了好幾個氣球，房間裡瞬間充滿了笑聲。 / 我不小心戳到手指，流了一點血。 / 他用一根尖銳的筆戳了紙，竟然留下一個小洞。 / 當我戳到膝蓋的時候，忍不住大喊了一聲。 / 如果你過於用力地戳壞了玩具，那就沒辦法再修好了。 / 她不小心在氫氣球上戳了一個洞，瞬間變得無比安靜。 / 我用針戳了布料，想要做一個新的刺繡圖案。 / 那隻貓咪好奇地戳了戳我的鞋子，似乎在尋找什麼有趣的東西。 / 在溪邊，我們用樹枝輕輕戳水，激起一圈圈的小波紋。 / 他試著用手指戳了戳那個堅硬的果實，卻沒能將它弄開。 / 她小心翼翼地戳開包裝，裡面居然藏著一個驚喜的禮物。,va-t,戳破[氣球] / 戳個[洞] / 戳破[紙] / 戳[手指] / 戳一下[膝蓋] / 戳出[印記] / 戳壞[玩具] / 輕輕地戳[人] / 戳到[耳朵] / 用針戳[布]
415,外號，本名之外另取的名號。[例]同學相處，不宜隨意給人取綽號。,綽號,"A nickname; an informal name given to someone, usually based on their characteristics or behavior.",外號是指在本名之外，另行取的名字。,在學校，許多人都給彼此取了綽號，讓同學之間的關係更親近。 / 有些綽號是根據人的外貌來取的，像是「大眼睛」或「矮子」。 / 雖然他的本名很好聽，但大家還是習慣叫他那個搞笑的綽號。 / 有時候，綽號的由來會讓你感到意外，尤其是當你知道背後的故事時。 / 不同的圈子裡，為同一個人取的綽號可能完全不同，這也顯示了友誼的多樣性。 / 綽號可以反映一個人的個性，比如那些特別活潑的人經常會有很有趣的綽號。 / 有名的綽號往往會隨著時間流逝而改變，反映出人們對這個人的不同看法。 / 給人取綽號的時候，最好考慮對方的感受，避免讓人感到不舒服。 / 老師們也有自己的綽號，這讓學生們覺得他們更接地氣。 / 綽號有時候會成為一種身份的象徵，讓人們在群體中更容易被認出。 / 不少運動員因為在比賽中表現突出，而獲得了令人難忘的綽號，這也成為他們的一部分。,n,一個綽號 / 綽號的由來 / 有名的綽號 / 常用的綽號 / 大家叫他綽號 / 給人取綽號 / 不喜歡這個綽號 / 自己的綽號 / 好玩的綽號 / 綽號的意義
416,陰性、母的。與「雄」相對。[例]雌雄、雌蕊、雌兔,雌,Feminine; relating to female or motherhood.,陰性、母的，與「雄」相對。,農場裡有一隻雌鴨正在帶領小鴨子們學習游泳。 / 在動物園裡，遊客們特別喜歡觀察雌獅與幼獅的互動。 / 科學家研究雌性動物的行為，以了解牠們在群體中的角色。 / 雌花是植物繁殖的重要部分，沒有雌花就無法結出果實。 / 在這片森林裡，雌鹿常常帶著小鹿在樹間遊玩。 / 這隻雌貓叫做小黑，牠非常喜歡在窗邊曬太陽。 / 飼養員發現這隻雌兔十分活潑，總是跳來跳去，吸引了大家的注意。 / 在海洋裡，雌海豚會用特殊的聲音與幼崽溝通，確保牠們的安全。 / 學校的科學課上，老師講解了雌性昆蟲如何進行繁殖和生活。 / 當秋天來臨時，雌鳥們開始尋找適合的地方築巢，以便孵化蛋。 / 最近，動物保護組織發現了一隻受傷的雌狐狸，牠正急須得到醫療救助。,n,雌性 / 雌鳥 / 雌兔 / 雌花 / 雌鹿 / 雌性荷爾蒙 / 雄雌 / 一隻雌雞 / 雌蝴蝶 / 雌貓
417,仁慈且富有愛心。多指長輩對晚輩的愛而言。[例]母親的慈愛溫暖著每個孩子的心房。,慈愛,"Compassionate and affectionate; showing kindness and love, especially from elders to younger individuals.",仁慈且富有愛心，通常指長輩對晚輩的愛。,母親的慈愛如同陽光，溫暖著孩子們的心。 / 在這個充滿挑戰的世界裡，親友的慈愛是最大的支持。 / 小狗依偎在老人的腿旁，彷彿感受到他慈愛的氣息。 / 從父母的眼中，我看見了無條件的慈愛和期待。 / 即使在嚴厲的教導中，老師的慈愛也讓學生感到安心。 / 慈愛的祖母每天為我們準備美味的餐點，讓家充滿溫馨。 / 每當我遇到困難，朋友的慈愛總能給我力量繼續前行。  / 隨著時間的推移，我愈發珍惜那段充滿慈愛的童年時光。  / 在醫院裡，護士的慈愛關懷讓病人感到不再孤獨。  / 即使與我分隔兩地，母親的慈愛仍然陪伴著我，讓我倍感力量。  / 孩子們在公園裡嬉戲，周圍的每一位長輩都流露出慈愛的微笑。,n,母親的慈愛 / 父母的慈愛 / 家庭的慈愛 / 慈愛的關懷 / 祖父母的慈愛 / 慈愛的笑容 / 曹護個的慈愛 / 充滿慈愛 / 感受慈愛 / 慈愛常在
418,佛教用語。慈指給予眾生安樂；悲指拔除眾生的痛苦。後轉為慈愛、悲憫的意思。[例]多數的宗教本著慈悲為懷的精神，教導世人互助互愛。,慈悲,"Buddhist term referring to compassion and mercy; '慈' (cí) means to provide happiness and comfort to all beings, while '悲' (bēi) signifies the alleviation of suffering.",佛教用語。慈是給予眾生安樂，悲是拔除眾生痛苦。這種精神後來轉為慈愛和悲憫。,許多宗教都提倡「慈悲為懷」的價值觀，鼓勵人們互相幫助。 / 他常常在街上看到流浪動物，心中生出慈悲之情，於是決定帶牠們回家照顧。 / 在醫院裡，護士們展現出非凡的慈悲，耐心地照顧每一位病人。 / 當他看到弱者受到不公正對待時，心中充滿了慈悲，決定站出來發聲。 / 他的作品充滿了慈悲與理解，讓人們感受到生命的價值與希望。 / 當我目睹那些困境中的人，我心中充滿了慈悲，立刻想要提供幫助。 / 很多志願者在災區工作，正是因為心懷慈悲，希望能減輕受災者的痛苦。 / 在閱讀那些描寫人性與慈悲的文學作品時，深深被其中的情感所打動。 / 這位老師以慈悲的心腸對待每一位學生，幫助他們克服學習上的困難。 / 社會上需要更多的人發揮慈悲，讓世界變得更加溫暖與和諧。 / 在日常生活中，我們應該時常提醒自己，懷抱慈悲的心來對待身邊的人。,n,慈悲為懷 / 慈悲心腸 / 充滿慈悲 / 以慈悲對待 / 體現慈悲 / 慈悲的力量 / 教導慈悲 / 實行慈悲 / 表現慈悲 / 發揮慈悲
419,比喻言語不中聽。[例]他的話雖刺耳，卻是誠意的直諫，最後仍被接受了。,刺耳,"Grating; harsh, unpleasant, or jarring to the ears, often used to describe loud or discordant sounds.",形容言語不中聽，讓人感到不舒服。,面對朋友的刺耳批評，她一開始很不高興，但後來明白是為了她好。 / 老師的話雖然刺耳，但他希望學生能夠反思自己的行為。 / 這首歌的高音部分聽起來刺耳，讓我想要跳過那段。 / 他在會議上提出的刺耳意見，讓在場的人都感到震驚。 / 雖然父母的提醒有些刺耳，但我知道他們是出於關心。 / 這個城市的交通噪音實在刺耳，讓我難以入睡。 / 聽到那則刺耳的新聞報導，我的心情一下子變得沉重起來。 / 虽然他的忠告聽起來刺耳，但我知道他是出於好意。 / 當她聽到那個刺耳的真相時，眼淚忍不住流了下來。 / 他的直言不諱讓有些同事感到刺耳，但大家也不得不佩服他的誠實。 / 這部電影中的某些對話實在刺耳，讓觀眾感到不適。,vs-adj,刺耳的話 / 刺耳的聲音 / 刺耳的批評 / 直言不諱刺耳的意見 / 聽起來刺耳 / 面對刺耳的事實 / 刺耳的真相 / 雖然刺耳但 / 感到刺耳 / 讓人刺耳
419,聲音尖銳或吵雜，使耳朵難受。[例]長期暴露在刺耳的噪音中，容易使人精神緊張。,刺耳,"A sharp, harsh, or grating sound that is unpleasant to the ear.",聲音尖銳或吵雜，讓耳朵感到難受。,從遠處傳來刺耳的刮擦聲，讓我忍不住皺起眉頭。 / 這首歌的某些高音部分實在刺耳，讓人聽得不太舒服。 / 我不小心開太大聲，客廳裡的音響發出刺耳的回音。 / 他的指責讓我感到刺耳，心裡不禁想反駁。 / 媽媽在廚房裡發出的刺耳鍋碗瓢盆碰撞聲，讓我無法集中精神學習。 / 隔壁傳來刺耳的音樂聲，讓我無法專心做作業。 / 在寧靜的夜晚，突然響起的刺耳警報聲令我驚醒。 / 他在會議上發表的刺耳批評讓同事們都感到緊張和尷尬。 / 那場電影裡的某些場景配樂刺耳得讓我覺得不適。 / 公園裡的小孩刺耳的尖叫聲打破了原本的寧靜。 / 刺耳的海浪聲在岸邊不斷回蕩，讓人感到一種莫名的焦慮。,vs-adj,刺耳的聲音 / 刺耳的噪音 / 刺耳的音樂 / 刺耳的尖叫 / 刺耳的批評 / 刺耳的回音 / 刺耳的聲響 / 刺耳的警報 / 刺耳的歌聲 / 刺耳的聲調
420,侍奉、服侍。[例]他出身富豪之家，從小養尊處優，事事有人伺候。,伺候,"To serve or attend to someone, often with the connotation of providing care or support.",侍奉和服侍他人，通常是為了滿足需求。,在這家五星級飯店裡，侍應生專心伺候每一位客人，以確保他們的用餐體驗無比舒適。 / 他們的廚師不僅技術高超，還專門訓練助手，學會如何細心伺候每個顧客。 / 她發現，伺候別人的同時，其實也讓自己感受到一種難以言喻的喜悅。 / 小時候，祖父常教我尊重和感恩那些伺候我們的人，因為他們的工作不容易。 / 最近，志工團體開始定期拜訪孤老，認真伺候他們的生活起居，希望帶去更多溫暖。 / 孩子們學習如何伺候長輩，這不僅是責任，還能增進家庭的親密感。 / 在這場婚禮上，新郎新娘的朋友們都熱情伺候賓客，讓每個人都感受到賓至如歸的氛圍。 / 當她出國旅行時，當地的向導細心伺候，介紹每一個景點的歷史與文化，讓她十分感動。 / 為了提升服務品質，酒店最近舉辦了專業培訓，教員工如何更有效率地伺候客人。 / 她常常笑著說，伺候別人其實也是一種快樂，能讓生活更加充實。 / 公司特別安排了專人來伺候來訪的重要客戶，以展示他們的專業與誠意。,va-t,伺候人 / 伺候主人 / 伺候客人 / 伺候父母 / 伺候長輩 / 認真伺候 / 熱情伺候 / 隨時伺候 / 伺候飲食 / 孝順伺候
421,以瓷土燒製成的器物。坯質具半透明性，不吸水，焙燒溫度較陶器高，成品質地堅硬細緻，叩之有金石聲。表面塗有玻璃質的釉，細膩富光澤。[例]瓷器是中國古代重要的特產，故中國有「瓷國」的稱呼。　△瓷、磁器,瓷器,"Fine china; A type of ceramic ware made from kaolin, characterized by its high firing temperature, translucence, low water absorption, and a glossy, smooth surface. It is known for its hardness and ability to produce a ringing sound when tapped.",以瓷土燒製成的器物，具半透明性，不吸水，焙燒溫度較陶器高，成品質地堅硬細緻，叩之有金石聲。表面塗有玻璃質的釉，細膩富光澤。,這家店專賣高品質的瓷器，每一件都非常精緻。 / 他的家裡收藏了許多古代的瓷器，每一件都有其獨特的故事。 / 在拍賣會上，一件清朝的瓷器以高價成交，讓所有人都感到驚訝。 / 我非常喜歡那幅描繪瓷器的油畫，畫中展現了瓷器的光澤與細緻。 / 耶誕節的時候，朋友送我一對精美的瓷器，讓我非常感動。 / 這件瓷器的表面釉色光滑，反射出柔和的光線，非常迷人。 / 他在旅行中買到了一套當地特色的瓷器，給他的家增添了許多色彩。 / 博物館裡展出了一件罕見的明代瓷器，吸引了許多藝術愛好者前來欣賞。 / 清洗瓷器時要小心，以免刮傷表面的光澤。 / 這件義大利瓷器以其獨特的設計和精緻的手工藝而聞名。 / 在家庭聚會上，大家都喜歡用這些精美的瓷器來盛放美食，讓餐桌更加豐盛。,n,一件瓷器 / 收藏瓷器 / 清洗瓷器 / 展示瓷器 / 購買瓷器 / 古代的瓷器 / 精美的瓷器 / 奢華的瓷器 / 代表性的瓷器 / 瓷器易碎
422,,辭去,To resign or leave a position voluntarily.,辭去是指主動放棄某個職位或工作，通常是由於個人意願或情況改變。,她因為家庭原因，決定辭去這份工作。 / 雖然辭去的決定讓他感到痛苦，但他知道這對自己是最好的選擇。 / 總經理突然辭去，讓整個公司感到震驚。 / 她向上級正式辭去後，開始探索自己的新職業方向。 / 他難過地辭去參賽資格，因為他的父母希望他專心學業。 / 由於健康狀況惡化，他不得不辭去多年來的職位。 / 在思考很久之後，張先生最終平靜地辭去自己的職位。 / 這位老師自願辭去教職，去海外進行志願服務。  / 辭去這份工作後，她開始追尋自己的藝術夢想。 / 雖然辭去的過程艱難，他仍然勇敢地面對未來的挑戰。 / 由於職業發展的需要，她決定辭去現有的工作，前往另一家公司任職。,vp-i,向上級辭去 / 正式辭去 / 突然辭去 / 自願辭去 / 工作辭去 / 因為辭去 / 難過地辭去 / 平靜地辭去 / 勇敢地辭去 / 必須辭去
423,第二天。[例]他們正在收拾行李，預備次日回國。,次日,The next day; the day after.,第二天。,他們訂了次日的機票，準備前往巴黎。 / 次日的會議安排了討論新專案的計劃。 / 她告訴朋友，次日他們將一起去爬山。 / 次日，天氣預報顯示會有小雨，因此他們決定改變計劃。 / 這本書的次日評價很高，讓作者感到驚喜。 / 他們正在收拾行李，預備次日回國。 / 次日的行程中，包括參觀博物館和品嚐當地美食。 / 他們計劃次日早上出發，以避開交通高峰期。 / 次日，他們在酒店享用了豐盛的早餐，然後出發探索城市。 / 次日的新聞報導了這次活動的成功，吸引了更多參與者。 / 由於次日的工作計劃繁忙，他們決定今晚提前休息。,n,明天的次日 / 次日的行程 / 次日的安排 / 次日的計劃 / 次日的工作 / 次日的會議 / 次日的活動 / 次日的交通 / 次日的新聞 / 次日的重要性
424,仁慈而好善。《北史．卷四四．崔光傳》：「光寬和慈善，不忤於物。」《初刻拍案驚奇》卷二○：「只為為人慈善，以致召禍，累了我兒。」,慈善,Kind and charitable; characterized by kindness and a desire to do good.,仁慈而好行善，心存善念，幫助他人。,她每年都會參加慈善活動，幫助那些需要幫助的人。 / 許多企業積極參與慈善事業，提升企業形象的同時，也回饋社會。 / 這位慈善家用自己的財富，改善了許多孩子的教育環境。 / 我們可以透過小額捐款，支持當地的慈善機構。 / 參加慈善晚會，不僅能享受美好的夜晚，還能為需要的人出一份力。 / 無論是在國內還是國外，慈善工作都是人們關心社會的一種表現。 / 他們的慈善活動不僅限於捐款，還包括志願服務，幫助弱勢群體。 / 每次聽到關於慈善的新聞，我都深受感動，想要更多地參與其中。 / 慈善機構的成立，讓更多人看到了愛心和希望的力量。 / 為了推廣慈善理念，學校定期舉辦相關的講座和活動。 / 這個社區的居民團結一致，共同為慈善籌款，展現了人們的關愛精神。,n,慈善機構 / 做慈善工作 / 參加慈善活動 / 慈善家 / 提供慈善捐款 / 舉辦慈善晚會 / 為慈善募款 / 向慈善機構捐款 / 慈善活動的目的 / 社會慈善責任
425,像針扎入皮肉般的疼痛。如：「迕逆的話讓父母聽來內心十分刺痛。」,刺痛,"A sharp pain, like being stabbed by a needle; often used metaphorically to describe emotional or psychological hurt.",像針扎入皮肉般的疼痛。,他對我說的那些冷漠話語，讓我感到心裡一陣刺痛。 / 我一直想要忘記過去的傷慘，但回憶還是一陣陣刺痛我的心。 / 在看到昔日好友的合照時，心中湧起一陣刺痛的感覺。 / 他拒絕我的請求，讓我心中感受到刺痛與失落。 / 學校的升學壓力讓我每天都經歷一種刺痛般的焦慮。 / 聽到她拆聲說她要搬走了，我心裡不禁一陣刺痛。 / 在回家的路上，想到曾經的快樂時光，心中再次感到一陣刺痛。 / 他的背叛讓我感到心裡深處的刺痛，難以釋懷。 / 當我讀到那篇描述失去的文章時，心中也不由自主地感受到刺痛。 / 單曲的旋律讓我回想起過去，那段記憶如同刺痛般侵入我的心。 / 刺痛的言語讓我意識到，這段關係或許無法繼續。,n,刺痛的感覺 / 心裡的刺痛 / 無法忍受的刺痛 / 刺痛的記憶 / 突然的刺痛 / 強烈的刺痛 / 感受到刺痛 / 心靈的刺痛 / 刺痛的言語 / 心中的刺痛
