word,number,old_definition,translation,definition,example_sentences,part_of_speech,collocations,pinyin,zhuyin,problematic_words
開口,5734,說話、發言。[例]你不開口表示意見，我怎麼知道你的想法了。,To speak or express oneself verbally.,說話或發言。,看到他微笑，我才鼓起勇氣開口詢問他的名字。 / 在會議上，大家都在等待他開口發言，因為他的意見非常重要。 / 如果你不開口表達自己的需求，別人就無法知道你想要什麼。 / 雖然他心中有很多想法，但面對陌生人時卻一直不敢開口。 / 當她看到朋友困惑的表情，立刻開口提議一起解決問題。 / 他覺得這個話題很有趣，於是鼓起勇氣開口討論自己的想法。,va-i/N,開口發言 / 開口詢問 / 開口拒絕 / 開口承認 / 開口答覆 / 開口討論,,,
開溜,5735,偷偷離開。[例]會議實在枯燥無聊，因此他趁著休息的空檔開溜了。,To sneak away or leave secretly.,偷偷離開或逃跑。,老師正在講課時，我看到窗外有趣的事情，忍不住想要開溜去看看。 / 朋友們都在討論旅行計劃，而我卻因為工作壓力大的理由，想要開溜和他們聊聊。 / 她發現派對的主題不合她的胃口，於是選擇偷偷開溜，免得浪費時間。 / 在咖啡廳裡，我感到無聊極了，便趁著朋友去洗手間的空檔，開溜去逛街了。 / 這次會議的內容實在太枯燥，讓我忍不住想要開溜，找個地方休息一下。 / 雖然朋友們都提議去唱歌，但我實在不想參加，於是趁著大家不注意時，想要開溜回家休息。,va-i,開溜的時候 / 偷偷開溜 / 不小心開溜 / 開溜的理由 / 空檔開溜 / 敢開溜,,,"氣, 無止境, 型, 拉入, 昨晚, 透透, 潛逃, 了"
開路,5736,開闢道路。比喻在前引導路徑。[例]若非前人披荊斬棘、篳路藍縷地開路，我們哪能欣賞到眼前的美景。,"To open and pave a road; metaphorically, to lead the way or clear a path.",開闢道路，則比喻在前引導他人走出一條新路。,為了實現夢想，我們必須勇敢地開路，克服所有障礙。 / 他們在新科技領域開路，改變了傳統產業的競爭格局。 / 無論是生活還是工作，開路的過程中總會遇到意想不到的困難。 / 若非前輩在這條路上開路，我們今天的成就無法想象。 / 在探險的旅程中，開路是通往未知世界的第一步。 / 社會的進步離不開那些願意開路的先驅者，他們改寫了歷史。,va-t/N,開路的過程 / 開路的重要性 / 清晰的開路 / 先驅開路 / 開路的意義 / 對開路的期待,,,邁向
開門見山,5737,比喻說話或寫文章直截了當，不拐彎抹角。[例]他的個性非常直率，說起話來開門見山，不留餘地，有時不免令人難堪。,"To speak or write in a straightforward and direct manner, without beating around the bush.",比喻說話或寫文章非常直截了當，不拐彎抹角。,開門見山的說法讓大家迅速理解了這個問題的核心。 / 開門見山的態度讓對話變得更加坦誠與直接。 / 她對問題的解釋非常清晰，完全是開門見山，一下子就抓住了要點。 / 這位作家的作品以開門見山著稱，讀者能夠迅速了解文章的主旨。 / 在與客戶溝通時，開門見山的方式讓雙方都能迅速達成共識。 / 開門見山的表達讓聽眾一開始就被吸引，隨即投入到演講中。,idiom,開門見山的說法 / 開門見山的表達 / 開門見山的態度 / 開門見山的風格 / 開門見山的言語 / 開門見山的內容,,,有助
楷模,5738,榜樣，可供學習效法的對象。[例]孝悌楷模、勞工楷模,A model or example to be emulated.,可以學習和效法的榜樣。,學校表彰那些努力學習的學生，鼓勵其他人以他們為楷模。 / 在公司裡，主管希望員工能以敬業楷模的態度提升工作效率。 / 職場上出色的表現不只是個人的成就，更能成為其他人的楷模。 / 這位科學家的創新研究成果讓許多年輕學者把他當作學習楷模。 / 在藝術界，有些藝術家的作品與精神激勵後輩，讓他們視之為創作的楷模。 / 優秀的義工不僅幫助他人，也展現出服務楷模的精神，激勵更多人參與。,n,優秀楷模 / 道德楷模 / 服務楷模 / 學習楷模 / 典範楷模 / 教育楷模,,,"鄭成功, 孝悌, 從中, 懈, 供, 林則徐"
開竅,5739,開啟智慧之門、開始懂得道理。多用於兒童。[例]現在的孩子開竅得早，得適時提供多元的學習管道。,To open the door to understanding or intelligence; to begin to comprehend or realize something.,開啟智慧之門，開始懂得道理，通常用於兒童。,在這次的科學實驗中，學生們終於開竅，懂得如何使用顯微鏡觀察細胞。 / 學習音樂的孩子如果能夠早點開竅，就能更快掌握樂器的技巧。 / 開竅的時候，孩子們會表現出強烈的好奇心，這是學習的最好時機。 / 經歷了多次失敗之後，他們在這個項目中最終開竅，找到了解決問題的有效方法。 / 在參加科學展覽時，許多學生都在實際操作中開竅，對科學產生了更深的興趣。 / 對於這個年齡段的孩子來說，開竅的重要性在於激發他們探索世界的熱情。,vp-i/N,開竅的 / 開竅的孩子 / 開竅的年齡 / 開竅的機會 / 開竅的重要性 / 開竅的過程,,,"材, 反饋, 解題"
慨然,5740,感嘆的樣子。[例]生活環境日益惡劣，我們不能只是慨然嘆息，而應力謀改善。,To express sorrow or lamentation; signifying a sense of grief or regret.,感嘆的樣子，通常表達對某種情況的惋惜或不滿。,在面對自然環境逐漸惡化的問題時，我們不能只是慨然嘆息，必須採取實際行動來改善。 / 在看到老朋友因生活壓力而變得憔悴不堪時，她慨然失望，心中充滿無奈。 / 每當讀到過去的美好回憶，這位老人就慨然長嘆，似乎對時光的流逝感到無法挽回的惆悵。 / 面對年輕一代對傳統文化漠不關心的態度，他慨然擔憂，認為文化的根基正在逐漸消失。 / 當看到城市中的污染問題日益嚴重時，他慨然感慨，呼籲大家重視環境保護。 / 在看到全球氣候變化的嚴峻挑戰時，科學家們慨然呼籲，必須攜手應對這一危機。,adv,慨然長嘆 / 慨然感慨 / 慨然失望 / 慨然讚嘆 / 慨然不已 / 慨然無奈,,,"噥, 抒, 哀, 咕, 自嘲, 懷, 漠不關, 叹"
慨然,5740,直爽不吝惜的樣子。[例]他很講義氣，對朋友的要求常常慨然應允。,Frank and open; generous and unreserved in response or commitment.,直接而坦白，對他人的要求或請求常常願意答應。,當村莊需要修建橋樑時，熱心的居民們慨然捐款支援。 / 他的朋友遇到困難時，他總是慨然伸出援手，完全不猶豫。 / 知道社區要舉辦文藝活動，藝術家們慨然提供作品展示，增加了活動的吸引力。 / 理解到家庭需要照顧，鄰居們慨然提供幫助，讓他們倍感溫暖。 / 面對突如其來的災難，許多人慨然捐物資，用行動表達他們的關懷與支持。 / 在支持教育的項目中，知名學者們慨然分享自己的研究成果，幫助年輕學子成長。,vs-adj,慨然應允 / 慨然接受 / 慨然支持 / 慨然捐款 / 慨然幫助 / 慨然分享,,,"吝惜, 应, 毫不, 响, 商, 爽, 助, 捐助, 倡議, 聽聞"
開通,5741,排除障礙物。比喻啟發、開導。[例]修路工人用炸藥炸碎巨石，開通了受阻的道路。,To clear obstacles and open up a pathway; to enlighten or guide someone.,排除障礙物，使事情順利進行。比喻啟發、開導。,我努力學習外語，以開通我的國際交流管道。 / 為了促進經濟發展，政府決定開通與鄰國的貿易往來。 / 我們的志願者團隊正在幫助貧困村莊，開通當地與城市的交通聯繫。 / 大學舉辦了多場講座，希望能開通學生的思維視野。 / 隨著科技的進步，公司正在努力開通新的數據分析工具，提升工作效率。 / 社區中心希望通過舉辦語言課程，幫助居民開通與外國朋友的溝通橋樑。,va-i,開通道路 / 開通視野 / 開通政策 / 開通服務 / 開通能力 / 開通方式,,,"渠道, 公交"
開脫,5742,設法解脫罪名。[例]你已罪證確鑿，誰也無法替你開脫罪名。,To attempt to extricate oneself from blame or responsibility.,設法讓某人解脫罪名，令其不被追究。,他試圖舉出各種理由來開脫自己的責任。 / 在面對指控時，他不斷尋找機會來為自己開脫。 / 老闆不滿這個員工的表現，希望他能誠實面對，而不是想辦法開脫。 / 在法庭上，他的律師試圖以各種理由來開脫他可能面臨的刑罰。 / 面對家長的批評，這名學生表現得很沮喪，卻仍然想要開脫自己的錯誤行為。 / 他一再強調外部因素，試圖開脫自己在項目失敗中的責任。,va-t,開脫罪名 / 設法開脫 / 開脫責任 / 開脫嫌疑 / 開脫懷疑 / 開脫後果,,,"失誤, 頻, 論"
開宗明義,5743,比喻說話或寫文章一開始就揭示主旨綱要。語出《孝經．開宗明義章》。[例]這本書的序言，開宗明義就指出闡揚倫理道德的精神為全書主旨。,To state the main point clearly at the beginning; a metaphor for indicating the primary purpose or argument in a discussion or text.,比喻說話或寫文章一開始就揭示主旨和綱要。,這本小說在開頭就開宗明義，清楚交代了故事的主題。 / 這位教授在課堂上開宗明義，告訴學生這門課的學習重點和目標。 / 在這篇文章中，作者開宗明義地討論了科技對人類生活的影響。 / 書中開宗明義地指出，尋求真理是人類永恆的追求。 / 在會議上，主持人開宗明義地說明了討論的主要議題和預期成果。 / 這部電影在開場時便開宗明義，展現了角色之間複雜的關係和情感。,idiom,開宗明義的目的 / 開宗明義的內容 / 開宗明義的論點 / 書中開宗明義 / 開宗明義的精神 / 開宗明義的意義,,,"參賽, 計畫書, 引言, 綱要"
砍伐,5744,用刀斧劈砍樹木。[例]適度砍伐林木，才不會造成森林迅速消失，危及地球生態環境。,To fell or chop down trees using an axe or a knife.,用刀斧劈砍樹木。,許多環保團體呼籲停止砍伐原始森林，以保護珍貴的生態系統。 / 砍伐樹木時，工人們必須遵循安全規範，避免意外事故發生。 / 在進行砍伐作業之前，必須先進行環境影響評估，以減少對生態的傷害。 / 森林砍伐政策的調整，可以有效減緩氣候變遷的速度。 / 當地居民對於非法砍伐行為表示憤怒，因為這影響了他們的生計。 / 政府正在推行新法規，以限制過度砍伐並促進可持續發展。,va-t,大量砍伐 / 合理砍伐 / 砍伐森林 / 禁止砍伐 / 砍伐樹木 / 砍伐作業,,,"植樹, 動植, 有助"
看管,5745,管理照顧。[例]我去打個電話，煩請你幫我看管一下行李。,To supervise and take care of something.,管理和照顧某物或某人，確保其安全。,公園裡的老人需要有人看管，確保他們的安全。 / 在暑假期間，父母會請鄰居幫忙看管孩子。 / 體育館裡的設備需要專人負責看管，避免損壞。 / 每位志工都負責看管一名孩童，確保活動順利進行。 / 當我回家之前，請檢查一下並看管好我的行李。 / 費用雖然不高，但請你負責看管這些免費出租的單車。,va-t,看管小孩 / 看管行李 / 負責看管 / 看管安全 / 認真看管 / 看管設備,,,"物, 展, 泳客"
侃侃而談,5746,說話從容不迫的樣子。[例]一說到他感興趣的話題，他就會侃侃而談，一副樂在其中的樣子。,"To speak in a confident, relaxed, and unhurried manner.",說話從容不迫的樣子。,教授侃侃而談，吸引了所有學生的注意力，讓他們對這門課程充滿了興趣。 / 在面試中，他自信地侃侃而談，讓面試官對他的印象大為提升。 / 侃侃而談的討論讓會議變得生動有趣，大家都積極參與其中。 / 當媒體記者詢問他的看法時，他完全不緊張，侃侃而談地表達了自己的觀點。 / 學生們在俱樂部會議上侃侃而談，分享各自的讀書心得，激發了更深的討論。 / 侃侃而談的人常常能讓聽眾感受到話題的魅力，進而激發他們的興趣。,idiom,侃侃而談的人 / 侃侃而談的樣子 / 侃侃而談的內容 / 侃侃而談的態度 / 侃侃而談的方式 / 侃侃而談的經驗,,,"毫不, 研討, 飯桌"
坎坷,5747,比喻人潦倒不得志。[例]他雖然命運坎坷，但仍以無比的信心與毅力，戰勝所有的逆境。,Adverse and filled with obstacles; metaphorically refers to a person's life being fraught with misfortunes and setbacks.,比喻一個人經歷很多困難和挫折，沒有得到良好的成就。,在這段艱難的日子裡，他感受到自己過去的坎坷歷程。 / 坎坷的旅程讓她更加堅強，也讓她更加懂得如何面對困難。 / 面對坎坷的生活，他選擇以積極的心態來應對每一天。 / 在朋友的支持下，她終於走出了那段坎坷的過去。 / 經歷了無數的坎坷，她終於實現了自己的夢想。 / 他的坎坷經歷讓他在困難面前更加冷靜和理智。,idiom,坎坷的人生 / 坎坷的命運 / 經歷坎坷 / 遭遇坎坷 / 面對坎坷 / 坎坷的旅程,,,從中
看準,5748,預測正確。[例]我早看準他氣度恢宏，將來必然不凡，如今果然成就了一番大事。,To predict or assess correctly; to have foresight in recognizing someone's potential or future success.,預測正確，對事物的發展有清楚的判斷。,他看準對手的弱點，迅速制定了相應的競爭策略。 / 她看準市場需求的變化，調整了產品設計，讓公司業績大幅上升。 / 朋友告訴我，他早就看準這份工作的挑戰性，才決定投身此行業。 / 他看準了這個行業的發展趨勢，於是決定轉型，進軍人工智慧領域。 / 我早就看準了這個投資機會，因為我相信它將在未來帶來可觀的收益。 / 他在考慮收購時，看準了對方公司的技術優勢，這將為他的業務帶來重要加分。,va-t,看準機會 / 看準市場 / 看準時機 / 看準趨勢 / 看準結果 / 看準需求,,,"加劇, 創, 俗"
炕,5749,北方各地用磚或泥坯在屋裡砌成的長方形臥榻。下有孔道，與煙囪相通，可生火取暖。[例]睡炕,"A heated brick or mud platform bed in northern China, typically found in a rectangular shape, with flue channels underneath that connect to a chimney, allowing for fire heating.",在北方各地，用磚或泥土在屋裡做成的長方形處。下面有小道，與煙囪相通，可以生火，讓屋內溫暖。,在冬天，家裡的炕是最受歡迎的地方，可以讓人感到溫暖舒適。 / 特別是晚上，炕上鋪了一層厚厚的被子，讓人一躺下就不想起來。 / 炕裡生火後，整個房間都充滿了溫暖的氣息，讓人感到安心。 / 她喜歡在炕上看書，特別是寒冷的夜晚，讓心情更加愉悅。 / 雖然外面天氣冷，但在炕上卻彷彿進入了另一個溫暖的世界。 / 每當家裡來客人，大家都會一起坐在炕上，享受美味的食物和熱茶。,n,炕上 / 暖炕 / 炕邊 / 打炕 / 鋪炕 / 炕火,,,"砌, 隱秘, 暖, 睡炕, 坯, 午後, 打鬧, 榻, 泥, 圍坐, 蕩, 寒風, 嬉笑, 舊書, 孔道"
亢奮,5750,極度興奮。[例]他榮獲一百公尺短跑冠軍，整個下午都顯得亢奮不已。,Extremely excited or agitated.,極度興奮的狀態。,孩子們在公園玩了一整天，個個都亢奮得手舞足蹈。 / 他的生日派對非常成功，朋友們都亢奮不已，根本不想離開。 / 某場比賽的最後一分鐘，觀眾都亢奮地站起來，為隊伍加油。 / 這部新電影上映，影迷們排隊等候，現場氣氛亢奮熱烈。 / 當他們看到偶像現身時，粉絲們亢奮得尖叫，瞬間震撼了整個場館。 / 隊伍贏得了冠軍，球迷們亢奮得幾乎不敢相信這個結果，狂歡了一整夜。,vs-i,亢奮不已 / 亢奮的心情 / 感到亢奮 / 亢奮的狀態 / 亢奮的情緒 / 亢奮的氣氛 / 亢奮得手舞足蹈 / 亢奮的表現,,,"遊樂園, 競, 館, 呐, 聖誕, 出來, 年終, 獲獎, 助威"
抗衡,5751,對抗。指彼此勢力相敵，不相上下。[例]拿破崙在十九世紀初席捲了大半的歐洲，所到之處，幾乎無人可與之抗衡。,To contend against; to resist or counterbalance.,對抗。指彼此勢力相當，不分上下。,隨著新興企業的崛起，傳統產業不得不尋找新的方法以抗衡激烈的市場競爭。 / 在科技迅速發展的今天，各大科技公司之間的抗衡越來越顯著，影響著未來的市場格局。 / 環保組織積極行動，以抗衡企業對自然資源的過度開發。 / 在科技迅速發展的今天，各大科技公司之間的抗衡越來越顯著，影響著未來的市場格局。 / 兩國之間的經濟抗衡，不僅影響了雙邊貿易，也改變了全球經濟的格局。 / 在國際關係中，強權國家之間的競爭抗衡的力量常常決定了全球政治的走向。,va-t,競爭的抗衡 / 雙方抗衡 / 抗衡的力量 / 社會抗衡 / 能力抗衡 / 市場抗衡,,,"賽事, 敵, 相"
抗生素,5752,由微生物所產生的化學物質。其稀釋液能抑制或殺死病菌，可用於治療由細菌等微生物感染的病症，常用的有青黴素、金黴素等。[例]非經醫師指示，不可任意服用抗生素。　△抗菌素,A type of antibiotic; a chemical substance produced by microorganisms that can inhibit or kill bacteria. Common antibiotics include penicillin and streptomycin.,由微生物產生的化學物質，其做出的液體能抑制或殺死病菌，通常用於治療由細菌等微生物感染的病症。,他最近因為喉嚨痛而去看醫生，醫生給了他一些抗生素以治療感染。 / 抗生素不適合用來治療病毒感染，所以我們不能隨便使用。 / 小孩子因為抵抗力較弱，使用抗生素時需要特別謹慎，以防副作用。 / 醫院的醫生會根據病人的症狀，開具適合的抗生素處方，以便有效控制感染。 / 很多人在感冒時仍然要求醫生開抗生素，但其實這種做法並不科學。 / 藉著宣導抗生素正確使用，公共衛生部門希望減少因濫用抗生素而造成的健康問題。,n,抗生素治療 / 抗生素過量 / 抗生素的使用 / 抗生素藥物 / 濫用抗生素 / 抗生素副作用,,,"殺死, 病菌, 液, 性, 藉著, 腸道, 耐藥菌, 控, 稀釋, 藥效, 服, 菌"
靠不住,5753,不可靠、不可信。[例]他只是口頭上說說，靠不住的。,Unreliable; not trustworthy.,不可靠、不可信。,那個人總是說一些靠不住的話，沒有人再相信他了。 / 如果你依賴靠不住的朋友，最終只會讓自己失望。 / 根據他的經驗，這份報告裡的數據靠不住，可能需要重新檢查。 / 當我發現他的承諾靠不住時，我決定不再依賴他。 / 他在工作上靠不住，常常拖延進度，讓同事們十分頭痛。 / 對於那些靠不住的消息，媒體應該更加謹慎，以免誤導公眾。,vs-i,靠不住的人 / 靠不住的話 / 靠不住的承諾 / 靠不住的朋友 / 靠不住的消息 / 靠不住的消息,,,
拷打,5754,古時以刑求毒打逼供，迫使嫌犯認罪的審問方式。[例]民主時代講求人權，審訊問案不容許對嫌犯嚴刑拷打。,To torture or beat in order to extract a confession.,古時候用刑罰和暴力逼迫嫌犯承認犯罪的審問方式。,最近有報導顯示，某國的警方在調查過程中嚴刑拷打嫌犯，以逼迫其認罪。 / 過去，拷打常被用作調查犯罪的手段，但隨著社會進步，這種做法已經被淘汰。 / 嚴刑拷打違反人權，國際社會對此表達了強烈譴責。 / 雖然許多國家已經立法禁止拷打，但在實際執行中仍存在漏洞。 / 拷打可能會在短時間內獲得信息，但其真實性和可靠性常常令人質疑。 / 各大媒體陸續報導了拷打事件，促使政府對此展開深入調查。,vp-t,嚴刑拷打 / 拷打手段 / 拷打過程 / 反對拷打 / 拷打事件 / 拷打受害者,,,"轉向, 無效, 警, 供詞, 古時, 誤判, 認罪, 作, 證, 近日, 拷, 供"
考古,5755,將古代遺留下來的古蹟、器物或文字資料等詳加考察，以推究古代人類事蹟與文化。[例]林教授打算帶領學生到臺東的卑南遺址考古。,"To engage in the study and examination of archaeological sites, artifacts, or texts from ancient times.",觀察和研究古代遺留下來的古蹟、器物或文字資料，目的為推斷古代人類的事蹟與文化。,最近的考古發掘工作讓學者們重新認識到這個古代城市的規模之大。 / 在這次考古研究中，發現了許多古代陶器，為我們了解當時的日常生活提供了重要的證據。 / 藉由考古文物的分析，研究人員發現了文化交流在古代社會中的重要性。 / 學者們透過考古證據，重新編寫了我們對這段歷史的認知。 / 這片考古遺址的發現，為我們提供了了解古文明興衰的重要線索。 / 考古學家在進行現場發掘時，意外發現了一些珍貴的金飾品。,n,考古遺址 / 考古研究 / 考古發掘 / 考古文物 / 考古證據 / 考古學家,,,"墓葬, 推究, 金飾, 古, 旨, 早期"
考核,5756,考查審核。[例]本產品經衛生單位考核獲評為優良食品，消費者可安心食用。,To assess and evaluate; to conduct an examination or review.,對某個對象進行考查和審核，通常是為了評估其能力、品質或表現。,為了確保教師的教學質量，學校定期對教師進行考核，並根據考核結果提供相應的專業發展支持。 / 為了提高學生的學習動機，老師設計了一個創新的考核系統，讓學生能在實際操作中展示他們的能力。 / 公司的人力資源部門在考核實習生時，特別重視他們的團隊合作能力和解決問題的技巧。 / 學校舉辦的藝術考核不僅考察學生的技術水平，還鼓勵他們展現個人創意和風格。 / 社區中心每年都會對志願者的服務進行考核，以表彰優秀的志願者並促進更多人參與公益活動。 / 大學的考核制度越來越重視學生的實踐經驗，希望通過考核促進理論與實際的結合。,va-t,考核標準 / 考核方式 / 考核結果 / 考核對象 / 考核報告 / 考核制度,,,"營銷, 質量, 科研, 力, 調薪, 期"
靠攏,5757,靠近、聚攏。[例]做完體操後，兩旁的隊伍向中央靠攏，方便教練講解比賽規則。,To move closer together or gather around.,靠近或聚集在一起。,當籃球比賽快要結束時，觀眾們的注意力都靠攏到場上的那個關鍵進球。 / 在冬天的晚上，朋友們會坐在火爐旁，互相靠攏取暖，享受愉快的時光。 / 在學校的圖書館，學生們逐漸靠攏，方便一起討論課堂上的難題。 / 畫展上的參觀者，隨著精彩作品的出現，陸續靠攏在一起欣賞藝術的美。 / 在寒冷的早晨，路上的行人因為天氣而不自覺地靠攏，加快了步伐回家。 / 聽到指示後，隊伍靠攏到一起，以便更清楚地聆聽接下來的安排。,vp-i,逐漸靠攏 / 向前靠攏 / 一起靠攏 / 隊伍靠攏 / 自然靠攏 / 漸漸靠攏,,,"交朋友, 畫展, 感, 加快, 響起"
靠山,5758,接近山邊。可依恃的人或勢力。[例]雖然有擔任董事長的父親當靠山，但是他仍堅持從基層的員工做起。,A mountain; 近山的地方。,接近山邊的地方。比喻可以依賴的人或勢力。,他在公司內部的關係非常好，幾乎所有人都知道他的背後有強大的靠山，因此經常獲得特別的待遇。 / 在這個行業裡，有靠山的人往往能夠更快地升遷，即使實力平平也沒有人會刁難。 / 無論小白在生活中遇到什麼困難，她的母親總是像一座靠山，給予她無微不至的關懷和支持。 / 他選擇進入這家公司，部分原因是因為有朋友的靠山，讓他在面試時輕鬆許多。 / 這位運動員之所以能夠獲得如此高的榮譽，除了本人的努力外，背後更有強大的贊助商和靠山在支持。 / 雖然他的學業成績不算突出，但因為有學校的靠山，他仍然能夠申請到理想的大學。,n,靠山的支持 / 有靠山 / 靠山的力量 / 靠山的幫助 / 靠山的關係 / 找靠山,,,"益, 商, 求職, 乎, 政治圈, 議程"
犒賞,5759,慰勞賞賜。[例]每逢中秋佳節，公司行號通常會發放禮金或致送月餅以犒賞員工。,To reward or provide incentives as a form of appreciation or compensation.,慰勞並給予某種獎勵，通常用來鼓勵或感謝辛苦工作的人。,在節日的時候，老闆會準備豐盛的午餐來犒賞團隊。 / 每年，公司會舉辦一次戶外活動，藉此犒賞辛苦一年的員工。 / 對於完成任務的同事，經理特別準備了一份小禮物來犒賞他們的付出。 / 在父親節，家人會為爸爸準備一頓豐盛的晚餐，以表達對他的犒賞和感謝。 / 學校每學期末，都會舉辦一次獎勵活動，以犒賞在學習上表現優秀的學生。 / 為了感謝志工們的辛勤付出，社區決定舉辦一場感謝晚會來特別犒賞他們。,va-t,犒賞員工 / 特別犒賞 / 犒賞活動 / 家庭犒賞 / 給予犒賞 / 獎勵與犒賞,,,"年終, 遊樂園, 金"
克敵,5760,戰勝敵人。[例]作戰之前需要萬全的計畫及準備，方能克敵致勝。,To defeat or overcome an enemy.,戰勝敵人，通常需要策略和準備。,克敵的關鍵在於分析對手的弱點，並找出有效的應對方法。 / 通過團隊合作，我們能更有效地克敵，贏得這場競賽。 / 在困難的環境中，克敵的精神激勵著每一位成員不斷前行。 / 通過不斷學習和訓練，運動員能夠掌握克敵的技巧，提升比賽表現。 / 克敵的道理不僅適用於競賽，也能幫助我們在日常生活中克服困難。 / 每當遇到挑戰，我們都應該尋找克敵策略，以增強自信心和勇氣。,va-t,克敵策略 / 克敵之道 / 克敵力量 / 克敵秘訣 / 克敵技巧 / 克敵心態,,,"策, 良策, 敗, 良策克敵, 術"
刻骨銘心,5761,形容深記在心，永難忘懷。[例]這位老師誨人不倦、有教無類的教學熱誠，讓曾受教於他的學生們刻骨銘心。,To be deeply impressed and unable to forget; to remember something with great intensity.,形容深深記在心中，永遠難以忘懷。,這段刻骨銘心的經歷，讓我學會了珍惜身邊的人。 / 他在戰場上所經歷的痛苦，永遠刻骨銘心，深深影響了他的生活。 / 這首歌裡的故事和情感，讓聽過的人都刻骨銘心，回味無窮。 / 那個刻骨銘心的瞬間，讓我明白了什麼是真正的勇氣。 / 他們之間的刻骨銘心的愛情，讓身邊的人都感受到其深情和堅韌。 / 每一次與家人團聚的時刻，都讓我刻骨銘心，珍惜那份難得的親情。,idiom,刻骨銘心的回憶 / 刻骨銘心的教訓 / 刻骨銘心的愛情 / 刻骨銘心的經歷 / 刻骨銘心的瞬間 / 刻骨銘心的承諾,,,懈
窠臼,5762,指舊式建築門下承受轉軸的臼形小坑。比喻陳舊、一成不變的規格模式。[例]凡事要跳脫出傳統的窠臼，不拘泥於固有形式，才會有所進步。,A small mortise or hollow pit under the door of an old-style building that serves as a pivot for the door. Metaphorically refers to an outdated and unchanging model or pattern.,指舊式建築門下承受轉軸的臼形小坑。比喻陳舊、一成不變的規格模式。,科技的快速發展迫使企業改變以往的窠臼，才能在市場中保持競爭力。 / 當設計師開始超越窠臼的思維，他們的作品變得更加引人注目。 / 在這次會議上，專家們討論了如何打破窠臼，以促進更有效的合作。 / 教育改革的推進要求教師們跳脫窠臼，探索更具互動性的教學方法。 / 他們的研究成果挑戰了長久以來的窠臼，為該領域帶來了嶄新的視角。 / 在藝術創作中，急需探索脫離窠臼的表現手法，才能真正展現個人風格。,n,跳脫窠臼 / 打破窠臼 / 脫離窠臼 / 掙脫窠臼 / 窠臼的思維 / 窠臼的規範,,,"落入, 轉軸, 臼形"
科舉,5763,隋唐到清代用以考選官吏的制度，因分為許多科目來拔舉人才，故稱為「科舉」。隋廢九品中正制，改置進士等科；唐時科目增至五十餘。後宋用帖括，明清用八股試士，仍沿用科舉的稱呼。至清光緒三十一年（西元1905）始明令廢止。[例]舊時科舉是平民晉升宦途的唯一途徑。,"A system of imperial examination for selecting officials in China, established during the Sui and Tang dynasties and used until the end of the Qing dynasty, characterized by multiple subjects and topics; It served as a means for commoners to ascend to official positions.",隋唐至清代用來考選官吏的制度，因分為多個科目來選拔人才，故稱此制度。隋朝廢除九品中正制，改設進士等科。唐朝時科目增至五十餘；宋朝用帖括，明清時期則使用八股文。此制度在清光緒三十一年（西元1905年）開始明令廢止。,在古代，參加科舉的考生需要準備大量的經典文學與政治哲學著作。 / 科舉制度選拔出一批優秀的官吏，對當時的政治穩定與經濟發展貢獻良多。 / 科舉文化深深影響了中國的教育體系，讓人們更加重視文學與知識的傳承。 / 儘管科舉制度已經廢止，許多文人仍然懷念那段以學識為重的榮耀時光。 / 隨著科舉制度的改革，更多女性開始有機會接受教育，以追求更高的社會地位。 / 科舉考試的難度與考生的準備息息相關，往往決定了他們一生的命運。,n,科舉考試 / 科舉制度 / 科舉考生 / 科舉人才 / 科舉文化 / 科舉歷史,,,"良多, 唐, 日以繼夜, 增至, 隋, 設, 古文, 清代, 明, 緊握, 辭, 考題, 光緒, 分為, 帖括, 制, 1905"
苛刻,5764,嚴厲刻薄。[例]上司若待人苛刻，將無法使下屬心悅誠服。,Severe and harsh; unreasonably demanding.,對人要求非常嚴厲而且刻薄。,公司對於新聘員工的考核標準苛刻，讓許多人壓力倍增，面對極具挑戰性的任務。 / 在這個競爭激烈的職場環境中，經理對團隊的要求苛刻得幾乎讓人喘不過氣來，常常因為一點小錯誤就會受到責罵。 / 在這所名牌大學裡，學校對論文的審核過程相當苛刻，讓學生們不得不花費大量時間來修改。 / 在這場比賽中，裁判的苛刻判決讓不少選手感到緊張，影響了他們的表現。 / 學校的考試制度苛刻，導致很多學生在每次考試前都感到焦慮不安。 / 這位藝術家的作品經常受到苛刻的評價，但她堅持自己的風格，不輕易妥協。,vs-t,苛刻的標準 / 苛刻的要求 / 苛刻的上司 / 苛刻的環境 / 苛刻的評價 / 過於苛刻,,,"氣, 晉, 設, 些, 精打細算, 知, 無所適, 新聘"
