number,old_definition,word,translation,definition,example_sentences,part_of_speech,collocations
188,不超出某種範圍之外。[例]這篇文章所講的道理，不外仁、義二字。,不外乎/不外,Not exceeding or going beyond; limited to a certain range or category.,所說的內容或事物，沒有超出某種範圍。,他的成功不外乎勤奮和努力的結果。 / 這本書的主題不外乎愛與友情。 / 我們的對話不外乎一些日常生活的瑣事。 / 這部電影的情節不外乎是圍繞著家庭和事業的衝突。 / 這道菜的味道不外乎鹹、甜、酸幾種基本口味。 / 她的煩惱不外乎對未來的焦慮。 / 這次旅行的目的不外乎放鬆心情和增進彼此的感情。 / 他的理想不外乎追求自由和探索未知的世界。 / 當前的挑戰不外乎技術和資源上的限制。 / 他們的爭論不外乎觀點的差異和誤解。 / 這首歌的內容不外乎表達對青春的懷念和對愛情的期待。,idiom,工作與生活 / 學習與成長 / 幸福與快樂 / 金錢與時間 / 家庭和事業 / 理想的生活 / 追求成功 / 情感的交流 / 運動與飲食 / 時間與精力
188,指不超出某種範圍之外。[例]保持身體健康的方法，不外乎注重營養和運動。,不外乎/不外,Not exceeding; 指不超出某種範圍之外。,指的是某事物或情況不超出特定的範圍，通常表示有限的選擇或類型。,努力學習的目的，不外乎是為了獲得更好的知識和技能。 / 在朋友之間，分享與交流的樂趣，不外乎是增進彼此的感情與信任。 / 怎麼保持心理健康的方法，不外乎是適度放鬆與尋求支持。 / 參加這一次考試口試的原因不外乎是為了提高自己的英語口語能力。 / 辦活動的準備工作，不外乎是制定計畫，分配任務與確保物資到位。 / 家庭聚會的主要目的，不外乎是促進親情與分享生活的點滴。 / 健康飲食的方法，不外乎是多吃蔬果和減少油炸食物的攝取。 / 招募新成員的標準，不外乎是考慮他們的技能、經驗和團隊合作能力。  / 職場成功的關鍵，不外乎是努力工作、積極學習和良好的人際關係。  / 旅行的收穫不外乎是拓展視野和體驗不同的文化。  / 學習一門新語言的方法，不外乎是多聽、多說和持續練習。,phrase,努力 / 學習 / 經驗 / 知識 / 健康 / 合作 / 交流 / 勇氣 / 支持 / 選擇
189,不顧、不計。[例]為了實現理想，他不惜犧牲一切享受。,不惜,To not hesitate or spare; to be determined to achieve something regardless of the cost.,不顧一切，不計較代價。,為了拯救瀕臨絕種的動物，她不惜花費自己的積蓄。 / 他們不惜一切代價，想要保護家鄉珍貴的自然環境。 / 當得知朋友遇到困難時，他不惜放下自己的工作，全力幫助對方。 / 為了追求自己的理想，這位年輕畫家不惜冒著失去安全感的風險。 / 她對學術研究的熱愛，不惜熬夜工作，只為了能夠發表一篇好文章。 / 為了體驗不同的文化，他們不惜花費大量的時間和金錢去旅行。 / 為了讓孩子接受更好的教育，這對父母不惜搬到遠處的城市。 / 面對突發的危機，公司不惜投入所有的資源來拯救局面。 / 他對音樂的熱情，讓他不惜每天練習數小時，追求完美的演出。 / 在爭取社會公平的運動中，他不惜冒著可能被捕的危險，依然堅持發聲。 / 為了實現環保的目標，他們不惜承擔商業損失，以推廣可持續的生活方式。,va-i,不惜一切 / 不惜代價 / 不惜時間 / 不惜金錢 / 不惜努力 / 不惜辛勞 / 不惜犧牲 / 不惜風險 / 不惜成果 / 不惜後果
190,軍隊或團體裡被統率的人。[例]他為人公正嚴明，所有部下對他都敬畏三分。,部下,"Subordinate; A person who is under the command or leadership of another, typically in a military or hierarchical organization.",在軍隊或團體中，指被上級統率的人。,他總是對部下要求嚴格，希望能提升整個團隊的效率。 / 在會議中，部下們積極提出建議，讓整個討論更具建設性。 / 儘管面對困難，部下們依然展現出不屈不撓的精神，令他感到驚訝。 / 他經常鼓勵部下參加培訓，以提升他們的專業技能和職業競爭力。 / 為了增進團隊合作，領導者特別安排了團隊建設的活動。 / 他為了表彰部下的出色表現，特意舉辦了一個慶祝晚會。 / 在日常工作中，他會定期與部下溝通，了解他們的需求和困難。 / 當部下完成一個重要項目時，他總是第一時間發送祝賀的訊息。 / 他堅信部下的成長會直接影響到整個團隊的未來發展。 / 每當部下遭遇挫折，他都會耐心地提供建議，幫助他們走出困境。 / 他積極尋找方法，以激勵部下在工作中保持熱情和創造力。,n,直屬的部下 / 有潛力的部下 / 部下的管理 / 部下的表現 / 幫助部下 / 指導部下 / 尊重部下 / 評估部下 / 信任部下 / 部下的發展
191,輕視而不加以注意。[例]看他一臉不屑的樣子，真令人生氣。,不屑,To disdain; to regard with contempt.,輕視而不加以注意。,她聽到批評的聲音時，總是一副不屑的神情，似乎根本不在意別人的看法。 / 這部電影雖然在票房上失利，但不少影評人還是給予了積極的評價，讓大家對它的藝術性都不屑一顧。 / 他不屑地瞟了那份簡歷一眼，認為對方的資格根本不夠格。 / 她的話讓他有些不屑，他覺得什麼事情都不是太困難。 / 在討論時，他總是用不屑的語氣回應別人的疑問，讓氣氛變得格外尷尬。 / 他的嘲笑令人不悅，大家不屑於與他繼續對話。 / 看到對方自誇的言辭，她不屑一笑，心中暗想這種人真幼稚。 / 即使面對專家的建議，他仍然不屑一顧，堅持走自己的路。 / 她對那些無聊的八卦新聞總是抱著不屑的態度，認為浪費時間去關心。 / 他在比賽中獲得亞軍，卻對颁獎典禮表現出不屑，似乎只追求第一名的榮耀。 / 旁觀者對他的爭論發表不屑的評論，覺得這只是浪費時間。 / 當她被問到那個爭議話題時，臉上露出不屑的神情，顯然對此毫無興趣。,vs-t,不屑一顧 / 不屑的態度 / 不屑地笑 / 不屑於此 / 不屑的眼神 / 不屑的話 / 不屑的評論 / 不屑的微笑 / 不屑的表情 / 不屑於他人
191,不認為值得。[例]不屑一顧,不屑,To disdain or regard as not worth considering.,不認為值得，通常帶有輕視的態度。,她對那個無聊的問題不屑一顧，直接轉身去做別的事。 / 他不屑於與那些小人計較，總是保持高雅的風度。 / 老闆聽了他的建議後，喃喃自語，不屑的語氣讓人感到失望。 / 我對這種無意義的競爭感到不屑，因為真正的朋友不會這樣互相比較。 / 即使他的朋友們紛紛嘲笑她的夢想，她依然不屑於他們的評價，堅持追求自己的理想。 / 她對那些只會說空話的人不屑一談，認為行動才是最重要的。 / 在面對外界的壓力時，他總是以不屑的態度回應，顯示出堅定的信念。 / 對於那些過於功利的想法，她不屑一顧，認為真正的價值在於熱愛與奉獻。 / 我對社交媒體上的浮誇表現感到不屑，因為我更欣賞真實的人際關係。 / 這部電影雖然口碑不佳，但她對其獨特的藝術風格仍然抱著不屑的欣賞。 / 他對於別人對他成就的懷疑，始終保持不屑的微笑，因為他知道自己的努力是有價值的。,vs-t/N,不屑一顧 / 不屑一談 / 不屑於 / 不屑的態度 / 不屑的眼神 / 不屑的評論 / 不屑的做法 / 不屑的語氣 / 不屑的看法 / 不屑的人
192,徒步行走。[例]弟弟每天步行去上學。,步行,To walk or travel on foot.,徒步行走的方式。,在美麗的公園裡，我們可以悠閒地步行，享受大自然的美景。 / 每天早晨，我喜歡步行到咖啡館，喝杯咖啡再開始工作。 / 假日時，我經常和朋友一起步行探索新開的市集，體驗當地的風土人情。 / 步行過程中，我們遇到了一位熱情的藝人，他的表演讓我們讚嘆不已。 / 我們計畫步行去海邊，享受沿途的風景和自然的聲音。 / 我每天步行去上班，這段路程讓我有時間靜心思考。 / 在城市裡，步行是一種流行的交通方式，能有效減少環境污染。 / 每當我在步行回家的路上，總會看到許多熟悉的面孔，讓我感到溫暖。 / 步行不僅能強健身體，還能讓我放鬆心情，遠離工作的壓力。 / 我喜歡步行旅行，因為這樣能更深入地了解每個地方的文化和歷史。 / 我們在週末策劃了一次步行探險，發現了許多隱藏的美麗景點。,va-i,每天步行 / 步行上學 / 步行回家 / 喜歡步行 / 步行旅行 / 步行到達 / 需要步行 / 步行運動 / 悠閒步行 / 步行活動
193,不會磨滅，比喻永存。[例]不朽名言、永垂不朽,不朽,Immortal; enduring and unerasable.,不會磨滅，永遠存在。,古希臘的文學作品中，許多詩句都展現出不朽的智慧與美感。 / 在音樂界，貝多芬的不朽作品常常激勵年輕人追求無限的創作可能。 / 古代哲學家的思想不朽，至今仍被學者研究和討論。 / 電影導演的經典之作，不僅在當時轟動，至今也被視為不朽的藝術品。 / 他那不朽的演講，讓無數人重新思考了社會的價值與意義。 / 在歷史上，革命者的事跡常被後人銘記，成為不朽的英雄傳奇。 / 藉著他的畫作，藝術界見證了不朽的創意與情感深度。 / 這位科學家的理論，雖然經過多年仍未被完全證實，但其影響力可謂不朽。 / 不朽的友誼超越了時間和空間，使得人們在困難時刻互相支持。 / 這首歌的旋律如此動人，以至於成為了一代人心中不朽的回憶。 / 在現代文學中，某些小說不僅描繪了人性的複雜，還塑造了一種不朽的情感連結。,n,不朽的作品 / 不朽的精神 / 不朽的名言 / 不朽的貢獻 / 不朽的傳奇 / 不朽的價值 / 不朽的友誼 / 不朽的經典 / 不朽的形象 / 不朽的藝術
194,不應該、不適合。[例]為了身體的健康，營養應當均衡，所以不宜偏食。,不宜,Not suitable or appropriate; should not be done.,不應該或不適合某種情況或行為。,在正式會議上，不宜穿著過於隨便的服裝，以顯示對會議的重視。 / 在高速公路上，車輛不宜超速行駛，以免造成危險事故。 / 孩子們在學習期間，不宜長時間使用電子產品，這樣會影響視力。 / 在朋友聚會上，談論政治話題不宜過於激烈，以免引發爭論。 / 餐後立即劇烈運動不宜，應該等消化一段時間再進行。 / 為了保持良好的作息，不宜晚上太晚睡覺，以免影響第二天的精神狀態。  / 在考試前夕，不宜臨時抱佛腳，應該提前做好準備。  / 季節變換時，不宜穿著不合適的衣物，以防著涼感冒。  / 在公共場合，大聲講話不宜，應該保持安靜，尊重他人。  / 餐廳裡，點菜時不宜一次性點太多食物，以免浪費。  / 進行戶外活動時，不宜忽視天氣變化，以確保自身的安全。,adv,不宜穿著 / 不宜過度 / 不宜吃 / 不宜長期 / 不宜飲酒 / 不宜貪睡 / 不宜爭吵 / 不宜遲到 / 不宜妄言 / 不宜輕率
195,不能停止。[例]每次想起二年前的那樁交通意外，她就心悸不已。,不已,Unceasing; unable to stop or cease.,心裡感到不安或強烈情緒，難以平息。,每次聽到那首舊歌，他就感到懷念不已。 / 她對於即將到來的旅行，心中充滿期待不已。 / 朋友剛分享的那則有趣故事，讓我們歡笑不已。 / 看到美麗的夕陽，他不禁感嘆生活的美好，感受陶醉不已。 / 每當家人提起往事，他的心中總是忍不住感到感動不已。 / 當她看到小孩第一次學會走路，眼中流露出驚喜不已。 / 在讀到那本書的結尾時，我感到震撼不已。 / 聽聞那位老藝術家的成就，他心中充滿敬佩不已。 / 每次回到故鄉，她都被那股熟悉的氣息感動不已。 / 當他在比賽中獲得第一名時，喜悅的心情讓他興奮不已。 / 當朋友離別的時候，他不禁流下了捨不得的淚水，心情沉重不已。,adv,心悸不已 / 歡笑不已 / 擔心不已 / 想念不已 / 激動不已 / 期待不已 / 追尋不已 / 疲憊不已 / 忍耐不已 / 懷念不已
196,,不一會/不一會兒,A short period of time; a moment.,不一會兒指的是短暫的時間，常用來描述某件事情很快就會發生或某個狀態會很快改變。,他們在一起聊天，不一會兒就笑得前仰後合。 / 一開始天氣還晴朗，但不一會兒就下起了大雨。 / 我剛到家，不一會兒媽媽就準備好了晚餐。 / 昨天下午不一會兒的時間，我就把所有的工作完成了。 / 她剛開始學習新語言，不一會兒就能說出幾個簡單的句子。 / 他的話讓氣氛緊張，不一會兒大家又恢復了輕鬆的談話。 / 我在公園散步，不一會兒就遇到了許多老朋友。 / 電影開始時場面平靜，不一會兒情節就變得扣人心弦。 / 當他們開始討論計畫時，不一會兒就有了幾個很好的主意。 / 我在讀書，不一會兒就沉浸在故事情節中，忘記了時間。 / 不一會兒的等待，讓她感到有些不安，卻還是耐心地等下去。,adv,不一會的時間 / 不一會的事情 / 不一會的情況 / 不一會的反應 / 不一會的過程 / 不一會的樣子 / 不一會兒的後 / 不一會的動作 / 不一會的變化 / 不一會的等待
197,不認為是對的，即不同意。[例]我對他剛才所說的話不以為然。,不以為然,To disapprove or disagree; to not regard something as reasonable or acceptable.,對某個觀點或行為不認為是對的，即表示不同意。,對他的提議，大家都不以為然。 / 我聽到他的意見，心中不以為然。 / 這種做法讓許多人不以為然。 / 就算他如此努力，我仍對他的理論不以為然。 / 對於媒體的報導，她表示不以為然。 / 大家對這個決定不以為然，認為應該重新考慮。 / 在會議上，我對他的觀點不以為然，提出了不同的看法。 / 聽到他的解釋後，部分人仍然不以為然。 / 這種過於樂觀的看法讓我感到不以為然。 / 他對這個問題的看法讓我不以為然，因為缺乏足夠的依據。 / 即使他有自己的理由，我對他的結論仍然不以為然。,idiom,我不以為然 / 他不以為然 / 對此不以為然 / 大家不以為然 / 觀點不以為然 / 看法不以為然 / 提出不以為然 / 無法不以為然 / 常常不以為然 / 他的不以為然反應
198,不容許。[例]證據充分，不由得他不俯首認罪。,不由得,To not allow or permit.,不容許的情況。,聽到這感人的故事，他不由得流下了淚水。 / 當看到久違的朋友時，她不由得想起了過去的美好回憶。 / 這幅畫實在太美了，讓人不由得讚賞藝術家的才華。 / 在這個令人懷念的地方，我不由得感到一陣親切。 / 當他得知成功的消息時，心中不由得湧現出喜悅的感覺。 / 隨著音樂響起，我不由得想起了那段難忘的青春歲月。 / 當她聽到那首熟悉的歌時，心中不由得升起一陣懷念。 / 看到那本舊書，他不由得想起了當年的點滴故事。 / 當風吹拂過我的臉龐，我不由得感到一絲涼爽。 / 看著夕陽西下，他不由得感嘆時間的流逝。 / 當聽到人們的掌聲，她不由得心中充滿了感動。,adv,不由得笑 / 不由得流淚 / 不由得感到 / 不由得想起 / 不由得驚訝 / 不由得感動 / 不由得懷念 / 不由得後悔 / 不由得想念 / 不由得讚賞
198,忍不住、不能自制。[例]看他一副小丑模樣，大家不由得笑成一堆。,不由得,"To be unable to refrain from, not able to help; a phrase indicating that one cannot control one's feelings or actions.",忍不住，無法自制。,看著小朋友們無憂無慮地玩耍，她的心中不由得浮現出童年的回憶。 / 聽到那首熟悉的歌曲，他不由得跟著輕聲唱了起來。 / 當他看到久違的朋友出現在聚會上，忍不住微笑著不由得上前打招呼。 / 看到動人的電影結局，觀眾們不由得流下了感動的淚水。 / 在壯麗的自然景觀面前，每個人都不由得讚嘆大自然的鬼斧神工。 / 當她收到朋友的祝福訊息，心中不由得感到一陣暖意。 / 看著那部感人的家庭劇，她的不由得思緒飄回了自己的成長過程。 / 當他品嚐到媽媽做的家常菜，不由得感受到一股濃濃的愛與溫暖。 / 在寒冷的冬夜，看到街上流浪狗的悲慘景象，使得路過的行人不由得心生憐憫。 / 當他聽到那位老演員的經典台詞，心中不由得涌現出對過去歲月的懷念。 / 隨著音樂節奏的變化，舞者們不由得沉浸在表演的熱情之中。,adv,不由得笑 / 不由得哭 / 不由得驚訝 / 不由得感動 / 不由得流淚 / 不由得讚嘆 / 不由得心動 / 不由得懷念 / 不由得感慨 / 不由得吃驚
199,不能自制、由不得自己。[例]才住上幾天，我就不由自主地愛上這個小鎮了。,不由自主,Out of one's control; acting involuntarily or without conscious intention.,不能自制，無法由自己控制。,每當老師講到有趣的歷史故事，我就不由自主地聽入神了。 / 當我看到小朋友快樂地玩耍時，心中不由自主地湧起一陣暖意。 / 在電影高潮的時候，觀眾們不由自主地屏住了呼吸。 / 聽到那首熟悉的歌曲，我不由自主地想起了過去的回憶。 / 每次看到那幅美麗的畫作，我都不由自主地想要多看幾眼。 / 當風輕輕吹過時，我不由自主地閉上眼睛享受這一刻。 / 看到動物們在大自然中自由奔跑，我不由自主地感到一種羨慕。 / 教室裡的同學們討論得熱火朝天，我也不由自主地想參與其中。 / 每當下雨時，我不由自主地回想起和朋友們的那些美好時光。 / 在朋友的分享中，我不由自主地被她的故事所吸引。 / 當我品嚐到那道美食時，嘴角不由自主地露出了微笑。,idiom,不由自主地愛上 / 不由自主地流淚 / 不由自主地笑出聲 / 不由自主地想念 / 不由自主地害怕 / 不由自主地擔心 / 不由自主地呼喊 / 不由自主地欣賞 / 心裡不由自主地好奇 / 在那一刻，我不由自主地停住
200,未事先約定而彼此的意見或作法卻相同。[例]當他們提起那件趣事，不約而同的笑了起來。,不約而同,To coincide or agree without prior arrangement; occurring simultaneously and unexpectedly.,指的是未事先約定而彼此的意見或做法卻相同。,在討論這個話題時，他們不約而同地表達了相似的觀點。 / 當老師詢問考試難易程度時，學生們不約而同地給出了五顆星的評價。 / 在年會上，所有員工不約而同地對公司的未來發展表示樂觀。 / 無論是專家還是普通民眾，對於環保問題的看法不約而同，皆認為應該立即採取行動。 / 當音樂響起，大家不約而同地隨著旋律擺動身體。 / 這部電影剛放映完，觀眾們不約而同地給予了熱烈的掌聲。 / 在分享自己的旅遊經歷時，他們不約而同地提到了那家著名的餐廳。 / 當聽到這個消息，朋友們不約而同地選擇了發送相同的表情符號。 / 對於即將舉行的比賽，運動員們不約而同地加倍訓練，準備迎接挑戰。 / 當熱愛閱讀的朋友聚在一起時，他們不約而同地推薦了同一本書。 / 在討論未來的計畫時，他們不約而同地想到了一個共同的目標。,idiom,意見不約而同 / 行動不約而同 / 反應不約而同 / 大家不約而同的說 / 學生不約而同的回答 / 他們不約而同的認為 / 我們不約而同地笑了 / 大家不約而同地同意 / 這種現象不約而同的明顯 / 對於這個問題不約而同
201,十足的形容非常真實而恰如其分。[例]他真是個不折不扣的豪傑。,不折不扣,Fully authentic and unequivocal; indicating that something is exactly as described or genuine without any doubt.,形容某人或某事非常真實而且完全符合所描述的特徵或標準。,他是一個不折不扣的好人，總是願意幫助有需要的人。 / 用於選舉的各項數據，無疑是一個不折不扣的事實，不能被隨意篡改。 / 在困難面前，她展現出不折不扣的勇氣，面對挑戰從不退縮。 / 他在工作上是一位不折不扣的專家，總能提供最專業的意見和建議。 / 對於待人處事，他是一個不折不扣的紳士，總是尊重他人和遵守規則。 / 她的努力讓她成為一位不折不扣的成功典範，激勵身邊的人一起努力。 / 在推動社會改革的過程中，他是一位不折不扣的領袖，帶領團隊勇敢面對各種挑戰。 / 她的付出使得這項計畫成為一個不折不扣的成功案例，值得其他人學習和借鑑。 / 他在藝術創作上是一位不折不扣的天才，作品總能觸動人心，引發深思。 / 作為朋友，他永遠是一個不折不扣的支持者，總是在背後默默地鼓勵和幫助我。 / 他真是個不折不扣的豪傑，總是勇敢地站出來捍衛正義和真理。,idiom,不折不扣的英雄 / 不折不扣的專家 / 不折不扣的人才 / 不折不扣的好人 / 不折不扣的成功 / 不折不扣的事實 / 不折不扣的領袖 / 不折不扣的優劣 / 不折不扣的努力 / 不折不扣的信任
202,不會。[例]我們應該敦品勤學，才不致辜負父母師長的教育栽培。,不致,Not to be; used to indicate that something will not happen or will not come to pass.,不會出現某種情況或結果。,學生的努力學習，讓他們期望不致於落後於同儕。 / 為了確保安全，我們應該遵守交通規則，才不致於發生意外。 / 定期檢查設備，可以讓工廠的運作不致於受到影響。 / 如果提前做好計劃，他們就不致於在最後一刻感到慌亂。 / 這次的經驗教訓讓我們明白，謹慎行事才能不致於犯下同樣的錯誤。 / 透過有效的溝通，我們的團隊合作可以不致於出現誤解。 / 如果保持良好的生活習慣，我們的健康狀況就不致於惡化。 / 對於這次考試，只要努力準備，她應該不致於感到焦慮。 / 適當的休息能幫助我們工作效率提升，從而不致於感到疲憊。 / 學校的輔導措施讓學生的心理壓力不致於達到危險的程度。 / 只要雙方都願意妥協，衝突就不致於升級成為嚴重的問題。,adv,不致於失敗 / 不致於損失 / 不致於困擾 / 不致於疲憊 / 不致於悲傷 / 不致於流失 / 不致於混亂 / 不致於冷漠 / 不致於厭倦 / 不致於作法
203,不知道怎麼辦才好。[例]火警發生時，許多人都慌亂不已，不知所措。,不知所措,At a loss; not knowing what to do or how to respond.,不知道該怎麼辦，感到困惑和慌亂。,突如其來的消息讓我們每個人都不知所措。 / 面對突發的問題，他們不知所措，不知道該如何應對。 / 看到考試卷上陌生的題目，她瞬間不知所措，心中充滿了焦慮。 / 在婚禮上，當新郎突然失聯時，所有人都不知所措，不知道該怎麼辦。 / 突如其來的雷陣雨讓我們在戶外活動時不知所措。 / 當他發現自己忘記帶文件時，整個會議室的人都不知所措。 / 聖誕派對上，當蛋糕意外倒塌時，大家都不知所措，陷入尷尬的沉默。 / 聽到自己中獎的消息時，我一時間竟不知所措，無法反應過來。 / 面對這麼多的選擇，我被選項搞得不知所措，無法做出決定。 / 在這樣的緊急情況下，所有受影響的人都不知所措，等待著進一步的指示。 / 當技術故障導致演講中斷時，講者也頓時不知所措，無法繼續其內容。,idiom,我不知所措 / 他不知所措 / 她在困境中不知所措 / 突然的驚嚇讓我不知所措 / 面對這樣的情況我們都不知所措 / 在重大考試中，學生們不知所措 / 發生重大的事故時，有些人會不知所措 / 聽到這個消息時我不知所措 / 大家都不知所措地看著對方 / 在這種情況下我們不知所措
204,表示不會到某種地步。[例]我一向待他不薄，他還不至於出賣我吧！,不至於/不致於,Indicating that something will not reach a certain degree or extent; used to express that an outcome is unlikely to occur.,表示不會到某種極端或嚴重的情況。,我們之間的誤會不至於影響我們的友誼。 / 這次考試成績不至於讓她失去讀書的動力。 / 他的體力不至於無法應付接下來的挑戰。 / 這個問題不至於讓整個計畫都陷入困境。 / 他對她的關心不至於讓人感到困擾。 / 這件事情不至於影響他在團隊中的地位。 / 她的擔心不至於讓我們放棄這個項目。 / 這次失敗不至於讓他喪失對成功的信心。 / 我們的計畫不至於因為小細節而完全改變。 / 他們的不滿不至於影響整個合作的進展。 / 這種情況不至於讓我們感到絕望。,adv,我不至於這麼想 / 他不至於做那種事 / 它不至於那麼嚴重 / 事情不至於這麼糟 / 你不至於不理我 / 我們不至於如此絕望 / 你不至於這麼生氣 / 她不至於這麼消極 / 他們不至於放棄希望 / 我不至於違背良心
205,貼補、支助。[例]這次旅遊，公司補助一半的費用。,補助,"To subsidize or provide assistance, especially in financial terms.",對某項費用或支出提供財政上的幫助，通常是部分負擔。,許多學生因為家庭經濟困難，可以申請學校的補助金。 / 這項新政策旨在提高農業生產，因此政府決定增加對農民的補助。 / 在這次疫情期間，政府提供的生活補助讓不少家庭渡過難關。 / 他們的研究計畫獲得了國際組織的補助，讓實驗得以順利進行。 / 公司每年都會設立補助基金，以支持員工進修和培訓。 / 許多慈善機構也開始提供補助，幫助無家可歸的人重新安定生活。 / 這位藝術家申請到了文化部的補助，使他能夠專心創作新作品。 / 學校舉辦的補助講座，讓學生們更了解如何申請助學金。 / 社區中心的補助計畫，旨在提升弱勢家庭的生活品質。 / 受災民眾可以向政府申請災後補助，以幫助他們重建家園。 / 醫療機構的補助政策，使更多人能夠負擔得起必要的醫療服務。,va-t,政府補助 / 生活補助 / 學校補助 / 申請補助 / 提供補助 / 獲得補助 / 補助金額 / 補助政策 / 失業補助 / 醫療補助
206,追捕捉拿。[例]上野外教學課時，老師要我們捕捉一些昆蟲來進行觀察。,捕捉,"To capture or seize, typically by chasing or pursuing.",追捕並拿住某個物體或生物。,這部電影的攝影師用特殊的技術捕捉了大自然的美景。 / 在藝術展覽中，畫家透過畫作捕捉了城市生活的瞬間。 / 這位記者在報導中，成功捕捉了事件發生的每一個細節。 / 科學家們設計了先進的裝置，以更精確地捕捉微粒的運動。 / 學生們在實驗課上，努力捕捉化學反應的變化過程。 / 在這場音樂會上，錄音師小心翼翼地捕捉每一個音符，以製作優質的專輯。 / 這本攝影集的作者希望能夠捕捉人們真實的情感與生活。 / 遊戲設計師利用最新技術，捕捉玩家的動作來創造更真實的遊戲體驗。 / 在這場舞蹈表演中，編舞家試圖捕捉舞者之間微妙的互動。 / 這部紀錄片成功捕捉了不同文化中人們的日常生活，展現了多樣性。 / 漫畫家花了很多時間捕捉街頭上行人的獨特表情，讓作品更有真實感。,va-t,捕捉動物 / 捕捉瞬間 / 捕捉影像 / 捕捉訊息 / 捕捉畫面 / 捕捉注意 / 捕捉技巧 / 捕捉資料 / 捕捉動態 / 捕捉特徵
206,比喻掌握某一事物的特質，使其呈現出來。[例]他擅長用鏡頭捕捉山林之美。,捕捉,"To capture or seize, often used in a metaphorical sense to express the idea of grasping or understanding the essence of something.",比喻掌握某一事物的特質，使其呈現出來。,他用畫筆捕捉了海邊的日落美景。 / 攝影師努力捕捉每一個精彩的瞬間，讓觀眾感受到活動的熱鬧。 / 音樂家透過旋律捕捉人們的情感，讓聽眾產生共鳴。 / 旅行者的相機捕捉了許多美麗的風景，記錄下難忘的回憶。 / 這部紀錄片試圖捕捉大自然的壯麗，讓人們更加珍惜環境。 / 演員在舞台上捕捉角色的細膩情感，讓觀眾沉浸在劇情中。 / 她的小說以細緻的描寫捕捉了人性的複雜，讀者讀後深思不已。 / 畫家用色彩捕捉了城市的活力，展現出繁忙生活的節奏。 / 他在詩中捕捉了生命的瞬息，讓人感受到時間的流逝。 / 透過玻璃窗，孩子們捕捉著外面雪花飄落的美麗畫面，心中充滿期待。 / 他擅長用鏡頭捕捉情緒的變化，每一張照片都講述了一個故事。,va-t,捕捉情緒 / 捕捉瞬間 / 捕捉美麗 / 捕捉靈感 / 捕捉景色 / 捕捉生活 / 捕捉故事 / 捕捉音樂 / 捕捉動態 / 捕捉回憶
207,擦抹、拂拭掉。[例]天氣太熱，他頻頻用手帕擦拭臉上的汗水。,擦拭,To wipe or sweep away.,用布或手等輕輕地擦去物體表面的污垢或水分。,用濕布擦拭桌子，可以讓桌面看起來乾淨整潔。 / 每天早上，他會用毛巾擦拭臉上的水分，這樣可以讓他精神一下。 / 他喜歡在工作期間，經常擦拭電腦螢幕，以保持良好的視野。 / 擦拭完窗戶後，光線透過來，整個房間變得明亮許多。 / 清潔人員用專業的清潔劑來擦拭辦公室的地板，讓環境更加舒適。 / 如果你用酒精擦拭手機螢幕，可以殺死許多細菌，保護你的健康。 / 為了準備宴會，她仔細擦拭每一個碗碟，確保客人能享受美好的用餐體驗。 / 他用紙巾擦拭掉手上的油漬，讓自己看起來更乾淨整齊。 / 在閱讀書籍之前，他會先擦拭一下書頁，這樣能減少灰塵對眼睛的影響。 / 她經常擦拭家裡的家具，讓每個角落都散發著清新的氣息。 / 環保志願者在活動中，使用天然材料擦拭戶外的公共設施，提升大家的使用體驗。,va-t,用水擦拭 / 輕輕擦拭 / 仔細擦拭 / 用手帕擦拭 / 經常擦拭 / 迅速擦拭 / 一塊擦拭布 / 一瓶擦拭液 / 擦拭後的表面 / 擦拭完的手
208,做事的能力。[例]董事長欣賞他的才幹，擢升他為業務部經理。,才幹,Capability or talent; the ability to perform tasks or duties effectively.,做事的能力和才智。,這位年輕人的才幹讓每個人都刮目相看，期待未來的表現。 / 公司希望能找到具備優秀才幹的新員工，以提升團隊的效率。 / 無論在校園還是職場，才幹越高的人越容易獲得晉升的機會。 / 老師鼓勵學生發揮自己的才幹，勇於迎接各種挑戰。 / 他不僅有豐富的經驗，還具備出眾的才幹，令人讚賞。 / 即使面臨困難，團隊中的才幹和合作精神使得每個人都不會放棄。 / 他的才幹和努力工作，使得專案在短時間內完成。 / 在國際會議上，這位專家的才幹受到了與會者的廣泛認可。 / 政府希望更多年輕人能夠發展自己的才幹，為社會做出貢獻。 / 對於一個領導者來說，了解下屬的才幹是帶領團隊成功的關鍵。 / 在比賽中，選手們的才幹與毅力讓所有觀眾感到驚嘆。,n,優秀的才幹 / 傑出的才幹 / 卓越的才幹 / 廣泛的才幹 / 專業的才幹 / 重要的才幹 / 發揮才幹 / 提升才幹 / 認可的才幹 / 出眾的才幹
