number,old_definition,word,translation,definition,example_sentences,part_of_speech,collocations
559.0,形容情緒低落。[例]同學屢遭挫折，心情非常低沉，所幸有好友開導，得以重新振作起來。,低沉,Low in spirits; describing a state of deep sadness or depression.,形容情緒低落，通常表現為心情不佳或感到沮喪。,最近天氣連續下雨，讓大家的心情都變得低沉了起來。 / 他聽到那首低沉的音樂，心中不禁感到一陣憂傷。 / 在朋友的聚會上，雖然大家表面上在聊天，但氣氛仍然低沉，讓人感到些許不安。 / 看著那本充滿悲傷故事的書，他的心情也變得低沉，無法投入其他活動。 / 雖然她努力保持微笑，但內心的低沉情緒卻始終無法掩蓋。 / 當晚餐時，有人提起了失去的朋友，整個氣氛瞬間變得低沉起來。 / 在這部電影中，低沉的音調和深刻的情節讓觀眾感受到了一種揪心的悲傷。 / 即使陽光明媚，但他心中那股低沉的感覺依舊無法驅散。 / 隨著比賽的失利，大家的情緒都陷入了一種低沉的狀態，幾乎沒有人再談笑。 / 聽著窗外的雨聲，她的思緒飄回過去，心中再次湧起低沉的回憶。 / 這首低沉的旋律讓我想起了那些逝去的時光，心中不禁涌現出一陣傷感。,vs-i,低沉的心情 / 心情低沉 / 低沉的情緒 / 感到低沉 / 低沉的聲音 / 低沉的氣氛 / 低沉的旋律 / 低沉的想法 / 氣氛低沉 / 低沉的狀態
559.0,形容聲音低微沉重。[例]這位廣播節目主持人的聲音低沉而富磁性，格外吸引聽眾。,低沉,Low and heavy; Referring to a sound that is deep and resonant.,形容聲音低微沉重。,那隻貓的叫聲低沉而哀傷，讓人感到一絲不安。 / 晚上的風聲低沉，彷彿在訴說著誰的秘密。 / 他在會議上以低沉的聲音分享了自己的觀點，讓大家都注意聽。 / 這首歌的旋律低沉，帶著淡淡的憂傷，讓人不禁沉思。 / 電影中的男主角低沉的獨白，讓觀眾感受到他内心的掙扎和孤獨。 / 低沉的音樂在酒吧裡迴盪，營造出一種放鬆而神秘的氛圍。 / 他的低沉嗓音在夜晚的篝火旁講故事，讓每個人都聽得入迷。 / 當她用低沉的語氣說出那個消息時，房間裡瞬間安靜了下來。 / 這位作家的低沉文字，讓讀者感受到深邃的哲思和人生的無奈。 / 隨著暴風雨的來臨，天空中的雷聲低沉而震撼，讓人感到大自然的威力。 / 在那片寧靜的森林中，鳥兒唱出的低沉曲調，彷彿在與大地對話。 / 他低沉的笑聲在聚會中格外引人注目，卻又帶著一絲淡淡的憂愁。,vs-adj,低沉的聲音 / 低沉的歌聲 / 低沉的音調 / 低沉的旋律 / 低沉的語氣 / 低沉的口吻 / 低沉的情緒 / 低沉的笑聲 / 低沉的音樂 / 低沉的嗓音
560.0,到達。[例]坐了三、四個小時的車終於抵達了目的地。,抵達,To arrive at a destination.,到達某個地方，表示不同的交通方式或時間後，完成出行的目的。,我們的航班星期六早上七點抵達了東京，機場非常熱鬧。 / 雖然地鐵有些延誤，但我們還是準時抵達了會議地點。 / 他們計畫參加音樂會，所以提前抵達了場館，想要找到好位置。 / 我們在審核完所有文件後，討論是否今天晚些時候抵達收件人處。 / 她帶著女兒參觀博物館，二人計畫星期天上午十點抵達。 / 這次旅行，我們預定抵達時正好能看到夕陽，非常期待那美麗的景象。 / 如果今天下午雨停了，我們應該能順利抵達目的地，不會耽誤太久。 / 他們的火車因故障延遲，但最終還是安全抵達了目的城市。 / 在經過幾個小時的駕駛後，我們終於抵達了那個美麗的海灘，心中充滿期待。 / 他今天早上出發，計畫下午三點抵達，以便參加朋友的婚禮。 / 透過提前查詢路況，他們順利抵達了酒店，沒有遇到任何交通問題。,vp-t,按時抵達 / 準時抵達 / 順利抵達 / 成功抵達 / 安全抵達 / 預定抵達 / 及時抵達 / 不久抵達 / 馬上抵達 / 很快抵達
561.0,抵禦、抗拒。[例]你只穿一件薄衫，恐怕無法抵擋外頭刺骨的寒風。,抵擋,To defend against or resist; to withstand.,抵禦和抗拒某種力量或困難，通常指面對外來的威脅或不利條件。,即使風雨再大，他依然堅持在外巡邏，抵擋可能的危險。 / 不論面對多大的壓力，我們都必須學會抵擋，保持冷靜和理智。 / 他在考試前努力準備，希望能抵擋住緊張情緒的影響。 / 家庭的支持讓她能夠抵擋身邊負面情緒的干擾，專心追求自己的夢想。 / 在熱鬧的派對上，他努力抵擋住對酒精的誘惑，以維持健康的生活方式。 / 在寒冷的冬天，厚重的衣物讓我能抵擋外頭刺骨的寒風。 / 學習需要毅力，面對繁重的課業，我們必須抵擋誘惑，專心致志。 / 他的毅力無法被動搖，無論遇到什麼挑戰，他總能抵擋困難，繼續前行。 / 儘管朋友的勸說很有說服力，她還是決定抵擋誘惑，選擇更加理智的選擇。 / 當生活帶來壓力時，冥想幫助他抵擋這些負面情緒，重新找回內心的平靜。 / 面對不斷變化的環境，團隊需要抵擋外界的不確定性，保持穩定的運營。,vp-t,抵擋住困難 / 抵擋住壓力 / 抵擋住誘惑 / 抵擋不住挑戰 / 抵擋住敵人的攻擊 / 抵擋外頭寒風 / 抵擋惡劣天氣 / 抵擋心中的恐懼 / 抵擋不住痛苦 / 抵擋他人的影響
562.0,不願張揚，不想引人注意。[例]因為此事太過敏感，雙方都以低調的態度來處理。,低調,Discreet; low-key; not seeking attention or publicity.,不願張揚，不想引人注意。,這位明星即使成名，也始終保持低調的生活，鮮少在媒體前露面。 / 雖然他有很高的社會地位，卻依然選擇低調地過日常生活，不喜歡炫耀。 / 在宴會上，她的低調穿著反而讓她更顯得優雅，成為眾人矚目的焦點。 / 他對於獲得獎項的消息處理得非常低調，沒有做任何宣傳，讓人感到敬佩。 / 這個新創公司以低調的姿態進入市場，專注於產品品質而非廣告炒作。 / 她在工作中總是以低調的態度面對挑戰，不喜歡引起同事太多的注意。 / 雖然他的業績十分驚人，但他仍然堅持低調辦公，將重心放在團隊合作上。 / 在社交場合，他的低調言談使得氣氛更加融洽，讓人感到輕鬆自在。 / 這對夫妻選擇低調的結婚典禮，只邀請了少數親友參加，讓這一天更具私密性。 / 他在獲得榮譽後，依然保持低調的行為，沒有過多表現自己的驕傲。 / 她的低調選擇讓朋友們驚訝，因為她竟然不希望透過奢華來展示自己的成功。,vs-adj,低調的生活 / 低調的風格 / 低調的態度 / 低調的方式 / 低調的行為 / 低調的表現 / 低調的選擇 / 低調的裝扮 / 低調的活動 / 低調的個性
563.0,彼此因利害相衝突，或所處立場不同，而採取的一種對抗、對立，甚至仇視的態度。[例]辯論比賽時，敵對的雙方必須保持良好的風度。,敵對,"Hostile; Referring to a state of opposition, antagonism, or conflict between parties.",彼此因利害相衝突或立場不同而採取對抗、對立的態度。,在這場辯論賽中，敵對的雙方必須尊重對方的發言權，以保持比賽的公正性。 / 在國際政治中，某些國家因利益衝突而產生敵對的立場，影響了合作的可能性。 / 過去幾年，社交媒體上充斥著敵對的言論，讓許多人感到不安。 / 即使在面對敵對的環境，團隊成員仍然保持冷靜，以尋找解決問題的方法。 / 電影中的敵對角色往往讓觀眾感受到緊張的情節，增強了觀影的樂趣。 / 在這場會議上，討論到敵對的意見時，與會者必須保持專業，以促進建設性的對話。 / 歷史上，敵對的勢力經常導致戰爭，改變了世界的格局。 / 在體育競賽中，敵對的球隊雖然在場上全力以赴，但比賽結束後仍能互相握手致意。 / 社會中敵對的聲音可能會引發更深層的討論，促使人們重新思考自己的立場。 / 這部小說描繪了兩個敵對家族之間的矛盾，反映了人性中的複雜情感。 / 在面對敵對的政策時，公民社會必須積極發聲，捍衛他們的權益。,n,敵對的關係 / 敵對的雙方 / 敵對的立場 / 敵對的行為 / 敵對的態度 / 敵對的情況 / 敵對的力量 / 敵對的意見 / 敵對的事件 / 敵對的狀態
564.0,心中忐忑不安。[例]登山客失聯多天，遍尋不獲，令搜救隊員心中直嘀咕。,嘀咕,"To murmur or whisper in a low voice, often indicating uncertainty or unease.",心中感到不安或疑慮，常常自言自語或小聲說出來。,當他看到那位陌生人的眼神時，心中不由得嘀咕起來，擔心他會帶來麻煩。 / 在考試前夕，她對自己的準備感到不安，常常在心裡嘀咕著：“我能行嗎？” / 昨天的會議上，同事們低聲嘀咕著，討論著方案的可行性。 / 孩子們在公園裡玩耍，某個小朋友突然摔倒了，他的媽媽在一旁擔心嘀咕：“沒事吧？” / 當她聽到那個新聞時，心中也忍不住嘀咕：“這樣的事情怎麼會發生？” / 朋友邀請我們去參加派對，但我心裡嘀咕著周末的作業還沒完成。 / 在旅行的路上，有人嘀咕著路線不太對，讓大家感到有些緊張。 / 他對最近的股市波動感到擔心，常常對身邊的人嘀咕：“這樣下去會怎麼樣？” / 每當他看到那片陌生的土地，心中都不免嘀咕：“這裡會不會有什麼危險？” / 在音樂會上，觀眾們嘀咕著對演出表現的期待，心中充滿了期待與緊張。 / 我在家裡整理舊書，心裡嘀咕著：“這些書真的都是我需要的嗎？”,vp-i,心中嘀咕 / 低聲嘀咕 / 默默嘀咕 / 獨自嘀咕 / 不停嘀咕 / 心裡嘀咕 / 情況嘀咕 / 眼神嘀咕 / 常常嘀咕 / 擔心嘀咕
564.0,低聲說話。[例]你不要一直在私下嘀咕，有意見不妨提出來大家討論。,嘀咕,"To talk in a low voice, usually implying whispering or muttering.",低聲說話，通常帶有私下討論的意思。,他們在角落裡嘀咕，不知道說了什麼秘密話。 / 雖然心中有很多想法，但我不想在會議上嘀咕什麼。 / 她對於公司的新政策感到不安，私下裡常常嘀咕。 / 大家對於這個計畫的可行性都有點嘀咕，覺得可能會有問題。 / 在餐廳裡，我聽到一對情侶小聲嘀咕，看起來似乎在討論某個秘密。 / 他在旁邊嘀咕，說這部電影實在太無聊了，沒什麼好看的。 / 昨晚的聚會上，幾個朋友嘀咕著對於那個話題的不同看法。 / 在這個比賽中，觀眾們嘀咕著對選手表現的驚訝和期待。 / 聽說這次考試有很多難題，學生們私下嘀咕著是否能通過。 / 當他走進教室時，大家都低聲嘀咕，猜測他究竟發生了什麼事。 / 我們嘀咕著對明天的旅程充滿期待，盡管有些緊張。,va-i,我嘀咕 / 你嘀咕 / 他嘀咕 / 她嘀咕 / 我們嘀咕 / 說話嘀咕 / 私下嘀咕 / 低聲嘀咕 / 偷偷嘀咕 / 總是嘀咕
565.0,估計得過低。[例]他因低估了對手的實力，過於輕敵，以致痛失金牌。,低估,To underestimate; to evaluate or assess something or someone as lesser than it is.,估計得過低，未能真正反映事物的實際情況。,他在比賽前低估了對手的實力，結果在第一局就輸掉了。 / 這次的考試，雖然她平時準備得很好，但依然低估了考試的難度，導致成績不理想。 / 當我們在商業談判中，低估了對方的談判技巧，最後付出了更多的代價。 / 他低估了這個計畫的時間需求，讓團隊面臨了緊迫的截止日期。 / 如果我們低估了氣候變化的影響，未來將面臨更嚴重的環境問題。 / 低估市場的需求可能會導致企業錯失寶貴的商機。 / 當老板低估了項目的資金需求時，團隊不得不尋找額外的資金來源。 / 他在選擇投資項目時，低估了風險的程度，結果遭遇了重大的財務損失。 / 如果我們低估了這次合作的潛在利益，將來可能會後悔錯過了這個機會。 / 她低估了自己在團隊中的重要性，導致工作的推進受到很大影響。 / 低估這場比賽的挑戰性，讓運動員們在賽場上陷入了困境。,va-t,低估他的實力 / 低估對手的能力 / 低估市場的需求 / 低估自己的潛力 / 低估問題的嚴重性 / 低估她的影響力 / 低估風險的程度 / 低估時間的價值 / 低估這個項目的重要性 / 低估這場比賽
566.0,有很大版圖或殖民地的君主國家。[例]羅馬帝國、大英帝國、日耳曼帝國,帝國,A large-scale monarchy with extensive territories or colonies.,擁有廣大領土或殖民地的君主國家。,古代帝國的興衰，往往與經濟和軍事力量息息相關。 / 大英帝國曾經佔據全球四分之一的土地，影響深遠。 / 羅馬帝國的法律制度對後世的國家發展產生了巨大影響。 / 俄羅斯帝國的擴張戰略，使其成為當時世界上最大的帝國之一。 / 西班牙帝國在十六世紀的海上霸權，讓其在歐洲歷史上佔有一席之地。 / 法國帝國的殖民地遍佈非洲，對當地文化和社會結構造成了深刻影響。 / 蒙古帝國以其快速的軍事征服，創造了歷史上最廣泛的陸地帝國。 / 在經濟帝國的競爭中，各國都力求提高自己的國際影響力。 / 貿易的帝國通常依賴於海上航道的控制，以確保資源的穩定供應。 / 古代帝國的文化交流，促進了不同民族之間的理解與合作。 / 軍事的帝國往往面臨內部叛亂和外部侵略的雙重挑戰。,n,古代帝國 / 大英帝國 / 羅馬帝國 / 俄羅斯帝國 / 西班牙帝國 / 法國帝國 / 蒙古帝國 / 軍事的帝國 / 經濟帝國 / 貿易的帝國
567.0,和我方敵對的軍隊。[例]面對強大的敵軍，我方已經做好萬全的準備。,敵軍,An enemy army; a military force that is hostile to one's own side.,與我方敵對的軍隊。,我們的軍隊在夜間成功潛入敵軍基地，取得了重要情報。 / 在戰爭的初期，我們對敵軍的兵力部署並不十分清楚。 / 在指揮官的帶領下，我們能夠有效地抵抗住敵軍的猛烈攻勢。 / 敵軍的戰鬥機出現後，我們立刻啟動了防空系統以保護基地。 / 我們的情報人員發現敵軍最近在邊境集結了大量重型武器。 / 面對敵軍的強大火力，我們必須制定更有效的防禦策略。 / 敵軍於黎明時分發動了突襲，我們迅速組織反擊以保護陣地。 / 在長時間的獨立作戰後，我們終於得到了增援，能夠對敵軍展開反攻。 / 敵軍的指揮官發出新的命令，意圖改變戰局的僵局。 / 在這次戰役中，我們成功地騎兵部隊繞過敵軍，切斷了他們的補給線。 / 敵軍進攻的消息傳來，我們立即召集軍官商討應對方案。,n,敵軍進攻 / 面對敵軍 / 敵軍行動 / 敵軍情報 / 敵軍攻擊 / 敵軍入侵 / 敵軍撤退 / 敵軍圍攻 / 強大的敵軍 / 敵軍指揮官
568.0,土地生產的能力。[例]這片土地經過規劃後得以發揮最大的地利。,地利,The productive capacity of land.,土地所具備的生產能力。,這片土地經過精心規劃，現在的地利條件最適合發展農業。 / 在這次比賽中，主場球隊利用地利，取得了優秀的成績。 / 如果能充分發揮該地區的地利，當地經濟將會更有競爭力。 / 地利的優勢不僅體現在資源豐富，還有交通便利和市場接近。 / 這家公司選擇在沿海地區設立工廠，就是看中了那裡的地利。 / 政府應加大對農村的基礎設施投資，以提升該地區的地利優勢。 / 這座城市因為得天獨厚的地理環境，成為了商業發展的最佳地利。 / 學校在進行新校區的規劃時，特別考慮了地利因素，以利學生的通勤。 / 地利的優劣直接影響到企業的運營成本，選擇合適的地點至關重要。 / 這次考察讓我們更清楚地認識到，地利在旅遊業發展中的重要性。 / 善用地利，才能讓當地的特色產品更好地進入市場。 / 這片土地經過精心規劃，現在的地利條件最適合發展農業。 / 在這次比賽中，主場球隊利用地利，取得了優秀的成績。 / 如果能充分發揮該地區的地利，當地經濟將會更有競爭力。 / 地利的優勢不僅體現在資源豐富，還有交通便利和市場接近。 / 這家公司選擇在沿海地區設立工廠，就是看中了那裡的地利。 / 政府應加大對農村的基礎設施投資，以提升該地區的地利優勢。 / 這座城市因為得天獨厚的地理環境，成為了商業發展的最佳地利。 / 學校在進行新校區的規劃時，特別考慮了地利因素，以利學生的通勤。 / 地利的優劣直接影響到企業的運營成本，選擇合適的地點至關重要。 / 這次考察讓我們更清楚地認識到，地利在旅遊業發展中的重要性。 / 善用地利，才能讓當地的特色產品更好地進入市場。,n,最大の地利 / 自然の地利 / 農業の地利 / 地利の影響 / 利用地利 / 善用地利 / 地利の条件 / 改善地利 / 獲得地利 / 地利的優勢
568.0,在地理形勢上占優勢。[例]我方占地利優勢，贏得這場戰爭。,地利,Geographical advantage; an advantageous position resulting from the geographic features and climate of a location.,在地理形勢上佔有優勢。,這個城市因為地利優越，成為了商業發展的熱點。 / 我們要利用地利的優勢，向外招商，吸引更多的投資。 / 在談判中，擁有地利的人往往能夠取得更好的條件。 / 為了保護環境，我們需要考慮到地利與生態的平衡。 / 這個國家歷史悠久，地利的特殊性讓它成為文化交流的橋樑。 / 依靠得天獨厚的地利，這個村莊吸引了眾多遊客前來觀光。 / 當地的農產品因為地利條件優越，質量特別高，受到市場的熱烈歡迎。 / 在軍事策略中，指揮官常常重視地利對戰局的影響。 / 這條航運路線因為地利的原因，成為了世界貿易的重要通道。 / 藉著良好的地利環境，這個科技園區迅速發展成為創新企業的聚集地。 / 地利的因素使得這場比賽對主隊非常有利，他們的支持者給予了巨大的鼓舞。,n,佔有地利 / 利用地利 / 地利優勢 / 依靠地利 / 拥有地利 / 地利的重要性 / 有利於地利 / 地利的優勢 / 利用地利條件 / 因地利而勝
569.0,物品的價位低於一般價格。[例]超市促銷時，她以低廉的價格買了許多日用品。,低廉,Inexpensive; Referring to a price that is low or affordable compared to the average.,物品的價格低於一般水平。,這家餐廳提供的套餐價格低廉，特別受到學生們的喜愛。 / 在夏季促銷期間，這家電器商店的商品以低廉的價格吸引了大量顧客。 / 市場上，有些品牌的服裝即使價格低廉，質量卻相當不錯，讓人驚喜。 / 這個網站專門銷售低廉的旅遊優惠，許多人都因此計劃了假期旅行。 / 隨著競爭加劇，各大超市開始推出低廉的自有品牌商品，以吸引更多顧客。 / 這個社區中心提供低廉的英文課程，幫助更多移民學習語言。 / 在冬季，許多滑雪場會推出低廉的票價，讓更多人能夠享受滑雪的樂趣。 / 這家二手書店的書籍價格低廉，吸引了許多熱愛閱讀的書迷光顧。 / 隨著網購興起，許多平台都開始提供低廉的運費優惠，促進了線上消費。 / 這項公益活動邀請志願者提供低廉的醫療服務，幫助困難群體改善健康狀況。 / 在城市的某些區域，出現了提供低廉住宿選擇的青年旅館，讓背包客更容易找到落腳點。,vs-adj,低廉的價格 / 低廉的商品 / 低廉的費用 / 低廉的選擇 / 低廉的成本 / 提供低廉的服務 / 低廉的住宿 / 低廉的票價 / 低廉的網購 / 低廉的優惠
570.0,地球表面由岩石所構成的堅硬部分。,地盤,"The hard outer layer of the Earth, composed of rock.",地球表面由岩石所構成的堅硬部分。,這座城市的地下水利系統建設在特殊的地盤上，確保了水資源的有效利用。 / 隨著科技的發展，地盤的勘探技術越來越先進，使得資源的開發變得更加精確。 / 這棟大樓的安全評估考量了地盤的穩定性，以確保未來不會發生任何危險。 / 地盤的形成過程需要經歷數千年的風化和侵蝕，才能形成今日的樣貌。 / 在進行建設計劃時，專家們必須詳細分析地盤的結構，以避免未來的問題。 / 鑒於這個地盤的強度不足，工程師決定加強地基以確保建築物的安全。 / 的地盤的耐久性直接影響到建築物的使用壽命，因此在設計時必須謹慎考量。 / 在進行地盤檢測時，研究人員發現了豐富的礦藏，這引起了不少企業的關注。 / 這片土地的地盤特性使其成為理想的農業區，能夠高效產出各種農作物。 / 為了提高地盤的承載能力，施工團隊採用了先進的材料和技術，確保建築物的穩定性。 / 這座橋樑的設計充分考慮了地盤的變化，以應對未來可能出現的地質問題。,n,地盤的結構 / 地盤的勘探 / 地盤的利用 / 硬地盤 / 地盤的強度 / 地盤的穩定性 / 地盤的形成 / 地盤上層 / 建築在地盤上 / 地盤的耐久性
570.0,羅盤。,地盤,A compass.,在這裡可指持有的範圍或土地，通常與某種權力或影響力有關。,每個家庭都有自己的地盤，代表著他們的私人空間。 / 在城市裡，地盤的範圍常常受到法律的保護，以免被隨意侵犯。 / 小朋友在遊戲時，會制定規則來確定誰的地盤是哪些區域。 / 地盤的使用權利若無法妥善管理，容易引發鄰里之間的衝突。 / 在某些文化中，地盤不僅是物理的範圍，還象徵著社交地位的高低。 / 保護自己的地盤，意味著要積極維護自己的權益和生活環境。 / 在職場上，每位員工都有自己的地盤，這是他們專業能力的展現區域。 / 地盤的功能不僅僅是提供活動空間，更是促進人際互動的重要場域。 / 當地盤受到外部威脅時，社區成員通常會團結起來，共同捍衛。 / 學校的運動場被視為學生的地盤，代表著他們自由玩耍和鍛鍊的天地。 / 一個地盤的穩定，不僅需要合理的規劃，還需要大家共同的努力來維護。,n,一個地盤 / 地盤的範圍 / 重要的地盤 / 在地盤上 / 地盤的使用 / 建立地盤 / 使用地盤 / 地盤的功能 / 維護地盤 / 地盤持有
570.0,用特殊情勢所占據或控制的勢力範圍。如：「那兩個幫派為了爭奪地盤，發生了激烈的械鬥。」,地盤,A territory or domain controlled or occupied under specific circumstances.,用特殊情勢所占據或控制的勢力範圍。,兩個兄弟決定一起經營餐廳，討論著如何劃分各自的經營地盤。 / 在這個社區裡，新來的商家需要花時間適應，才能融入原本的經營地盤。 / 他們一直在競爭，想要擴大自己的業務地盤，甚至不惜降低價格來吸引顧客。 / 這個品牌的擴展策略明確，要迅速佔據年輕消費者的網路地盤。 / 隨著網路購物的興起，實體店面必須重新思考如何保持自己的地盤。 / 在這個城市的商業競爭中，公司們不斷調整策略，以確保自己的市場地盤不被侵佔。 / 新進的科技公司希望能在行業中建立自己的地盤，與老牌企業抗衡。 / 為了保持文化影響力，這個藝術團體正在努力拓展自己的活動地盤，吸引更多觀眾。 / 在全球化的浪潮中，本地品牌必須提升自身競爭力，以捍衛自己的市場地盤。 / 這場比賽不僅是體力的較量，更是各隊伍爭奪榮譽地盤的智慧戰鬥。 / 「地盤的防衛」成為這家公司的首要任務，因為他們不希望失去忠實的客戶群。,n,爭奪地盤 / 地盤的控制 / 擴張地盤 / 獲得地盤 / 地盤的範圍 / 地盤的競爭 / 本地盤 / 地盤的管理 / 確保地盤 / 地盤的防衛
570.0,房舍的地基。,地盤,The foundation of a building or house.,房屋的基礎部分，通常指地面下的部分，支撐整個建築。,在建造新房子之前，工人們必須先檢查地盤的穩定性。 / 設計師需要考慮地盤的承重能力，才能確保建築安全。 / 房子的地盤如果不穩固，未來可能會出現裂縫和傾斜的問題。 / 每次下大雨時，地盤的排水系統就會受到考驗，避免積水影響房屋。 / 地盤的土質分析對於選擇適合的建築材料非常重要。 / 確保地盤的安全性對於任何建築工程來說都是首要任務。 / 地盤的施工過程中，工人們必須嚴格遵守安全規範。 / 檢查地盤是否有雜物是施工前的重要步驟，以免影響後續工作。 / 當地盤遭遇地震時，建築的設計必須考慮到這一點，保障居民的安全。 / 在開始施工之前，專家會對地盤進行詳細評估，確保一切符合標準。 / 打好地盤是建築工程的基礎，只有這樣才能確保房屋的耐久性。 / 一個地盤的穩定性對整個建築物的安全至關重要，因此提前檢查非常必要。,n,一個地盤 / 堅固的地盤 / 房屋的地盤 / 施工的地盤 / 地盤的設計 / 地盤的維護 / 確保地盤 / 打好地盤 / 地盤的施工 / 地盤的評估
571.0,向水平的方向望去，大海或陸地與天空相連接成的橫線。[例]我們坐在海邊，望著夕陽緩緩的消失在地平線上。,地平線,A horizontal line formed by the meeting point of the sea or land and the sky when looking towards the horizon.,向水平的方向望去，海洋或陸地與天空相連接成的橫線。,當我站在山頂，遙望遠方的地平線時，心中感到無比的寧靜。 / 在海邊散步時，我喜歡思考那些延伸到地平線的夢想。 / 每當日出時，橘黃色的光芒照耀著地平線，讓人感到無限希望。 / 這幅畫描繪了一片美麗的沙灘，遠處的地平線和夕陽相互輝映。 / 我拿起望遠鏡，試圖看清地平線上的那艘小船。 / 在寒冷的早晨，地平線被薄霧籠罩，讓整個世界看起來如夢似幻。 / 望向地平線，我不禁思考未來的種種可能性和挑戰。 / 在旅行的路上，我經常停下腳步，驚嘆於那遙遠的地平線帶來的神秘感。 / 地平線的變化總是讓我想到生命中不斷變遷的時刻。 / 每當我看到海浪輕輕拍打著地平線，心中總會浮現出對自由的渴望。 / 當夕陽慢慢沉入地平線，天空的色彩變得如此絢麗，讓我感到無比的震撼。,n,一道地平線 / 遠方的地平線 / 海上的地平線 / 夕陽下的地平線 / 清晨的地平線 / 望向地平線 / 看見地平線 / 穿越地平線 / 平靜的地平線 / 連接地平線
572.0,地面高低起伏的形勢。[例]地勢陡峭、地勢平坦,地勢,"The topography or terrain of an area, referring to the high and low features of the land.",地面高低起伏的形勢。,這個地區的地勢非常平坦，非常適合農業發展。 / 在山區旅行時，地勢的變化會影響我們的行程安排。 / 這條小路的地勢崎嶇，走起來非常不容易。 / 因為地勢險峻，登山者在攀登時必須格外小心。 / 當地勢起伏不定時，駕駛在山路上需要更加集中注意力。 / 為了進行有效的城市規劃，專家們需要詳細評估該地區的地勢。 / 在這個地區，地勢的差異使得各個村莊之間的交通連接變得複雜。 / 這片森林的地勢較低，經常出現積水現象，影響生態系統。 / 當地勢較陡時，徒步旅行者應選擇合適的裝備以確保安全。 / 這座古城的防禦工事利用了地勢的天然屏障，增強了其安全性。 / 在設計新道路時，工程師必須充分考慮地勢的變化，以避免潛在的風險。,n,地勢陡峭 / 地勢平坦 / 地勢崎嶇 / 地勢險峻 / 地勢起伏 / 了解地勢 / 評估地勢 / 根據地勢 / 描述地勢 / 分析地勢
573.0,鋪在地面上的毯子，多為毛織物，亦有用棉、麻等質料製成。[例]這張色彩鮮麗的地毯，將大廳襯得華麗無比。,地毯,"A carpet; a textile covering for the floor, often woolen, but also made from cotton, linen, and other materials.",鋪在地面上的毯子，多數是毛織物，也有用棉、麻等材質製成。,客廳的地毯讓整個空間看起來更加溫馨。 / 新購的地毯上有漂亮的花紋，增添了房間的色彩。 / 地毯的顏色與沙發相襯，使得室內裝潢更協調。 / 這種柔軟的地毯非常適合小朋友在上面玩耍。 / 地毯上鋪滿了細沙，這讓她每次回家都要花時間清理。 / 昨天朋友來家裡玩，他不小心把飲料灑在地毯上，讓我很頭痛。 / 這張豪華的地毯是從土耳其進口的，質量非常好。 / 在寒冷的冬天，地毯的暖和感讓我倍感舒適。 / 我打算將舊地毯換掉，因為它已經嚴重磨損。 / 每次清理地毯時，我都會使用專業的清潔劑，以保持它的美觀。 / 這個房間的地毯讓人感到格外放鬆，真是一個理想的休息空間。,n,一張地毯 / 柔軟的地毯 / 豪華的地毯 / 舒適的地毯 / 新購的地毯 / 清潔地毯 / 鋪地毯 / 客廳的地毯 / 美觀的地毯 / 選擇地毯
574.0,能力、身分或地位等在一般標準以下。[例]人人生而平等，本無高貴或低下之分。,低下,"Below standard; referring to a situation, status, or capability that is inferior or lacking in quality.",能力、身分或地位等在一般標準以下。,我們不應該歧視那些收入低下的人，因為每個人都有其尊嚴。 / 他的表現低下，導致團隊的整體成績受到影響。 / 在這次考試中，許多學生的分數低下，使得全班的平均成績下降。 / 社會上對於低下地位的群體，應該給予更多的關注和支持。 / 雖然他的技術較低下，但他對工作的熱情讓人印象深刻。 / 在某些地區，由於經濟條件限制，居民的生活水平仍然處於低下的狀態。 / 教育資源的不足，使得這些學校的教學質量低下，學生難以獲得良好的學習環境。 / 我們必須正視環境污染問題，否則將來的生活品質會變得更加低下。 / 在企業中，如果管理層對員工的要求過於低下，可能會影響整體的工作效率。 / 即使在低下的情緒中，他仍然努力尋找可以激勵自己的原因。 / 由於科技的快速發展，那些技術水準低下的職業將面臨更大的挑戰。 / 在職場上，持續學習是避免陷入低下職業瓶頸的有效方法。,vs-i,低下的能力 / 低下的地位 / 低下的品味 / 低下的水準 / 低下的收入 / 低下的情緒 / 低下的標準 / 低下的要求 / 低下的福利 / 低下的素質
575.0,對親密伙伴朋友的稱呼。[例]在過去的軍旅生涯中，最讓我難忘的就是弟兄間彼此扶持成長的情誼。,弟兄,"A term of endearment used to refer to close friends or companions, often implying a bond similar to that of brothers.",對親密夥伴或朋友的稱呼，通常指彼此信任、支持的人。,在這次冒險中，我的弟兄們相互扶持，克服了許多困難。 / 弟兄之間的默契，不需要太多的言語，彼此心靈相通。 / 我常常感謝那些曾經陪伴我走過艱難歲月的弟兄們。 / 無論生活多忙碌，弟兄們總是會抽出時間來關心彼此的近況。 / 在團隊合作中，弟兄們的互助精神讓我們達成了許多目標。,n,弟兄們一起 / 兄弟情誼的弟兄 / 忠誠的弟兄 / 可敬的弟兄 / 交心的弟兄
