number,old_definition,word,translation,definition,example_sentences,part_of_speech,collocations
484,不精確的估計，大約。[例]我每天走路上學，大略要花半個小時。,大略,Approximate; an estimation that is not precise.,不精確的估計，表示大約的意思。,我們昨天查了資料，大略得知這個計畫需要六個月才能完成。 / 老師大略解釋了考試的範圍，以便同學們能好好準備。 / 他大略地介紹了自己的背景，讓大家對他有基本的了解。 / 這次的會議，我大略知道討論的主題是企業的未來發展。 / 通過這次調查，我們大略掌握了市場的需求和趨勢。 / 我大略知道這部電影的劇情，但是還沒有仔細看過。 / 在旅遊前，他大略規劃了一下行程，希望能更有效率地遊玩。 / 我大略估計了一下，這個項目需要的預算大約是十萬元。 / 從朋友那裡，我大略了解到這個城市的美食非常多樣化。 / 她大略掌握了法語的基本會話，足夠用來在巴黎旅遊時交流。 / 我大略知道這本書的主題是關於心靈成長，但還沒有深入閱讀。,adv,我大略知道 / 大略估計 / 我的大略想法 / 大略的時間 / 大略的情況 / 大略的預測 / 大略的數字 / 大略的計劃 / 大略的數據 / 大略的了解
484,遠大的謀略。[例]憑著他的雄才大略，終於振興了頹弊多時的家族企業。,大略,Ambitious and far-reaching plans or strategies.,有遠大的謀略或計畫，通常指對未來有長遠的考量和安排。,他的計畫雖然還沒具體實行，但大略方向已經確定。 / 在這次會議上，團隊提出了未來五年的大略藍圖，希望能改善公司的經營狀況。 / 她對未來的職業發展有大略規劃，希望能在五年內獲得升遷。 / 這本書的大略內容介紹了環保的重要性，以及每個人可以做出的貢獻。 / 在討論中，他給出的大略分析幫助大家理解了複雜的問題。 / 即使預算有限，他們還是制定了一個雄才大略的企劃，希望能在市場上取得成功。 / 這位教授的研究計畫雖然細節尚未完善，但其大略思路已經引起了同行的關注。 / 在學校的運動會上，老師們提前制定了大略的比賽安排，以確保活動能順利進行。 / 他對旅遊行程的大略安排，使得整個團隊都充滿了期待和興奮。 / 公司的新任總裁提出了大略的改革方案，旨在提升員工的工作效率和滿意度。 / 雖然這項新技術仍在開發中，但其大略的應用前景已經引起了產業界的廣泛討論。,n,雄才大略 / 大略計劃 / 大略分析 / 大略方向 / 大略策略 / 大略目標 / 大略藍圖 / 大略規劃 / 大略思路 / 大略預測
485,氣度宏偉。[例]這個人看起來器宇軒昂，大氣非凡。,大氣,Magnanimous; having a grand and impressive demeanor.,氣度宏偉，讓人感到尊敬。,這位企業家的決策大氣果斷，讓公司迅速走出困境。 / 在談話中，他表現出的大氣包容讓每個人都感到被尊重。 / 她的寫作風格大氣磅礡，讓讀者擁有身歷其境的感受。 / 他的胸懷大氣，不會因為小事而生氣或難過。 / 在面對挑戰時，他展現出的大氣與勇氣，激勵了周圍的人。 / 這部電影的大氣場面讓觀眾印象深刻，體驗到了磅礡的史詩感。 / 當她站上講台，話語中流露出的大氣自信讓所有人都靜默傾聽。 / 這位領導者的大氣風範，讓團隊成員充滿了信心和力量。 / 他在辯論中的表現大氣而理智，贏得了評審的高度肯定。 / 她的大氣視野使得這個計畫不僅限於眼前，更著眼於未來的發展。 / 無論遇到什麼困難，他始終保持著大氣的態度，讓周圍的人倍感安心。,n,大氣的風範 / 大氣的風度 / 大氣的形象 / 大氣的格局 / 大氣的眼光 / 大氣的影響 / 大氣的表現 / 大氣的心胸 / 大氣的情懷 / 大氣的志向
485,包圍地球的氣體。由多種氣體組成，以氮、氧為主要成分。[例]天氣的變化和大氣的流動具有密切關係。,大氣,"The atmosphere; the layer of gases surrounding the Earth, composed of various gases, primarily nitrogen and oxygen.",包圍地球的氣體，主要由氮和氧組成。,大氣層中存在著保護地球的臭氧層，能夠過濾掉有害的紫外線。 / 現代科技的發展使得我們能夠更精確地預測大氣的變化，從而提高了氣象預報的準確性。 / 大氣環境的改變對生態系統造成了嚴重影響，許多物種因此面臨生存危機。 / 大氣的流動對於全球氣候變化起著至關重要的作用，科學家們正在研究其運行機制。 / 在太空探索中，了解火星的大氣成分對未來的殖民計畫至關重要。 / 諾貝爾獎得主研究大氣的變化，揭示了氣候變暖的潛在危機。 / 大氣污染已成為國際社會關注的焦點，各國都在努力採取措施來改善環境。 / 我們的呼吸系統與大氣的質量密切相關，清新的空氣有助於維持健康。 / 大氣中的水蒸氣對天氣的形成有著重要影響，特別是在熱帶地區。 / 隨著工業化進程的加快，大氣中二氧化碳的濃度不斷上升，引發了全球暖化的擔憂。 / 經過長期觀測，科學家們發現大氣的成層結構對於維護地球的氣候系統至關重要。,n,大氣的變化 / 大氣的污染 / 大氣的層次 / 大氣的組成 / 大氣的運行 / 大氣的壓力 / 大氣的循環 / 大氣的成分 / 大氣的影響 / 大氣科學
485,用力地呼吸氣息。[例]我剛跑完一千五百公尺比賽，正在這兒喘著大氣呢！,大氣,To breathe heavily or gasp for breath.,用力地呼吸，特別是在運動後或感到疲累時。,我剛跑完一千公尺比賽，正在這裡喘著大氣呢！ / 她今天參加了馬拉松，現在坐在椅子上用力吸大氣，感覺非常疲憊。 / 我聽見他在角落裡喘著大氣，看起來好像快要累壞了。 / 這位老人在操場上散步，偶爾也要稍微停下來喘幾口大氣。 / 昨天下午，我們一起爬山，途中她不停喘著大氣，顯得有些吃力。 / 他剛完成高強度的訓練，現在站在那裡喘著大氣，臉上流滿了汗水。 / 在熱烈的籃球比賽中，球員們奮力奔跑，每次暫停都要喘著大氣，恢復體力。 / 我們在海邊玩沙子，跑得太快了，現在都要停下來喘幾口大氣，享受海風的涼爽。 / 昨晚的舞會上，跳得熱火朝天的她，現在也在角落裡喘著大氣，笑著說自己快累壞了。 / 他帶著孩子在公園裡奔跑，時不時要停下來喘著大氣，卻依然樂在其中。 / 在激烈的田徑競賽後，選手們都聚集在一起，互相鼓勵著，同時也喘著大氣，準備迎接下個挑戰。,n,喘著大氣 / 大氣急促 / 奔跑者喘著大氣 / 用力吸大氣 / 大氣不順 / 勉強喘著大氣 / 听见他喘著大氣 / 大氣中掙扎 / 大氣變得沈重 / 恢復大氣
486,可決定或支配重大事務的權柄。[例]董事長掌握公司大權，綜理所有重大決策。,大權,Significant authority or power to make decisions on major matters.,具有決定或支配重大事務的權力。,國家的財政部長擁有制定預算的重大大權，因此他的決策影響深遠。 / 在這次會議中，董事會討論了將部分大權下放給各部門的提議，以提高決策效率。 / 即使在休假期間，總經理依然握有公司的大權，隨時可以決定重要事項。 / 隨著選舉結果的公佈，新的市長開始逐步接手舊市長手中的大權。 / 這位知名的政治家在政壇上已經掌握大權多年，他的影響力讓許多人心生敬畏。 / 大權集中在少數領導人手中，這種情況使得許多員工感到工作的壓力加大。 / 在歷史的轉折點上，軍隊將大權掌握在自己手中，政治局勢隨之發生劇變。 / 隨著公司的擴張，總部決定將部分大權下放到地區辦事處，以促進當地市場的發展。 / 對於這個國家的外交政策，大權一直由國防部長主導，他的每一次出訪都備受關注。 / 在這次危機處理過程中，首席執行官暫時獨攬大權，制定緊急措施以穩定公司。 / 有人認為，若大權過度集中，將會對組織的創新和彈性造成不利影響。,n,大權在握 / 掌握大權 / 交出大權 / 集中大權 / 享有大權 / 擁有大權 / 失去大權 / 大權相爭 / 大權獨攬 / 大權動搖
487,受人招待或煩擾他人時所說的客套話。[例]改天如有機會，再來打擾。,打擾,To disturb or interrupt someone.,受人招待或煩擾他人時所說的客套話。,不好意思，我來打擾一下。 / 我在學習，希望不要給你打擾。 / 如果你們在忙，我不想打擾你們的工作。 / 我只是想問個問題，稍微打擾一下。 / 打擾你們一會兒，有件重要的事情需要討論。 / 希望我沒有打擾到你的休息。 / 對不起打擾你了，我只是想告訴你最新的消息。 / 有事想請教你，希望沒有造成任何打擾。 / 聽到你的聲音真好，別介意我打擾了。 / 這個時候打擾你我很抱歉，希望你能理解。 / 無論何時需要我都願意打擾你，謝謝你的耐心。,va-t,不好意思打擾你 / 希望沒有打擾到 / 不想打擾大家 / 請不要打擾我 / 受到你們的打擾 / 有事打擾你 / 麻煩打擾 / 希望沒有造成打擾 / 改天再打擾 / 特地打擾你
487,擾亂、驚動。[例]讓他把事情做完再說，暫時別去打擾他。,打擾,"To disturb or interrupt someone, often causing inconvenience.",擾亂他人，讓他無法專心。,她正在準備重要的報告，請稍等一下，讓她專心工作，暫時不要打擾她。 / 小孩在玩遊戲時，父母不希望任何人去打擾他們，讓他們有個快樂的時光。 / 如果你需要幫忙，請直接告訴我，不要打擾我正在進行的工作。 / 在圖書館裡，大家都很安靜，不能大聲說話，以免打擾到別人閱讀的心情。 / 她的朋友今天心情不好，希望身邊的人不要打擾她，讓她可以靜一靜。 / 請大家在會議上保持安靜，以便不打擾到正在發言的同事。 / 今天是我的休息日，我希望能夠好好放鬆，別人最好不要打擾我。 / 他正在進行重要的電話會議，請不要打擾他，以免影響他的工作進度。 / 希望這次的活動不會打擾到周圍居民的生活，讓大家都能和諧相處。 / 學校提醒學生，在上課時要保持安靜，不要打擾老師和同學的學習。 / 她正在準備考試，請大家不要打擾她，讓她專心復習。,va-t,不要打擾 / 打擾他人 / 打擾工作 / 打擾學習 / 請勿打擾 / 打擾心情 / 打擾休息 / 別打擾我 / 希望不會打擾到 / 暫時別去打擾
488,攀談。[例]他個性內向，不敢跟人搭訕。,搭訕,"To flirt or engage in casual conversation with someone, often with the intent of romantic interest.",與他人隨意交談，通常為了建立關係或引起注意。,他經常觀察別人怎麼搭訕，想學習一些技巧。 / 在酒吧裡，常常可以看到男生主動搭訕女生。 / 他的搭訕方式有點尷尬，讓對方不知如何回應。 / 有些人對於搭訕感到興奮，而另一些人則覺得這樣太過突兀。 / 最近她上網查了一些搭訕的話題，準備跟心儀的對象聊天。 / 如果你想成功搭訕，首先要觀察對方的情緒和反應。 / 她覺得搭訕是一種藝術，需要不斷練習和磨練。 / 有朋友告訴他，搭訕的時機選擇非常重要，影響對方的回應。 / 他在視頻中學到了一些搭訕的技巧，讓他更加自信。 / 雖然搭訕有時會讓人緊張，但成功後的滿足感是無法比擬的。 / 她發現，在大學裡搭訕比在其他地方容易得多，因為大家都在尋找友誼。,va-t,搭訕技巧 / 搭訕對象 / 搭訕時機 / 自信地搭訕 / 搭訕方式 / 成功的搭訕 / 被搭訕 / 搭訕經驗 / 搭訕對話 / 搭訕話題
489,大局的形勢。[例]大勢所趨、大勢已定,大勢,A situation or trend that reflects the overall circumstances and direction of events.,指整體局勢和趨勢，通常難以改變，影響未來的發展。,在國際貿易中，各國的合作關係逐漸改善，這是未來發展的必然趨勢。 / 公司開始重視環保，因為大家都看出這是大勢所趨。 / 透過分析大勢，我們可以更好地預測市場的變化。 / 政府正在考慮新的政策，以因應當前的政治大勢。 / 科技產業快速崛起，顯示了產業轉型的大勢已定。 / 近年來，綠色能源的興起顯示出環保大勢所逼，傳統能源產業不得不調整策略。 / 透過了解國際局勢的變化，我們能更清晰地把握未來的大勢。 / 在社會變革的浪潮中，青年人的聲音成為影響大勢的重要力量。 / 銀行業面臨數位轉型的挑戰，這已經是當前行業發展的大勢所趨。 / 文化交流的頻繁使得各國關係更加緊密，這是全球化進程中的大勢所趨。 / 隨著人口老齡化的加劇，相關產業的發展顯示出應對這一大勢的迫切需求。,n,大勢所趨 / 大勢已定 / 大勢所迫 / 大勢分析 / 看清大勢 / 解讀大勢 / 領會大勢 / 大勢影響 / 當前大勢 / 大勢演變
490,派駐在邦交國，代表國家與一國元首處理外交事務的最高官員。,大使,"An ambassador; the highest-ranking official stationed in a diplomatic mission, representing a country in a specific foreign nation.",派駐在邦交國，代表國家與該國元首處理外交事務的最高官員。,新任的大使最近抵達國都，準備展開他的外交任務。 / 在國際會議上，這位大使發表了關於氣候變遷的演講，得到了與會者的熱烈回應。 / 大使館的工作人員每天都會接待來自不同國家的訪客，促進友好交流。 / 昨天下午，外交部長接見了駐華的大使，討論雙邊貿易的未來合作。 / 這位大使在報告中強調了促進人文交流的重要性，期盼能加深兩國的友誼。 / 這位大使在社區活動中積極參與，向民眾介紹她的國家文化。 / 大使館舉辦了一場招待會，邀請各國大使和企業代表參加，以促進經濟合作。 / 在他的任期內，大使致力於推動科技領域的國際合作，為兩國關係注入新動力。 / 這次會議上，大使分享了他對於國際安全形勢的見解，獲得與會者的高度關注。 / 由於疫情影響，這位大使的外交行程受到限制，但她仍然積極尋求線上合作機會。 / 他作為特別大使，負責處理環境保護方面的重大議題，努力提高國際社會的重視。,n,一位大使 / 外交大使 / 任命大使 / 派遣大使 / 接見大使 / 重要的大使 / 新任的大使 / 特別的大使 / 在（某國）的大使 / 語言大使
491,整個局面。[例]做人做事應該要明禮義，識大體。,大體,A general situation or overall context.,整體的情況或大局。,在我們的工作團隊中，大家都要看清大體，避免不必要的爭議。 / 開會的時候，我們應該重點討論大體上所遇到的問題，而不是個別的小事。 / 對於家庭的事務，長輩總是希望年輕人能夠顧及大體，不要只顧著自己的感受。 / 當然，我們有不同的意見，但在大體上，我們的目標是一致的。 / 如果每個人都能識大體，這個團體的氛圍將會更加融洽。 / 在面對困難的時候，我們必須大體上考慮整個情況，以便做出最佳的決策。 / 在社交場合中，理解與尊重他人的觀點是識大體的重要表現。 / 學校的教育方針雖然有時會調整，但大體上還是朝著提升學生全人發展的方向前進。 / 為了公司的長遠發展，我們必須在一定程度上放下個人的利益，顧及大體。 / 在討論這項計畫時，團隊成員應該著眼於大體上的成績，而不是僅僅關注細節的失誤。 / 當國家面臨挑戰時，每個公民都應該識大體，為集體的利益作出貢獻。,n,認識大體 / 了解大體 / 顧及大體 / 大體上 / 大體而言 / 看清大體 / 識大體 / 大體的情況 / 大體的看法 / 大體上來說
491,大略、概要。[例]大體而言，這篇小說的文字技巧挺不錯的。,大體,In general; roughly or approximately.,大略的意思是一個事情的主要部分或概念，不需要詳細說明。,在大體上，這個計畫的目標是希望改善社區環境。 / 我們大體聽了他的報告後，對於未來的合作有了更清晰的方向。 / 雖然細節還沒有定下來，大體上我們的會議議程已經準備好了。 / 在大體上，這份研究報告提供了許多有用的數據和分析。 / 大體而言，這部電影的劇情雖然簡單，但卻引人深思。 / 我大體了解了這門課程的主要內容，接下來需要深入學習細節。 / 這次旅行的行程大體上安排得很合理，讓我們有足夠的時間休息。 / 大體上，這項新政策將對企業和員工都帶來正面的影響。 / 在大體上，這本書的主題圍繞著人類的探索與發現。 / 學校大體上已經確定了下學期的課程安排，老師們正在進行最後的調整。 / 我們大體討論了市場的趨勢，對未來的投資方向有了一些初步的想法。,adv,大體上 / 大體而言 / 大體內容 / 大體情況 / 大體框架 / 大體方向 / 大體意思 / 大體結論 / 大體分析 / 大體介紹
492,大體相同，但略有差異。[例]這兩本書的題材和內容大同小異，只是文字風格較為不同罷了。,大同小異,"Largely the same, but with minor differences.",大體相同，但略有差異。,這兩個品牌的運動鞋設計風格大同小異，都強調舒適性和時尚感。 / 這兩篇文章的觀點大同小異，都是支持環保政策的重要性。 / 餐廳的菜單雖然不同，但菜品的味道大同小異，讓人難以抉擇。 / 這幾部電影的情節大同小異，都是圍繞著愛情和友誼展開的故事。 / 在這個研討會上，專家的見解大同小異，主要集中在科技對教育的影響。 / 這兩個網站提供的資訊大同小異，都是關於旅遊攻略與景點介紹。 / 這兩本小說的主題大同小異，都探討了人性與道德的複雜關係。 / 不同的老師教授這門課程，但教學方法大同小異，都是以互動為主。 / 這些產品的功能大同小異，主要差別在於價格和品牌形象。 / 在不同國家的節慶慶祝方式雖各有特色，但核心理念大同小異，都是慶祝與團聚。 / 這兩篇研究報告的結論大同小異，都強調了氣候變遷的迫切性與重要性。,idiom,內容大同小異 / 樣式大同小異 / 觀點大同小異 / 設計大同小異 / 做法大同小異 / 方法大同小異 / 情況大同小異 / 結果大同小異 / 效果大同小異 / 看法大同小異
493,,大為,A male; referring to an adult human male.,大為，指程度非常或變化很大。,他在比賽中表現得非常出色，讓評審都大為驚訝。 / 當他得知這個消息後，心情大為振奮，充滿了希望。 / 能在國際會議上發言，對於她來說是一次大為難得的機會。 / 隨著新政策的推行，公司業績大為提升，員工們也紛紛感到振奮。 / 他的突然造訪讓我們大為意外，沒想到他會這麼快回來。 / 這部電影的劇情跌宕起伏，讓觀眾看的時候大為感動，忍不住流下眼淚。 / 看到朋友們的支持，她的信心大為增強，決定勇敢面對挑戰。 / 這位藝術家的作品深具震撼力，令參觀者大為讚歎，對於藝術的理解也更加深入。 / 隨著科技的快速發展，許多傳統行業面臨大為挑戰，必須迅速調整以適應新環境。 / 他的演講內容翔實有趣，聽眾們聽完後都感到大為啟發，對該議題有了更深的認識。 / 這次旅行的美景和文化體驗讓我大為陶醉，忍不住想要再次造訪。,n,大為英俊 / 大為成熟 / 大為有才 / 大為出色 / 大為的表現 / 大為支持 / 大為的貢獻 / 對大為的稱讚 / 大為的影響 / 向大為學習
494,非常高興。[例]他榮登榜首的消息傳來，全家大喜。,大喜,Extremely happy; expressing great joy.,非常高興的意思。,他考上大學的消息傳來，全家人都大喜。 / 今年的團圓佳節，家裡添了一位小寶寶，讓大家都感到大喜。 / 朋友的婚禮在即，邀請函送到的時候，我們都非常大喜。 / 昨天聽說公司要升薪，全辦公室的人都感到大喜。 / 祖母的生日派對上，每個人都帶來了祝福，讓她大喜不已。 / 他們得知自己贏得了旅遊大獎，心中充滿了大喜。 / 在春節的家庭聚會上，新年祝賀的時候，所有人都洋溢著大喜的笑容。 / 看到舊友重聚的消息，她忍不住感到心中大喜。 / 這次考試成績出來後，學校裡的老師和學生們都非常大喜。 / 聽說咱們的小鎮要舉辦文化節，大家在期待中大喜。 / 他們收到了國際比賽獲獎的通知，全家都為此大喜。,vs-adj,家庭大喜 / 全家大喜 / 受到了祝福大喜 / 親友們大喜 / 高興的大喜 / 笑聲中大喜 / 這個好消息大喜 / 突然的大喜 / 得獎後大喜 / 大家都大喜
495,高大的樓房。[例]這座大廈高聳入雲，已成為本市的新地標。,大廈,A tall building; a large and high-rise structure.,高大的樓房，通常有多層，經常用作居住或辦公。,這座大廈的外牆是用玻璃建造的，讓整個建築看起來非常現代化。 / 我住的社區裡，新大廈的建設吸引了很多年輕人前來租屋。 / 這棟大廈的設計靈感來自於大自然，讓人感受到舒適與放鬆。 / 在大廈的頂樓，有一個咖啡廳，可以俯瞰整個城市的美景。 / 我每天都要經過這棟歷史悠久的大廈，它見證了這個城市的發展與變遷。 / 為了提升居住品質，社區裡的老大廈正在進行翻修工程。 / 這棟大廈的住戶來自世界各地，形成了一個 multicultural 的生活環境。 / 在公司的辦公大廈裡，員工們每天都面對著繁忙的工作與壓力。 / 這座大廈的電梯速度非常快，讓人瞬間到達高層辦公室。 / 許多藝術展覽都選擇在這棟大廈的空間舉辦，吸引了眾多文化愛好者。 / 這座大廈的設施非常完善，住戶可以享受到健身房和游泳池的服務。,n,一棟大廈 / 新大廈 / 高聳的大廈 / 豪華的大廈 / 商務大廈 / 辦公大廈 / 住宅大廈 / 現代大廈 / 高級大廈 / 多層大廈
496,商店晚上收市。[例]我們來得太晚，這家店已打烊了。,打烊,To close a shop for the night; to cease business operations at the end of the day.,商店晚上收市，不再營業。,這家餐廳每晚九點打烊，所以我們不能太晚去。 / 即使已經打烊，店員還是熱心地幫我們找到需要的商品。 / 他告訴我，這家店今天特別早打烊，只有六點就關門。 / 我們剛到的時候，店家已經打烊了，無法享用晚餐。 / 打烊後，店內的燈光變得柔和，讓人感到放鬆。 / 今天的市場九點就打烊了，所以我得趕快去買點水果。 / 我很喜歡這家咖啡館，但他們下午五點就打烊，讓我有點失望。 / 即使知道快要打烊，我還是忍不住想再點一杯飲料。 / 這家書店打烊前常常會舉辦小型的閱讀分享會。 / 我發現這家服裝店的打烊時間比周圍店家早，只有八點半。 / 客人們在打烊前紛紛結帳，生怕錯過這個購物的最後時刻。,vp-i,店家打烊 / 已經打烊 / 幾點打烊 / 快打烊了 / 準時打烊 / 打烊後的客人 / 打烊的時間 / 打烊前的顧客 / 打烊通知 / 準備打烊
497,大概要意。[例]這本書的大意是要人養成勤儉的習慣。,大意,The main idea or gist; a summary or overview.,主要的意思或要點。,這篇文章的大意是探討環保的重要性。 / 老師讓我們簡述這部電影的大意，以便大家能更好地討論。 / 我在讀完小說後，寫下了這本書的大意，方便回顧。 / 聽完演講後，我能把他的大意整理出來，大家都很感興趣。 / 這首歌的大意表達了對青春的懷念與珍惜。 / 如果你能把這篇文章的大意說出來，會對理解整體內容有所幫助。 / 學期末，我需要提交一份報告，裡面要包含這本書的大意與我的感想。 / 為了準備考試，我每天都在練習抓住每篇文章的大意。 / 這幅畫的創作大意是反映人類與自然的和諧關係。 / 在討論中，我發現大家對這個問題的大意理解都不太一致。 / 當我聽到這個故事時，心中的大意是希望能戰勝一切困難。,n,說明大意 / 理解大意 / 總結大意 / 簡述大意 / 抓住大意 / 表達大意 / 掌握大意 / 形成大意 / 撰寫大意 / 明白大意
497,不注意、忽略。[例]開車時一定要專心，一點都不能大意。,大意,Negligent; careless or inattentive.,不注意或忽略某些事物。,開會時若稍微不注意，可能會錯過重要的資訊，不要大意。 / 學習外語時，如果對文法規則大意忽略，會影響表達的清晰度。 / 行車上路前，檢查一下車輛狀況是必要的，因為不能大意。 / 朋友提醒我看書時要專心，千萬別大意，否則會理解錯誤。 / 在考試中，即便是簡單的題目也不能大意，因為這可能影響總分。 / 老師說上課時不能大意，因為錯過一個小時的內容會影響整體學習。 / 準備報告時，如果對數據分析大意粗心，可能會導致錯誤的結論。 / 拜訪客戶時，我一定要注意細節，不能大意，以免影響公司的形象。 / 在烹飪過程中，如果對時間掌控大意，食物可能會煮得過頭或焦掉。 / 進行體育活動時，若不做好熱身準備而大意，容易造成運動傷害。 / 在旅途中，即使路線熟悉也不能大意，因為有時候會出現意想不到的情況。,n/v,小心大意 / 不能大意 / 不要大意 / 避免大意 / 大意造成 / 一點大意 / 大意誤會 / 變得大意 / 確保不大意 / 專注不大意
498,以手工製造。[例]這條項鍊打造得相當精緻。,打造,To create or forge with craftsmanship.,以手工方式製造或雕刻某物。,這位珠寶設計師用心打造了一系列獨特的項鍊。 / 他們團隊合作，打造了一個創新的手機應用程式。 / 在這部電影裡，導演精心打造了每一個角色，讓故事更加感動人心。 / 這家新開的咖啡館特別打造了一個舒適的閱讀角落，吸引了許多顧客光顧。 / 設計師打造的這款椅子不僅美觀，還非常舒適實用。 / 公司希望透過專業團隊，打造出更具競爭力的產品。 / 這位藝術家花了數月的時間，打造出一幅令人驚嘆的畫作。 / 我們計劃打造一個綠意盎然的社區花園，讓居民可以在此放鬆心情。 / 這個網站的創始人致力於打造一個方便用戶交流的在線平台。 / 為了提升學校的教學質量，校方正在打造一套新的教學評估系統。 / 他用心打造的這首音樂作品，讓聽眾感受到深厚的情感和力量。,vp-t,藝術品打造 / 品牌打造 / 手工打造 / 用心打造 / 經典打造 / 細節打造 / 團隊打造 / 產品打造 / 設計打造 / 環保打造
499,將藥液注射到有機體內。[例]小孩最怕打針了。,打針,To inject; to administer a vaccine or medication via a syringe.,將藥液注射到有機體內。,小孩最怕打針了。 / 打針時，醫生會先告訴你要注意的事項。 / 打針後，有些人可能會感到手臂酸痛。 / 每年我都需要打流感疫苗來預防生病。 / 醫院裡的護士很專業，幫我打針的時候幾乎沒感覺。 / 打針的過程中，我試著放鬆心情，這樣會好一些。 / 我每次打針都會想起小時候的痛苦經歷。 / 有時候，打針會讓人感到不適，但這是為了健康。 / 打針前，醫生會確認我的過敏史，以免發生意外。 / 即使我知道打針對健康有益，心裡還是會感到緊張。 / 打針的經驗讓我學會了怎麼克服對醫療的恐懼。,va-t,打針的經驗 / 打針時 / 打針後 / 打針疫苗 / 打針的醫生 / 打針的痛感 / 常常打針 / 需要打針 / 打針治療 / 在醫院打針
500,旋轉、繞圈子。[例]颱風目前仍在呂宋島北方的海域打轉，不知什麼時候會遠離？,打轉,To rotate or spin in circles.,旋轉或繞圈子。,在海邊，孩子們快樂地追逐海浪，沙灘上的小球不停地打轉。 / 風箏在藍天中自由地打轉，吸引了不少路人駐足觀賞。 / 在這個大型商場裡，人群不斷地流動，彷彿整個空間都在打轉。 / 音樂節的舞台上，樂手們激情演奏，燈光打轉得讓人目不暇給。 / 隨著旋轉木馬的轉動，小朋友們都歡笑著，享受著這歡樂時光。 / 她的思緒像一團亂麻，總是打轉，難以找到解決問題的辦法。 / 俯瞰城市，車輛在路上穿梭，彷彿整座城市都在打轉。 / 在寒冬的夜晚，雪花靜靜地打轉著，為大地披上了一層白紗。 / 隨著電影的高潮，情節如旋風般打轉，讓觀眾緊張不已。 / 每當他思考未來的計畫，腦海裡的想法就不斷打轉，讓他難以平靜。 / 鐘表的指針穩定地打轉，提醒著人們時間的流逝不可逆轉。,va-i,不停地打轉 / 原地打轉 / 思緒打轉 / 腦袋打轉 / 迷失打轉 / 情緒打轉 / 想法打轉 / 時間打轉 / 自己打轉 / 無意義地打轉
501,尊稱別人的著作。[例]拜讀大作,大作,A respectful term for referencing someone's work or writing.,對別人的著作表示尊重和推崇的稱呼。,推薦你閱讀這位作家的大作，裡面充滿了智慧與感悟。 / 我今天收到朋友的邀請，希望能夠共賞他的新大作。 / 在展覽上，我看到了許多藝術家的大作，讓我驚嘆不已。 / 這篇論文被學界譽為當年的大作，對於這個領域的研究貢獻良多。 / 在書店裡，我發現了一本關於歷史的大作，讓我立刻想要買下來。 / 他的最新大作讓人印象深刻，尤其是對情感的細膩描寫。 / 我常常聽人提起這位畫家的大作，今天終於有機會親自欣賞。 / 在文學課上，老師讓我們討論這位作家的經典大作，提升了我們的思考能力。 / 每年文學獎的評審中，總有幾部大作令評委們難以抉擇。 / 這部電影的導演曾經創作過幾部大作，讓人對新片充滿期待。 / 經過一番努力，他終於完成了自己的第一部大作，讓家人感到無比驕傲。,n,拜讀大作 / 欣賞大作 / 讚賞大作 / 閱讀大作 / 研究大作 / 鑒賞大作 / 推薦大作 / 傑出的大作 / 知名的大作 / 精心撰寫的大作
501,猛烈的興起。[例]狂風大作,大作,To occur violently or with intensity.,猛烈地興起。,突如其來的大雨使人們不得不尋找避雨的地方。 / 在晚會上，大家都在期待一位歌手的表演，氣氛變得越來越熱鬧。 / 隨著網路的普及，線上購物逐漸成為人們日常生活中不可或缺的一部分。 / 在學校的運動會上，學生們熱情高漲，為自己的班級加油助威。 / 最近，社交媒體上關於環保話題的討論越來越頻繁，引發了人們的關注。 / 當地的節慶活動吸引了大量遊客，街道上人潮洶湧。 / 隨著科技的發展， AI技術在各行各業的應用也日益廣泛。 / 當新菜上市時，食客們紛紛前來嘗鮮，餐廳裡熱鬧非凡。 / 每當體育賽事舉行，觀眾的情緒也會隨之高漲，形成獨特的現場氛圍。 / 最近的電影上映後，觀眾評論熱烈，引發了許多關於劇情的討論。 / 受到經濟形勢的影響，市場上投資活動頻繁，讓人們對未來充滿期待。,vp-i/N,狂風大作 / 雷聲大作 / 大雨大作 / 噪音大作 / 情緒大作 / 討論大作 / 人潮大作 / 火焰大作 / 變化大作 / 驚慌大作
