number,old_definition,word,definition,translation,example_sentences,part_of_speech,collocations,problematic_words
2735,有權力者，將權力委託他人或機構，使代為執行。[例]處長已授權張主任來處理這件事。,授權,有權力者將權力委託他人或機構，讓他們代為執行。,To delegate authority; to empower someone to act on behalf of another.,經理已經授權人力資源部門負責處理所有的招聘事宜。 / 如果你想要取得更高的管理權限，必須先獲得授權。 / 客戶需要填寫授權書，這樣我們才能處理他的帳戶問題。 / 公司規定，任何財務支出都必須經過授權才能執行，以避免不必要的浪費。 / 此項目需要得到高層的授權，才能進一步推進到實施階段。 / 請向你的上司申請授權，以便你能夠訪問這些敏感的數據。 / 授權協議必須雙方簽署，才能在法律上生效，確保各自的權益。,vp-t/N,授權書 / 授權人 / 授權範圍 / 授權代理 / 授權使用 / 自動授權,"代為, 權限, 招聘, 填寫"
2736,收留容納。[例]慈善機構收容了許多孤苦無依的老人。,收容,收留並容納需要幫助的人或動物，提供他們避難和照顧。,To receive and accommodate; to provide shelter or support.,慈善團體致力於收容無家可歸的人，給予他們基本生活保障。 / 這些被收容的孩子們在社區的支持下，有機會重新回到正常的生活軌道。 / 收容機構舉辦了多場活動，旨在提高公眾對流浪動物的關注和愛護。 / 收容所的動物需要更多的愛心與關懷，才能找到適合的家庭。 / 隨著社會問題的加劇，收容所的容量逐漸達到極限，亟需更多的資源來支持運作。 / 為了改善收容環境，該機構最近進行了全面的設施升級和維護。,va-t,收容所的動物 / 收容的機構 / 收容的對象 / 被收容的孩子 / 收容的政策 / 收容人口的增加,"亟需, 容量, 加劇, 旨"
2737,原指頭部的飾物，後泛稱女子身上佩戴的裝飾品，如別針、臂釧、珠花、指環等。《文選．曹植．洛神賦》：「戴金翠之首飾，綴明珠以耀軀。」《儒林外史》第四○回：「將他那房裡所有動用的金銀器皿，真珠首飾，打了一個包袱。」,首飾,原本指的是頭部的裝飾品，後來引申為女性身上佩戴的各種裝飾品，如別針、臂釧、珠花、指環等。,"Jewelry; originally referred to head ornaments, it now broadly refers to decorative items worn by women, such as brooches, bracelets, hairpins, and rings.",在婚禮上，新娘的首飾閃耀著迷人的光芒。 / 這位明星佩戴的首飾引起了媒體的廣泛關注。 / 這個首飾盒裡收藏著許多珍貴的家傳首飾。 / 時尚雜誌上介紹的那款首飾，讓我忍不住想要購買一樣的。 / 我在網上看到一件首飾評價很好，忍不住下單購買。 / 這位藝術家的首飾設計靈感來自於自然，讓人感受到與眾不同的美。,n,一件首飾 / 一套首飾 / 珍貴的首飾 / 佩戴首飾 / 挑選首飾 / 收藏首飾,"引申, 臂, 釧, 佩戴, 珠"
2738,遭受損害。[例]這輛汽車受損的情況嚴重，得送廠檢修。,受損,遭受損害，身體或物品受到傷害或損壞。,To be damaged or harmed.,這場颱風過後，許多建築物受損嚴重，需要重新整修。 / 如果你的手機受損，可以到專門修理的店裡檢查。 / 這幅畫作在運送過程中受損，使得收藏家的心情大為失落。 / 在火災發生後，許多居民的財物受損，急需社會的幫助。 / 這台機器的零件經過長時間使用後逐漸受損，需要進行維修。 / 受損的房屋需要專業的評估，以決定是否可以修復。,vp-i,受損的財物 / 受損的物品 / 受損的情況 / 受損的設備 / 嚴重受損 / 受損的設施,
2739,物體由大變小、由長變短或向內部縮聚。[例]時常收縮腹部肌肉，有助於排出體內廢氣。,收縮,物體由大變小、由長變短，或向內部縮聚。,To shrink or contract; to reduce in size or length.,當空氣壓力變低時，氣體會隨之收縮。 / 如果布料用熱水洗，可能會出現收縮的情況。 / 在冷卻過程中，熱膨脹的物體會慢慢收縮到原本的大小。 / 收縮肌肉的方式能提高身體的靈活性和力量。 / 在高度壓力下，橡膠會迅速收縮，導致產品的尺寸變小。 / 在冷卻過程中，金屬會逐漸收縮，這是因為其原子活動減慢。,vp-i,收縮肌肉 / 收縮效果 / 收縮速度 / 收縮過程 / 逐漸收縮 / 迅速收縮,"布料, 橡膠, 隨, 原子"
2740,指個人經濟狀況。[例]他最近手頭很緊，連日常開銷都無法應付。,手頭,指個人目前的經濟狀況，通常表示財務困難或緊張。,Financially constrained or lacking funds.,她最近手頭不夠，無法外出吃豐盛的晚餐。 / 為了省錢，他決定暫時不買新衣服，因為手頭緊。 / 他手頭的開支有點超過預算，因此需要重新計劃。 / 這個月因為意外的開銷，她感到手頭有點緊張。 / 手頭的現金不夠，他不得不向朋友借錢。 / 她最近手頭很緊，連最基本的生活開銷都變得困難。 / 由於工作的不穩定，他手頭的收入嚴重減少。 / 他手頭的存款已經不多，於是決定減少不必要的消費。 / 因為手頭緊，他不得不放棄假期旅行的計劃。 / 這段時間她手頭的財務狀況比較緊張，因此不再隨意買東西。 / 他手頭的開支控制得很好，這樣才能應對突然的經濟困難。,n,手頭緊 / 手頭寬裕 / 手頭緊張 / 手頭有點緊 / 手頭拮據 / 手頭的開支 / 手頭的狀況 / 手頭的錢 / 手頭不夠 / 手頭的困難,"得, 寬裕, 拮, 省錢"
2740,手邊、手裡。指正掌握或正在進行的狀況。[例]手頭正有這本書。,手頭,指身邊或手裡有的東西，或正在進行的狀況。,At hand; Referring to something that is available or being handled directly.,他最近手頭有很多工作需要處理，幾乎沒有時間休息。 / 她手頭上正有一本有趣的小說，打算在週末好好享受閱讀。 / 他手頭的資料還不完整，必須再做一些調查才能提交報告。 / 雖然手頭資金有限，但我們仍然想嘗試這個新項目。 / 他手頭的任務十分緊急，必須優先處理以避免延誤。 / 目前手頭的項目遇到了一些挑戰，我們需要團隊合作來克服困難。,n,手頭資金 / 手頭項目 / 手頭計劃 / 手頭事務 / 手頭資料 / 手頭上,提交
2741,看守防衛的人。[例]林伯伯在這家工廠擔任守衛已經十幾年了。,守衛,看守和防衛某個地方或人，確保安全。,A guard; a person responsible for monitoring and protecting a place.,守衛的職責不僅是查看身份證，還要留意周圍的可疑情況。 / 當警報響起時，守衛立即啟動安全程序，以保護公司的財產。 / 這位守衛已經在博物館工作十年，對每件展品都格外小心。 / 守衛的工作還包括幫助遊客解答問題，讓大家感受到安全與關懷。 / 這家酒店的守衛會定時檢查泊車區，防止非法停車或破壞行為。 / 遇到可疑的人員，守衛會禮貌但堅定地要求驗證身份，以維護公共安全。,n,一名守衛 / 守衛的工作 / 守衛的職責 / 守衛室 / 現場守衛 / 守衛的責任,"身份證, 響起, 展, 遊客, 泊, 停車"
2741,看守防衛。[例]倉庫裡新進一些價值不菲的貨物，必須派人輪流守衛。,守衛,看守和防護某個地方或物品，確保其安全。,To guard and defend; to watch over a secured area.,在寒冷的冬夜，他們依然堅守崗位守衛家園，確保沒有任何異常情況發生。 / 在大型活動中，守衛們需要輪流守衛，確保人員和財物的安全。 / 在這座古老的城堡裡，守衛們每天都會檢查各個入口，嚴格守衛以防止任何不法分子的侵入。 / 他職責包括監控監視器，定期巡邏守衛，以便及時發現任何可疑的情況。 / 辦公室裡的守衛經常巡邏守衛，日夜守衛，確保每一個角落都不會有遺漏。 / 為了加強安保，公司決定聘請專業的守衛團隊，負責全天候守護。,n,巡邏守衛 / 日夜守衛 / 輪流守衛 / 重要守衛 / 嚴格守衛 / 特殊守衛,"監視器, 安保, 全天候, 型"
2742,職位或身分地位最高的。[例]首席檢察官,首席,職位或身分地位最高的。,"The highest-ranking or leading position; for example, in the title ""Chief Prosecutor"" (首席檢察官).",這家公司最近聘請了一位新的首席執行官，期望能帶來更好的業績。 / 在這次會議上，首席顧問提供了很多寶貴的建議，幫助公司制定未來的策略。 / 這位首席科學家的研究成果，為醫療領域帶來了革命性的進展。 / 這位首席設計師的創新理念，使得產品在市場上獲得了廣泛的認可。 / 新任首席分析師利用數據驅動的方法，幫助團隊做出更明智的商業決策。 / 在國際會議上，首席律師分享了有關知識產權的最新法律動態，引起了與會者的高度關注。,n,首席執行官 / 首席顧問 / 首席科學家 / 首席設計師 / 首席分析師 / 首席律師,"產權, 新任"
2743,受到限制。[例]學生可任意取閱圖書館中的書報雜誌，從未受限。,受限,受到限制，無法自由行動或選擇。,Restricted; subjected to limitations.,這項計畫的推動受限於預算的不足，因此無法執行更大的方案。 / 受限於時間的壓力，這位藝術家只能用速寫的方式來完成她的作品。 / 在這些嚴格的規定下，他們的活動受限，無法自由討論和交流想法。 / 受限於當地的法律，這家公司無法擴展到新的市場。 / 這部電影的上映受限於版權問題，使得觀眾無法在多數平台上觀看。 / 受限於個人隱私的考量，這項調查無法深入了解受訪者的真實想法。,va-i,受限於時間 / 受限於空間 / 受限於預算 / 受限的選擇 / 受限於政策 / 受限於法律,"速寫, 版權"
2744,內閣制度國家的行政首長。[例]英國首相、日本首相,首相,內閣制度國家的最高行政負責人，通常負責領導政府及執行政策。,"The head of government in a cabinet system, typically referred to as the prime minister.",在英國，首相的每一次演講都受到媒體的廣泛關注。 / 日本的首相在國會中發表演說，強調經濟復甦的重要性。 / 最近，前任首相的回歸引發了不少民眾的期待與討論。 / 現任首相面臨著來自各方的壓力，促使他重新考慮政策方向。 / 在國際峰會上，各國首相就氣候變遷議題進行了熱烈的討論。 / 在與其他國家首相的會談中，他強調了多邊合作的重要性。,n,英國首相 / 日本首相 / 現任首相 / 前任首相 / 首相選舉 / 首相會議,"日本, 英國, 峰"
2745,過生日的人。[例]唱完生日歌，我們再請壽星切蛋糕。,壽星,過生日的人。,A birthday celebrant; the person whose birthday is being celebrated.,大家聚在一起為壽星慶祝，氣氛非常熱鬧。 / 今年的壽星特別期待，因為她知道會有一份驚喜禮物等著她。 / 壽星的家人準備了丰盛的晚餐，讓這個生日更加難忘。 / 小朋友們為壽星準備了手工卡片，表達他們的祝福和愛。 / 壽星的朋友們一起唱生日歌，讓這一刻變得更加特別。 / 朋友們為壽星準備了一個驚喜派對，希望能給她帶來難忘的回憶。,n,壽星的蛋糕 / 為壽星慶祝 / 壽星的願望 / 壽星的禮物 / 壽星的喜悅 / 壽星的笑容,"丰, 過生日"
2746,接受訓練。[例]他在成功嶺受訓之後，身體變得更健壯了。,受訓,接受一定的訓練，通常為了提高技能或應對特定的工作或任務。,To receive training or instruction.,每個受訓者都必須通過考試，才能獲得專業證照，這樣才能從事相關工作。 / 學校新設立的受訓課程，旨在提高學生的語言能力和職場競爭力。 / 為了提升員工的專業技能，公司制定了一項新的受訓計畫，讓大家能夠持續進步。 / 在體育隊伍中，選手們每年都要參加夏令營受訓，以增強體能和技術水平。 / 為了適應快速變化的市場需求，許多企業開始實施靈活的受訓方案，讓員工能隨時接受新知識。 / 受訓期間，學員們需要完成一系列實踐任務，以鞏固所學的理論知識與技能。,vp-t,受訓計畫 / 受訓課程 / 受訓單位 / 受訓時間 / 受訓內容 / 受訓成果,"體, 證照, 旨"
2747,收留養育。[例]他兩歲時父母雙亡，是被伯父收養帶大的。,收養,收留並撫養他人，通常指照顧孤兒或無家可歸者。,To adopt; to take in and raise a child who is not one's own.,有些人因為沒有能力照顧小孩，選擇將孩子送到收養機構。 / 收養過程不僅需要時間，還需要考慮各種法律問題。 / 收養政策的改變，使得更多的孤兒能夠找到合適的家庭。 / 根據最近的報導，收養的法律程序已經變得更加簡化，以幫助有意願的家庭更快完成收養。 / 在某些國家，收養的條件非常嚴格，以確保每個孩子能進入安全的生活環境。 / 收養孩子的家庭，常常會面臨適應新生活的挑戰，但愛能克服這一切困難。,va-t/N,收養孩子 / 被收養 / 收養機構 / 收養的過程 / 收養的程序 / 收養的困難,
2748,居第一位、最重要的。[例]當前首要的政治工作是如何使民眾富而好禮。,首要,居第一位，最重要的。,Primary; of utmost importance; first in order.,在這場會議中，解決環境問題是首要的課題。 / 為了提高工作效率，團隊首要的目標是改善溝通方式。 / 對於學生來說，學習的首要任務是掌握基礎知識。 / 在家庭中，維護親密關係是每個成員首要的責任。 / 為了促進公司發展，市場調查成為首要的工作步驟。 / 對於藝術創作者而言，尋找靈感是創作過程中首要的挑戰。,vs-adj,首要任務 / 首要目標 / 首要問題 / 首要的因素 / 首要的考量 / 首要的挑戰,"言, 居"
2749,得到好處、利益。[例]昨天老師講的一番話，讓我受益匪淺。,受益,得到好處或利益。,To benefit or gain from something.,這本書的知識讓我在未來的工作中受益無窮。 / 在這次志願活動中，我也受益於和不同背景的人交流。 / 大家都受益於這項新的政策，使得生活更加便利。 / 這門課程使我在技能上受益，讓我更加自信地面對挑戰。 / 參與這次的文化交流，我對不同文化的理解加深了，真是受益良多。 / 這次的讀書會讓我發現了許多有趣的書籍，我在閱讀中受益匪淺。,va-i,受益於知識 / 受益的企業 / 受益的群體 / 大大受益 / 受益匪淺 / 直接受益,"良多, 受益匪淺"
2750,用手製作的技藝。[例]這位雕刻師傅的手藝至今無人能比。,手藝,用手製作的技藝。,Skilled craftsmanship; Refers to the skill and artistry involved in handcrafting or producing something.,這位工匠的手藝非常好，每一件作品都顯示了他的技術。 / 這個村莊因為擁有獨特的手藝，吸引了不少人前來學習和交流。 / 教授的手藝課程中，學生們不僅學會了技巧，還體會到手作的樂趣。 / 當地的手藝傳承了幾百年，並且加入了現代的設計，讓人感到很新奇。 / 她的手藝在朋友之間口耳相傳，大家都希望能擁有她親手製作的獨特禮物。 / 這位雕刻師傅的手藝至今無人能比，他每一刀下去都充滿了靈魂和故事。,n,高超的手藝 / 獨特的手藝 / 熟練的手藝 / 了不起的手藝 / 不凡的手藝 / 手藝值得欣賞,"作, 至今"
2751,所收取或獲得的利益好處。[例]捷運通車後，沿線居民的收益良多。,收益,所收取或獲得的利益和好處。,To refer to the benefits or gains obtained from an activity or investment.,農民們希望透過不同的銷售管道來提高他們的收益。 / 若能合理規劃預算，家庭的收益管理將變得更加有效。 / 收益分析報告顯示，最新產品的銷售情況非常良好。 / 隨著新技術的引入，公司的收益模式也發生了顯著變化。 / 透過員工培訓，企業期望能夠提升員工的效率，進而增加收益。 / 投資者對於該項目的收益預期十分樂觀，這吸引了更多的資本進入市場。,n,收益增加 / 收益下降 / 收益分析 / 收益率 / 收益穩定 / 收益改善,"收取, 引入, 若"
2752,手臂上下兩段交接的關節處。[例]他的手肘因打網球用力不當而受到嚴重的傷害。　◎,手肘,手臂上下兩段交接的關節處。,The elbow joint where the upper and lower sections of the arm meet.,我打籃球時不小心跌倒，手肘疼痛得厲害。 / 昨天我在健身房做重量訓練，導致手肘關節有點不舒服。 / 他在摔跤比賽中手肘受傷，醫生建議他先進行物理治療。 / 上週我去按摩，按摩師專門幫我舒緩了緊繃的手肘肌肉。 / 為了減少手肘的壓力，我開始嘗試使用更輕的運動器材。 / 醫生告訴我，適當的拉伸可以幫助改善手肘的靈活性。,n,手肘疼痛 / 手肘受傷 / 手肘活動 / 手肘關節 / 手肘的靈活性 / 手肘的恢復,師
2753,比喻同胞的兄弟姊妹。語本唐．李華〈弔古戰場文〉。[例]手足情深、情同手足,手足,比喻同胞的兄弟姊妹，象徵親密無間的情誼。,Siblings; a metaphor for brothers and sisters.,無論遇到什麼困難，兄弟之間都應該互相扶持，展現手足情誼。 / 他每天都會幫忙照顧弟弟，讓人感受到他對手足之情的重視。 / 在學校裡，朋友之間的支持和鼓勵，讓我體會到手足之間的深厚情誼。 / 兄弟們常常一起打球，這不僅是運動，也是增進手足情誼的好方式。 / 在危機時刻，他們展現出手足相扶的勇氣，共同克服了重重困難。 / 每當有人提起手足情深的故事，他們的心中都不禁感到一陣溫暖與感動。,n,手足情深 / 情同手足 / 手足之情 / 手足之間 / 手足情誼 / 手足相依,"打球, 情, 提起, 相扶, 相, 同, 姊妹, 依"
2754,與地平面垂直的線條。與「橫」相對。,豎,與地平面垂直的線條，與「橫」相對。,A vertical line; opposite of horizontal.,在運動會上，學生們豎起手中的旗幟，為自己的班級加油。 / 小狗聽到聲音時，豎著耳朵仔細聆聽周圍的動靜。 / 在村莊的入口處，圍牆豎著，保護著這裡的安寧與隱私。 / 她的房間裡豎直的書架上擺滿了各種書籍，讓人感受到知識的力量。 / 這座城市的街道兩旁豎著各式各樣的旗幟，慶祝節日的到來。 / 學校的科學實驗室中，豎直的試管架上擺放著不同顏色的液體，讓學生們充滿好奇。,vs-adj/N,豎起旗幟 / 豎著大拇指 / 豎著耳朵 / 一橫一豎 / 豎枝 / 豎直的座標,"試管, 擺滿, 相, 豎起, 入口處, 座標, 地平"
2755,舒適暢快。[例]身心舒暢,舒暢,感到舒適而且心情愉快。,Pleasant and comfortable; characterized by a sense of ease and well-being.,在碧藍的海邊，我們享受著陽光，感到身心舒暢。 / 在這片清新的森林裡，呼吸著自然的氣息，讓我感到十分舒暢。 / 我每次運動完，都能感到全身舒服又舒暢，非常滿意。 / 聆聽著輕柔的音樂，心情變得更加愉快舒暢。 / 清晨的陽光透過窗簾灑進來，讓我的早晨變得格外舒暢。 / 參加完瑜伽課程後，我整個人都感到放鬆舒暢，心情也跟著提升。,vs-i,身心舒暢 / 心情舒暢 / 自在舒暢 / 生活舒暢 / 心靈舒暢 / 十分舒暢,"碧藍, 瑜伽"
2756,將本國貨物運到外國。如：「臺灣對亞洲諸國輸出大量的農產品。」也作「出口」。,輸出,將本國貨物運送到外國，通常是為了進行商業交易。,To export; to ship goods from one country to another.,臺灣的電子產品在國際市場上廣受歡迎，每年都大量輸出。 / 為了增強經濟，政府推出了一系列鼓勵企業輸出的政策。 / 輸出貿易是影響國家經濟的重要因素，尤其對發展中國家來說更是如此。 / 這個月，我們公司的軟體產品成功輸出到三個不同的國家。 / 輸出商品的質量和價格都是消費者考慮的重要因素。 / 新的科技進步讓我們的產品在輸出過程中能夠更加高效和安全。,va-t,輸出商品 / 輸出市場 / 輸出產品 / 輸出貿易 / 輸出政策 / 輸出額度,"效, 質量"
2756,電腦資料、信號的發出輸送。,輸出,將電腦內部資料或信號發出並傳送到外部設備。,To output or transmit data or signals from a computer.,這台印表機可以快速輸出高品質的彩色文件。 / 使用這款軟體，你可以選擇輸出的圖像格式。 / 在設計完成之後，我們需要輸出檔案，以便發送給客戶。 / 這部電腦的輸出速度很快，即使處理大型檔案也不會遇到問題。 / 如果輸出內容過多，可能需要分成幾個檔案來傳送。 / 在錄音完成後，我們要將音檔輸出成 MP3 格式，方便分享。,v/n,輸出的資料 / 輸出信號 / 輸出的格式 / 輸出檔案 / 輸出速度 / 輸出裝置,"音, 發送, 型, MP3"
2757,叢聚生長的樹木。[例]夏天的夜裡，常可看見許多螢火蟲穿梭在樹叢中。,樹叢,叢聚生長的樹木。,A thicket or grove of trees.,每到秋天，樹叢裡會掉下許多五顏六色的樹葉，十分美麗。 / 美麗的蝴蝶在樹叢中飛來飛去，讓人感到非常高興。 / 傍晚時分，樹叢裡經常傳來輕柔的蟲鳴聲，讓人感到心靜。 / 學校的樹叢裡，常常能見到學生們圍坐在一起，分享故事和心情。 / 在清晨的陽光下，樹叢中的水珠閃閃發光，好像很美麗的景色。 / 穿過樹叢，我們終於抵達那片神秘的水域，讓人充滿期待。,n,一片樹叢 / 樹叢中 / 樹叢裡 / 走進樹叢 / 穿過樹叢 / 濃密的樹叢,"蟲鳴, 穿過, 圍坐, 走進, 水珠"
2758,拘束或限制。[例]小鹿掙開繩圈的束縛，迅速跑向叢林。,束縛,拘束或限制，讓人或物難以自由行動。,To bind or restrain; to restrict or limit one's freedom.,許多人感覺到傳統觀念對他們的生活產生了束縛，讓他們難以自由選擇自己的路。 / 當她讀到那本書時，發現自己的思維方式被過去的經驗所束縛，於是決定去旅行探索新世界。 / 學校的規定雖然是為了維持秩序，但有時候也會讓學生感覺到束縛，影響他們的創造力。 / 他想要結束這段令人窒息的關係，因為他感受到對方的情感束縛讓他無法呼吸。 / 在壓力下，他決定尋求專業幫助，以擺脫工作帶來的束縛感。 / 為了尋找內心的平靜，她選擇了冥想，試圖擺脫那些無形的束縛，重新找到自我。,n,打破束縛 / 逃離束縛 / 感受到束縛 / 精神束縛 / 無形的束縛 / 生活的束縛,感
2759,樹木的主要枝幹。[例]廟旁那棵百年老樹的樹幹昨天被雷劈斷了。,樹幹,樹木的主要幹。,The trunk of a tree; the main stem or branch of a tree.,這棵五十歲的老樹，樹幹上長滿了綠色的植物，看起來非常古老和神秘。 / 陽光穿過樹葉，照在堅固的樹幹上，形成了漂亮的影子。 / 在公園裡，孩子們圍著樹幹玩耍，享受著大自然的樂趣。 / 樹幹的年輪可以告訴我們這棵樹的歷史，越多的年輪代表著它越長壽。 / 這棵樹的樹幹很筆直，是理想的建材，讓人想到了它的用途。 / 當風起時，樹幹輕輕搖動，發出沙沙的聲音，讓人感到很放鬆。,n,樹幹的高度 / 樹幹的直徑 / 樹幹的年輪 / 樹幹的紋理 / 粗大的樹幹 / 樹幹被砍,"穿過, 建材, 年輪, 照, 紋理"
2760,做事粗心大意，不周密。[例]這次意外是由於人為的疏忽所造成。,疏忽,做事時不夠細心，容易出錯。,Carelessness; negligence due to oversight.,這次事故的發生，主要是因為工作人員的疏忽。 / 在進行重要任務之前，我們必須檢查是否有任何疏忽的地方。 / 這次意外的發生，完全是因為疏忽檢查造成的。 / 疏忽管理是導致公司效率低下的重要原因之一。 / 在這個競爭激烈的行業，任何疏忽都可能讓我們失去客戶的信任。 / 疏忽大意可能會讓我們在評估風險時漏掉關鍵的資訊。,n,疏忽大意 / 疏忽檢查 / 疏忽管理 / 疏忽的後果 / 疏忽的風險 / 疏忽監督,
2761,緩慢。[例]這首曲子節奏舒緩，聽了能使人心情放鬆。,舒緩,緩慢而柔和，使人感到放鬆。,Slow and relaxed.,今天的瑜伽課程中，老師教我們如何通過呼吸技巧來舒緩壓力。 / 戶外的自然環境讓我感到心情舒緩，與繁忙的城市生活形成了鮮明對比。 / 這部電影的音樂採用了舒緩的旋律，使觀眾在觀看過程中感到放鬆自在。 / 除了運動，適當的休息也是舒緩身心疲勞的重要方式。 / 週末我喜歡泡泡澡，這是一種舒緩緊張生活的好方法。 / 經過一整天的工作，泡一杯茶也能讓我的心情變得舒緩許多。,vs-i,舒緩的旋律 / 舒緩的節奏 / 舒緩的呼吸 / 舒緩的情緒 / 舒緩的治療 / 舒緩的心情,"泡泡, 瑜伽, 澡"
2761,減輕。[例]吃了這藥，可以舒緩感冒的症狀。,舒緩,減輕身體或心理上的不適，使其變得輕鬆。,To alleviate or reduce the severity of something.,在繁忙的工作後，泡一杯熱茶能幫助我舒緩壓力。 / 這種藥膏可以有效舒緩肌肉的緊繃感，讓我的運動恢復更快。 / 瑜伽練習能幫助舒緩焦慮，讓我的心情變得更加平靜。 / 在聆聽輕柔的音樂後，她感覺到心中的煩躁情緒已經舒緩了不少。 / 每當她走在大自然中，心中的壓力似乎都能隨著風吹拂而舒緩開來。 / 舒緩緊張的方法包括深呼吸和冥想，有效改善了我的睡眠質量。,vp-t,舒緩疼痛 / 舒緩壓力 / 舒緩疲勞 / 舒緩焦慮 / 舒緩緊張 / 舒緩不適,"深呼吸, 藥膏, 質量, 瑜伽, 適, 吹拂, 感"
2762,解除。[例]這場及時雨，正好紓解了旱象。,紓解,解除或減輕某種困難或壓力。,To alleviate or relieve.,運動可以有效紓解生活中的壓力，讓心情變得更好。 / 藝術治療是紓解情緒困擾的一種有效方法，受到越來越多人的重視。 / 朋友間的交流和分享能幫助紓解彼此的煩惱與孤獨感。 / 長時間的工作讓她感到疲憊，於是決定利用周末來紓解壓力，進行短途旅行。 / 在忙碌的一天結束時，聽音樂可以幫助紓解緊張的情緒。 / 瑜伽課程提供了一個良好的環境，使參加者能夠有效紓解身心的緊張與疲勞。,vp-t,紓解壓力 / 紓解焦慮 / 紓解情緒 / 紓解緊張 / 紓解痛苦 / 紓解不適,"途, 瑜伽, 適"
2763,建立。[例]祖父一生行為光明磊落，為後代子孫樹立楷模。,樹立,建立某種標準或榜樣，讓他人可以學習或效法。,To establish or set up.,在家庭中，父母應該樹立正確的價值觀，讓孩子從小受到良好的引導。 / 社會需要更多的英雄人物來樹立榜樣，激勵年輕一代。 / 企業在市場上應該樹立誠信的形象，以贏得消費者的信任。 / 學校舉辦各種活動，希望能樹立團隊合作的重要性。 / 科學家通過他們的研究，樹立對真理追求的不懈精神。 / 藝術家在創作時，應該樹立創新的標準，推動文化的進步。,va-t,樹立榜樣 / 樹立形象 / 樹立標準 / 樹立目標 / 樹立品牌 / 樹立權威,懈
2764,對周圍的人、事、物，不親近、關心。[例]自從畢業後，他和同學漸漸疏離了。,疏離,對周圍的人、事、物，不親近、也不關心。,"Distant or detached; lacking closeness or connection to people, events, or things.",隨著時代的變遷，年輕一代對傳統文化感到越來越疏離。 / 長時間不聯繫，讓他們之間產生了疏離感。 / 在忙碌的工作中，她逐漸對同事產生了疏離的情感。 / 他發現自己與童年朋友的話題越來越少，感情也慢慢變得疏離。 / 他的家人總是忙於工作，讓他在這樣的環境中感到十分疏離與孤獨。 / 在這個充滿競爭的社會中，朋友之間的關係有時會變得疏離，使得彼此都感到壓力。,vs-i,疏離感 / 疏離的關係 / 疏離的情感 / 感到疏離 / 疏離的朋友 / 疏離的狀態,感
2765,技術純熟。[例]那些球員個個身手矯捷、動作熟練，一副勢在必得的樣子。,熟練,技術非常好，做出來的動作自然流暢。,Skilled and proficient; demonstrating mastery in a particular technique or skill.,那位大廚熟練的刀工，讓每道菜都看起來像藝術品。 / 在音樂比賽中，他們熟練演奏的技巧讓評審印象深刻。 / 藉著不斷練習，運動員們熟練掌握了每一個動作。 / 在模擬器上，飛行員熟練操作的表現使得整個培訓過程更加順利。 / 這位技術人員熟練檢修設備，保證了工廠的正常運行。 / 熟練的技術讓他在比賽中取得了優異的成績。,vs-adj,熟練操作 / 熟練的手法 / 熟練的動作 / 技術熟練 / 熟練的運用 / 熟練的操作,"工, 藉著, 器, 廚, 檢修, 出來"
2766,在文書上簽名。[例]這篇文章沒有署名，不知作者是誰？,署名,在文件上簽名，表示作者的身份。,To sign one's name; to indicate authorship or responsibility on a document.,署名的方式多種多樣，可以是手寫也可以是電子簽名。 / 這份合作協議需要雙方的署名才能正式生效。 / 如果文件上沒有署名，法律上可能無法承認其有效性。 / 她在畫作上署名，這是藝術家表達自我認同的重要一步。 / 他強調署名的重要性，認為這是對自己作品的負責任態度。 / 署名文件在法律上具有重要性，必須仔細檢查每個細節。,va-t/N,署名文件 / 雙方署名 / 署名信 / 署名方式 / 署名人 / 署名義務,負責任
2767,善良美好的女子。[例]經過多年，她已從青澀的女孩，變成落落大方的淑女。,淑女,善良美好的女子。,A refined and virtuous woman.,在社交場合中，她的說話和行為讓人感受到一位淑女的優雅氣質。 / 那位小女孩雖然年紀小，但已展現出淑女的品德，總是樂於助人。 / 在電影中，主角的淑女形象讓觀眾印象深刻，傳遞了堅定與柔美並存的氣質。 / 無論在哪裡，她總是像淑女一樣，妥善處理各種突發的事情，讓人敬佩。 / 大家的心中都期盼著她能夠成為一位集智慧與優雅於一身的淑女。 / 淑女的魅力不僅在外表，還在於她溫暖和體貼的內心世界。,n,淑女的魅力 / 優雅的淑女 / 淑女形象 / 淑女的品德 / 成為淑女 / 淑女氣質,"助, 柔美"
2768,從外國、外地買進或引進。[例]國外輸入農產品，必須嚴格把關。,輸入,從外國或外地購買或引進商品、產品或服務。,To import or bring in goods or products from abroad.,他們計畫從國外輸入高科技設備，以提升工廠的生產力。 / 當地農民反映，輸入的農產品對本地市場造成了很大的競爭壓力。 / 對於小型企業來說，輸入關鍵原料的成本控制至關重要。 / 以往的貿易政策已經改變，現在對於輸入商品的稅率有了新的規定。 / 隨著全球化的發展，越來越多的企業選擇輸入外國的優質技術來提升競爭力。 / 該國政府正考慮修改輸入政策，以促進更多的外資流入。,n,輸入商品 / 輸入技術 / 輸入農產品 / 輸入設備 / 輸入原料 / 輸入市場,"流入, 型, 優質"
