number,old_definition,word,translation,definition,example_sentences,part_of_speech,collocations
152,動盪、不穩定。[例]物價波動、情緒波動,波動,Fluctuation; A state of instability or unrest.,變化不定，起伏不穩。,最近的情緒波動讓他感到非常疲憊，需要多休息放鬆。 / 在股市上，投資者常常因為短期的價格波動而感到焦慮不安。 / 隨著國際局勢的變化，物價波動對每個家庭的生活影響都愈來愈明顯。 / 她發現自己的情緒波動與睡眠質量有很大的關聯，晚上失眠常常讓她第二天心情不佳。 / 由於氣候變化，農作物的產量也出現了不穩定的波動，影響了農民的收入。 / 最近的股市波動讓許多投資者感到不安，大家紛紛關注市場動態。 / 他平時心情穩定，但最近因為工作壓力增大，情緒波動變得更加頻繁。 / 隨著科技的發展，市場需求的波動也促使企業不斷調整生產策略，以應對變化。 / 在心理學研究中，專家指出情緒波動對個體的心理健康有著重要影響，需加以重視。 / 天氣的波動使得人們的出行計劃頻繁變更，特別是在雨季期間。 / 最近的能源價格波動對消費者的生活成本造成了一定的壓力，讓大家更加關注節能措施。,n,物價波動 / 股市波動 / 天氣波動 / 情緒波動 / 市場波動 / 價格波動 / 心理波動 / 能源波動 / 體重波動 / 數據波動
152,物理學上指物質某一點的振動，能漸次傳播到四周，產生週期相同的振動。如向靜止的水面投下石頭時，就會以落水點為中心，上下起伏向四方擴散開。[例]地震強度的測量，是視震源所發出震波的波動大小來判定的。,波動,A wave; A variation or fluctuation in a physical quantity.,在物理學上，指物質某一點的振動能漸次傳播到周圍，產生相同的週期性振動。,地震的波動能夠影響到幾百公里外的建築物。 / 他們使用儀器來測量水面因風而產生的波動。 / 市場的波動讓投資者感到緊張，許多人選擇暫時撤資。 / 聲音是由空氣中的聲波波動形成的，這就是為什麼我們能夠聽到不同的聲音。 / 每當強風來襲，海浪的波動也隨之加劇，讓漁民們不得不小心航行。 / 雖然地震的波動無法預測，但科學家們卻能利用過去的數據進行分析。 / 在音樂中，樂器的聲波波動會影響到整首曲子的情感表達。 / 由於氣候變化，全球氣溫的波動也引起了科學家們的高度關注。 / 恆星的光波波動使我們可以觀測到遙遠星系的存在和它們的變化。 / 在金融市場中，油價的波動常常導致其他產品價格的隨之變動。 / 流體力學中，液體的波動現象能夠影響到船隻的穩定性和航行安全。,n,地震的波動 / 水面的波動 / 聲波的波動 / 能量的波動 / 波動的測量 / 震波的波動 / 市場的波動 / 頻率的波動 / 光波的波動 / 平衡的波動
153,比喻對抗。[例]他因嚴重車禍，正在加護病房與死神搏鬥。,搏鬥,"To struggle or fight against something, often in a metaphorical sense of opposing or resisting.",比喻與某種強大困難或對手進行激烈的抗爭。,許多人在追求夢想的過程中，必須與失敗搏鬥，才能最終獲得成功。 / 在面對困難時，只有不斷搏鬥和堅持，才能克服種種挑戰。 / 為了改善環境，志願者們與污染的現實搏鬥，努力宣導推廣環保理念。 / 在疾病面前，她勇敢地與痛苦搏鬥，不屈服於命運的挑戰。 / 每個選手在賽場上都與對手搏鬥，展現出榮耀與勝利的渴望。 / 這位獨立音樂人，在音樂路上與各種困境搏鬥，終於找到了自己的風格。 / 小鎮的居民團結起來，與經濟衰退搏鬥，希望能重振家鄉的繁榮。 / 這名學生在學業上努力搏鬥，克服了重重難關，最終考取了理想的大學。 / 他的父母為了生活，日夜與貧困搏鬥，希望能給孩子更好的未來。 / 她在心理治療過程中，與過去的陰影搏鬥，勇敢尋找自我救贖的道路。 / 在歷史的洪流中，無數革命者與不公正的制度搏鬥，推動了社會的變革與進步。 / 人類在科技進步的同時，也必須與倫理道德的挑戰搏鬥，以尋求更好的未來。,va-i/N,生命的搏鬥 / 精神的搏鬥 / 痛苦的搏鬥 / 命運的搏鬥 / 希望的搏鬥 / 時間的搏鬥 / 恐懼的搏鬥 / 夢想的搏鬥 / 現實的搏鬥 / 自我的搏鬥
153,徒手或以刀、棍等器物激烈對打。[例]武松就在景陽崗上與老虎展開了一場搏鬥！,搏鬥,"To engage in a fierce fight or struggle, either barehanded or with weapons such as knives or sticks.",以徒手或刀、棍等器物進行的激烈對打。,在電影中，主角常常要與敵人展開激烈的搏鬥，才能拯救世界。 / 魚在水中自由地游動，似乎也在進行著與時間搏鬥的鬥爭。 / 這位格鬥家經過長時間的訓練，終於在比賽中展示了精彩的搏鬥技巧。 / 他心中出現了對自己選擇的搏鬥，讓他徹夜難眠。 / 博士每天都在與疾病搏鬥，希望能找到治癒的方法。 / 在森林的深處，兩隻野獸為了領地展開了一場生死搏鬥。 / 她不斷地與過去的陰影搏鬥，渴望擺脫那些不愉快的記憶。 / 在這部小說中，主角必須與內心的恐懼搏鬥，才能克服種種困難。 / 學生們在考試前常常感到壓力，如同在與時間搏鬥。 / 這位藝術家在創作中，不斷與靈感搏鬥，追求完美的作品。 / 對於這位運動員來說，每一次比賽都是一場刺激的搏鬥，挑戰自我的極限。,va-i/N,一場搏鬥 / 激烈的搏鬥 / 精彩的搏鬥 / 進行搏鬥 / 與（人）搏鬥 / 持續搏鬥 / 生死搏鬥 / 彼此搏鬥 / 公平的搏鬥 / 內心的搏鬥
154,強奪他人權益或財物。[例]盜用別人的發明，等於是剝奪人家的智慧財產權。,剝奪,"To deprive or strip away something from someone, usually referring to the wrongful taking of rights or possessions.",強奪他人的權益或財物，使其失去。,政府的政策如果不公正，可能會剝奪某些族群的基本權益。 / 他的行為不僅剝奪了他人的財產，還使社會信任感下降。 / 許多人指出，過度的監控有可能會剝奪公民的隱私權。 / 工作場所的不公平待遇，讓員工們感到自己的職業發展受到了剝奪。 / 這項新法律被批評為剝奪了老年人的社會保障，造成了廣泛的抗議。 / 他因為違反規定而被剝奪了參加比賽的資格，讓他感到非常沮喪。 / 社區的資源分配不均，導致一些弱勢群體被剝奪了基本的生活條件。 / 在這次經濟危機中，許多家庭面臨著被剝奪住房權利的風險。 / 他們的和平抗議遭到鎮壓，剝奪了人民表達意見的基本自由。 / 教育資源的短缺，讓一些孩子不得不忍受被剝奪良好學習機會的現實。 / 新的稅收政策被認為可能會剝奪中小企業的生存空間，引發商界的擔憂。,va-t,剝奪的權益 / 剝奪的自由 / 剝奪的財產 / 剝奪的資源 / 剝奪他人權益 / 剝奪他人自由 / 被剝奪的權益 / 被剝奪的自由 / 可能被剝奪 / 恐怕會被剝奪
154,依照法律規定取消。[例]基本人權受法律保障，不可任意剝奪。,剝奪,"To deprive or strip away, especially in a legal context.",依照法律規定取消某些權利或資格。,法律明確規定，任何人都不能随意剝奪他人的基本權利。 / 在民主社會中，公民的選舉權不應該被剝奪，這是維護民主的重要原則。 / 剝奪工作權利的行為會影響到一個人的生活和尊嚴，因此企業應當謹慎對待。 / 許多國際組織呼籲各國政府重視人權，停止剝奪公民的自由。 / 對於違法行為，法律有權剝奪相關人員的某些特權，以維護社會的公正。 / 在某些特定情況下，法院可以根據法律剝奪罪犯的財產，以實施相應的懲罰。 / 無論出於何種理由，剝奪兒童的受教育權都是對未來的重大損害，必須受到重視。 / 政府在緊急狀態下有時會暫時剝奪某些公民權利，以保障國家的安全。 / 在某些情況下，醫療機構可能會決定剝奪某些患者的醫療資格，以維護其他患者的利益。 / 剝奪言論自由的行為將引發社會的不滿，長期以來會對政府的合法性造成威脅。 / 每個人都應該關心社會中剝奪他人基本權益的事件，因為這影響到整個社會的和諧。,va-t,剝奪[權利] / 剝奪[自由] / 剝奪[人權] / 剝奪[資格] / 剝奪[財產] / 剝奪[權益] / 剝奪[選舉權] / 剝奪[工作] / 剝奪[受教育權] / 剝奪[發言權]
155,利用擴音器、收音機或電視機、電腦等媒介傳送聲音、影像。[例]播放音樂、播放新聞,播放,To play or broadcast using audio and visual media.,利用擴音器、收音機、電視機、電腦等媒介傳送聲音或影像。,今天的會議將播放最新的公司財報。 / 電影院開始播放那部熱門的動作片時，觀眾們都興奮地期待。 / 在網路上，我們可以隨時播放各種音樂，享受不同的風格。 / 播放這首經典歌曲時，讓我想起了許多美好的回憶。 / 這個應用程式可以自動播放你最喜愛的Podcast，讓你不會錯過任何一集。 / 他們在電視上播放了重要的體育賽事，吸引了無數觀眾的關注。 / 播放這段影片時，老師詳細解釋了每個細節，讓學生更容易理解。 / 隨著音響系統的啟動，房間裡開始播放悠揚的古典音樂，讓人感到放鬆。 / 每當好友聚會時，我們都會播放懷舊的音樂，重溫以前的快樂時光。 / 今晚的直播將播放專訪那位知名藝術家的精彩內容。 / 播放這部紀錄片時，觀眾們被深刻的故事情節深深吸引，無法移開視線。,va-t,播放音樂 / 播放影片 / 播放新聞 / 播放廣播 / 播放電視 / 播放節目 / 重新播放 / 自動播放 / 播放列表 / 播放速度
156,水面因各種力量所產生的週期性起伏。[例]波浪滔天,波浪,Waves; Periodic undulations on the surface of water caused by various forces.,水面因各種力量所產生的週期性起伏。,/ 當太陽落下時，海面上出現了金色的波浪，讓人感到心靈的安寧。 / 在沙灘上，孩子們嬉戲著，享受著波浪輕柔的撫摸。 / 我喜歡在波浪中衝浪，那種自由的感覺讓我忘記了煩惱。 / 每當風起的時候，波浪變得更加洶湧，海的聲音也變得更加激昂。 / 在船上，我能感受到波浪的力量，這讓我對海洋產生了更深的敬畏。 / 在清晨的海邊，我靜靜地觀察著波浪拍打著岸邊，思緒隨之飄遠。 / 波浪不斷地翻滾，彷彿在訴說著海洋的秘密與故事。 / 夕陽映照下，波浪的色彩變幻，讓整個海面閃耀著夢幻的光芒。 / 我喜歡在波浪中游泳，感受水的流動與生命的活力。 / 每當潮汐變化，波浪的節奏也隨之改變，讓我體會到自然的無窮魅力。 / 面對波浪，我常常感受到一種挑戰，激勵著我克服生活中的種種困難。,n,一陣波浪 / 巨大的波浪 / 連綿不絕的波浪 / 高低起伏的波浪 / 翻滾的波浪 / 面對波浪 / 激起波浪 / 波浪拍打岸邊 / 平靜的波浪 / 壯觀的波浪
157,不堅強、易挫敗。[例]意志薄弱、兵力薄弱,薄弱,"Weak; lacking strength, resilience, or support.",不堅強，容易受挫。,經過長時間的磨練，他的意志終於不再薄弱，能夠抵擋誘惑。 / 因為資源薄弱，這個小國在國際事務中幾乎無法發聲。 / 如果團隊的合作薄弱，專案很可能無法如期完成。 / 這篇論文的研究依據過於薄弱，缺乏足夠的數據支撐。 / 他對於這門課的知識掌握得很薄弱，經常需要花更多時間複習。 / 因為技術薄弱，這家公司面臨著激烈競爭的市場壓力。 / 即使他的體能訓練開始時很薄弱，但他依然努力不懈地追求進步。 / 社區的支持系統若過於薄弱，將無法有效幫助需要幫助的家庭。 / 在經濟薄弱的情況下，政府必須尋找新的發展策略以促進成長。 / 這個項目的根基薄弱，因此必須重新評估其可行性和風險。 / 雖然他的語言能力起初顯得相當薄弱，但他通過持續練習逐漸提升了水平。,vs-adj,意志薄弱 / 實力薄弱 / 根基薄弱 / 技術薄弱 / 知識薄弱 / 合作薄弱 / 薄弱的結構 / 學習薄弱 / 計畫薄弱 / 影響薄弱
158,大波浪。[例]颱風來襲時，海面上波濤洶湧，猶如萬馬奔騰。,波濤,"A large wave; refers to turbulent and high waves, often associated with storms.",大波浪。,海上的波濤洶湧，讓小船在波浪中搖晃不已。 / 隨著風暴的來臨，岸邊的波濤一波接著一波地衝擊著岩石。 / 漁夫在清晨出海時，發現海面上的波濤似乎比平常更為沉重。 / 他在沙灘上靜靜地坐著，凝視著遠方波濤起伏的海洋，陷入了沉思。 / 在夕陽的映照下，波濤輕輕拍打著岸邊，發出悅耳的聲音。 / 預測波濤的變化對於即將到來的航行十分重要，而且能幫助他們提前做出準備。 / 聽見遠處的波濤聲，她感受到一種難以言喻的平靜和安寧。 / 面對即將到來的波濤，他們組織了緊急會議，商討應對策略。 / 小孩們在海灘上遊玩，對著來襲的波濤興奮地尖叫著。 / 在這幅畫中，藝術家生動地捕捉到了波濤的力量和美麗。 / 船員們必須學會如何在波濤中航行，以確保旅程的安全。,n,一場波濤 / 波濤洶湧 / 面對波濤 / 聽見波濤 / 感受波濤 / 預測波濤 / 在波濤中航行 / 波濤不斷的海面 / 遇上波濤 / 波濤起伏
158,比喻人事的起伏變化。[例]情海起波濤,波濤,A metaphor for the fluctuations and changes in human affairs; it conveys the idea of turbulence and instability in emotions or situations.,波浪起伏，形容人事變化不定。,在婚姻生活中，夫妻經常會面臨感情的波濤，需要彼此包容和理解。 / 他的心中對過去友誼的回憶，時常掀起波濤，讓他感到無奈。 / 這部電影揭示了現實生活中人際關係的波濤，讓觀眾感到十分共鳴。 / 每當遇到挫折，心中就會升起一陣波濤，影響他的情緒和決策。 / 在職場上，競爭激烈常常讓同事之間的關係出現波濤，影響團隊合作。 / 前幾天的爭執在她心中掀起了波濤，讓她對這段友情感到不安。 / 在這個瞬息萬變的社會中，年輕人面對的情感波濤顯得尤為強烈。 / 他在創作中經歷了許多靈感的波濤，使得作品充滿了變化與深度。 / 人生的旅途中，難免會遇到波濤起伏，這些經歷讓他更加成熟和堅強。 / 近期的家族變故讓她內心波濤洶湧，令她一時無法平靜。 / 在這場比賽中，選手們的表現就像波濤般起伏，讓觀眾緊張不已。,n,情海起波濤 / 生活中的波濤 / 人生的波濤 / 心中的波濤 / 內心的波濤 / 感情的波濤 / 不安的波濤 / 友誼的波濤 / 家庭的波濤 / 工作的波濤
159,永久性保存並研究、動、植、礦物或其他一切天然、人造物品，陳列供人觀覽的場所。依其內容可分為藝術、歷史、科技等不同性質的博物院。如：「故宮博物院」。也作「博物館」。,博物院,"A museum; a place that permanently preserves and studies natural and artificial objects, including animals, plants, minerals, and artifacts, for public display. It can be categorized into various types, such as art, history, and science museums. Also known as '博物館'.",永久性保存並研究動植物、礦物或其他天然、人造物品，並陳列供人觀覽的場所。根據內容可分為藝術、歷史、科技等不同性質。,孩子們在老師的帶領下，興奮地參觀了當地的自然歷史博物院。 / 博物院裡的恐龍化石展覽，讓小朋友們驚嘆不已，激發了他們對古生物的好奇心。 / 每到週末，許多家庭都選擇前往博物院，享受親子共度的美好時光。 / 在博物院的藝術展區，細膩的畫作讓每位觀眾都感受到創作者的情感與故事。 / 博物院的講解員用生動的故事，讓參觀者更加深入了解每一件展品的歷史背景。 / 在暑假期間，博物院特別舉辦了兒童工作坊，讓孩子們動手製作屬於自己的藝術品。 / 這個博物院專門收藏和展示當地的民俗文化，吸引了不少對傳統生活充滿好奇的遊客。 / 透過參觀博物院，人們不僅能欣賞到珍貴的藝術品，還能學習到豐富的歷史知識。 / 博物院內的互動展覽，讓參觀者能夠身臨其境地體驗不同的歷史時刻。 / 這些年來，博物院積累了大量的珍貴藏品，成為研究該地區歷史的重要基地。 / 博物院的夜間開放活動，讓喜愛藝術的人們在燈光下，享受一個獨特的文化體驗。,n,博物院 / 參觀博物院 / 藝術博物院 / 自然歷史博物院 / 故宮博物院 / 進入博物院 / 陳列博物院展品 / 珍貴的博物院藏品 / 特展博物院 / 文化博物院
160,壓榨、搜刮。[例]剝削勞工,剝削,"To exploit or oppress, typically in a manner that is unfair or abusive.",壓榨和搜刮他人，特別是財富或勞力，通常使對方獲得的利益減少。,許多大企業以追求利潤的名義，剝削勞工的情況非常普遍。 / 在一些發展中國家，外資企業經常剝削當地的自然資源，對環境造成嚴重損害。 / 社會運動的目的是提高對剝削現象的認識，促進更公平的經濟政策。 / 如果不加以監管，剝削行為可能會進一步擴大，造成貧富差距的惡化。 / 勞工團體呼籲政府加強對剝削資源行為的打擊，以保護環境和當地社區的權益。 / 在部分行業中，工人們面對剝削時，往往因為缺乏法律保護而無法有效維權。 / 學者們指出，剝削對社會穩定和經濟發展都會產生負面影響，應引起政策制定者的重視。 / 在歷史上，許多國家的農民曾經遭受嚴重剝削，這導致了激烈的社會運動和改革。 / 為了減少剝削現象，企業應該採取更透明的管理方式，增強對員工權益的重視。 / 政府的稅收政策有時會被指責為一種間接的剝削手段，因為它可能加重低收入家庭的負擔。 / 教育機構也應該關注剝削問題，通過課程提高學生的社會責任感和公平意識。,va-t/N,剝削勞工 / 剝削資源 / 剝削人民 / 剝削權益 / 剝削行為 / 被剝削 / 嚴重剝削 / 剝削程度 / 剝削者 (的) 行為 / 剝削現象
161,補足或償還。[例]精神上的損失是無法補償的。,補償,To compensate or make up for something lacking or lost.,補足或償還因損失或缺少而需要的東西。,在工作中如果因為失誤造成損失，公司必須找到適當的方式來補償客戶的損失。 / 雖然他已經購買了保險，但事故發生後的精神損失是無法完全補償的。 / 政府提出的補償措施能幫助受災民眾恢復生活的正常秩序。 / 當一個企業做出錯誤的決策，必須承擔相應的補償責任，否則會面臨法律風險。 / 他對自己過去的缺失感到內疚，希望能用行動來補償朋友的失望。 / 在環境污染事件後，企業被要求支付補償金以修復受損的生態環境。 / 對於因工傷害而造成的收入損失，勞工應該向公司提出補償申請，以保障自身權益。 / 隨著生活成本上升，社會福利政策中的補償條件也需要進一步調整，以幫助低收入家庭。 / 在國際糾紛中，雙方達成補償協議，有助於緩解緊張的外交關係。 / 她希望能通過參加志願者活動，來補償自己在社區服務中曾經的疏忽。 / 當客戶的訂單延遲時，企業應主動提出補償方案，以維護良好的客戶關係。,va-t/N,補償金 / 補償措施 / 補償協議 / 補償責任 / 補償範圍 / 補償申請 / 補償計畫 / 補償條件 / 完全補償 / 適當的補償
162,不止。[例]警察的任務不單要維護治安，還要維持交通順暢。,不單,Not limited to; indicating that there are additional aspects or responsibilities beyond what is mentioned.,指的範圍或數量超過一個，表示不止某一個。,這個社區的活動不單提升了居民的互動，還促進了鄰里的友誼。 / 這次的文化交流計畫不單讓學生們學到了新知識，也增進了他們的語言能力。 / 他的研究不單在學術界引起關注，還對產業界產生了深遠的影響。 / 在危機時刻，政府的應變措施不單要迅速，還需考慮長期的影響。 / 這本書的內容不單涵蓋歷史，還探討了文化和社會的變遷。 / 這場講座不單吸引了學生參加，還有許多專業人士前來聆聽。 / 這個環保計畫不單著重於減少廢物，還提倡可持續的生活方式。 / 他在比賽中的表現不單展現了他的實力，也體現了他的毅力和決心。 / 這部電影不單是一個娛樂作品，還深刻反映了當代社會的問題。 / 這次志願服務不單讓他們感受到助人的快樂，也讓社區變得更加團結。 / 學校的教育方針不單重視學生的學業成績，還注重他們的心理健康與品格培養。,adv,不單是工作 / 不單有影響 / 不單要考慮 / 不單是問題 / 不單提供幫助 / 不單強調知識 / 不單包括內容 / 不單能解決 / 不單是原因 / 不單給予支持
163,不齊、不同、不一樣。[例]這些飾品的價格不等，從五十元到一百元的都有。,不等,"Unequal; differing or varying in amount, size, or quality.",價格或數量上不齊、不同或不一樣。,這些商品的價格不等，有的便宜也有的很貴。 / 餐廳的菜單上，價格標示得很清楚，讓顧客知道不同菜品的價格不等。 / 這個項目的預算不等，根據不同的需求和標準進行分類。 / 各家旅館的住宿費用不等，從經濟型到豪華型都有選擇。 / 電影票的價格在不同時段和不同影廠也會有所不等。 / 這些學校的學費不等，根據地理位置和課程質量的不同而有所差異。 / 這些書籍的內容和印刷質量不等，導致它們的市場價值有很大差距。 / 各地的物價水平不等，讓外地人來這裡生活時感到很驚訝。 / 這些活動的參加費用不等，取決於活動的類型和持續時間。 / 醫院的手術費用因病症和手術類型的不等，讓患者在選擇醫療服務時需要仔細考量。 / 競賽的獎金根據參賽者的表現和獎項等級的不同而有所不等。,sv,價格不等 / 性質不等 / 標準不等 / 效果不等 / 需求不等 / 水準不等 / 數量不等 / 方法不等 / 時間不等 / 體驗不等
164,走路時腳步的快慢。今多用以比喻事情進展的情況。[例]步調一致、步調緩慢,步調,Pace or tempo of walking; refers to the speed of footsteps while walking. Now often used to metaphorically indicate the progress or rhythm of events.,走路時腳步的快慢，現在多用來比喻事情進展的情況。,這兩個團隊在合作的過程中，應該要保持步調一致，才能達成共同的目標。 / 在音樂中，演奏者需要掌握好步調，才能讓整首曲子聽起來和諧。 / 這位導演的拍攝步調緩慢，讓每一個鏡頭都充滿了情感和細節。 / 在健身房里，人們各自的運動步調不同，有些人喜歡高強度的訓練，有些則偏愛輕鬆的有氧運動。 / 如果步調過快，可能會導致錯過重要的細節，特別是在創意工作的時候。 / 在新上司的帶領下，團隊的工作步調明顯加快，以應對日益增長的業務需求。 / 為了提高學習效率，學生們被建議采用平穩的步調來安排自己的複習計劃。 / 當生活節奏變得緊張時，適時放慢步調能幫助我們減輕壓力，恢復平靜。 / 在城市的繁忙生活中，許多人渴望找到一種更悠閒的步調，以享受生活的美好。 / 老師提醒學生，保持穩定的學習步調會有助於他們在考試中取得更好的成績。 / 這位作家的寫作步調獨特，常常讓讀者感到意外的驚喜和深思。,n,步調一致 / 步調緩慢 / 步調加快 / 步調不一 / 步調輕快 / 步調穩定 / 步調急促 / 步調和諧 / 步調放慢 / 步調錯亂
165,不能移動的財產。指土地、房屋及附著於土地的定著物，統稱為「不動產」。如房子、工廠等建物即是。[例]陽光法案要求公職人員公布他們名下所持有的動產與不動產。,不動產,"Real estate; Refers to immovable property, including land, buildings, and fixtures attached to the land.",不能移動的財產，指土地、房屋及附著在土地上的定著物。,在這個城市裡，購買不動產的價格一直在上升。 / 不動產投資需要謹慎考慮市場的變化和風險。 / 許多人選擇將退休金投入不動產，以確保穩定的收入來源。 / 不動產經紀人幫助客戶找到理想的房產，並處理相關的交易文件。 / 最近幾年，綠化環境提升了該區域不動產的價值。 / 不動產交易的透明度對於提升市場信心非常重要。 / 現在不少年輕人希望通過合夥購買不動產來分擔經濟壓力。 / 不動產的稅收政策會直接影響投資者的決策和市場動向。 / 在這個區域，商業不動產的需求持續增長，吸引了許多投資者的目光。 / 專業的評估公司能夠準確地評估不動產的市場價值，幫助買賣雙方達成交易。 / 隨著城市的擴張，周邊地區的不動產也逐漸受到關注。,n,不動產市場 / 購買不動產 / 出售不動產 / 不動產交易 / 不動產經紀人 / 管理不動產 / 投資不動產 / 高價的不動產 / 租賃不動產 / 評估不動產
166,各種軍隊的通稱。[例]傘兵部隊、裝甲部隊、蛙人部隊,部隊,Troops; A general term for various military forces.,各種軍隊的統稱。,部隊的訓練相當嚴格，為了確保每位士兵能在危機時刻保持冷靜和專業。 / 每當平安夜，部隊的官兵們都會加強巡邏，以維護社會的安全。 / 在國際維和任務中，部隊展現了友誼與合作的精神，促進了不同國家的交流。 / 部隊中的每一位成員，無論職位高低，都必須遵守紀律，以確保團隊的運作順利。 / 在災難救援時，部隊會迅速進入行動，提供必要的支持與援助給受災民眾。 / 部隊在演習中使用先進的武器裝備，以提升實戰能力和應對各種挑戰的能力。 / 訓練期間，部隊的士兵們不僅學習戰術，還要鍛煉體能，以適應艱苦的環境。 / 部隊的任務常常需要在極端氣候條件下執行，這考驗了每位成員的意志與耐力。 / 在退伍典禮上，官兵們回顧自己的部隊生涯，感慨萬千，對未來充滿期待。 / 部隊的精神面貌深深感染了周圍的人，許多年輕人因此選擇加入軍旅生涯。 / 特種部隊的成員必須具備高超的技能，因為他們常常面對最具挑戰性的任務。,n,步兵部隊 / 騎兵部隊 / 裝甲部隊 / 特種部隊 / 海軍部隊 / 空軍部隊 / 反恐部隊 / 緊急部隊 / 工兵部隊 / 維和部隊
167,異於平常、不妥當、奇怪。[例]他今天有點不對勁，最好少惹他。,不對勁,Strange; unusual or not right.,異於平常、不妥當或奇怪。,他今天的聲音聽起來有點不對勁，像是感冒了。 / 在聚會上，她的表情突然變得不對勁，讓大家都感到擔心。 / 我約朋友一起運動，他遲到了，但看起來有點不對勁，似乎發生了什麼事情。 / 這部電影的情節讓我覺得不對勁，好像有什麼地方不合邏輯。 / 他最近的行為讓我覺得不對勁，好像在隱瞞什麼。 / 她在考試中突然出現不對勁的情況，導致她無法專心作答。 / 昨天晚上，我的狗突然對樓下的聲音反應得不對勁，顯得非常焦躁。 / 即使他們說一切normal，我還是覺得這個計畫有點不對勁，不知道為什麼。 / 她收到了不對勁的消息，內容讓她感到困惑和不安。 / 老闆今天的情緒明顯不對勁，大家都小心翼翼地避免談論敏感話題。 / 我和他之前的對話中，總覺得有些話題不對勁，似乎觸碰到了什麼禁忌。,vs-adj,有點不對勁 / 感覺不對勁 / 看起來不對勁 / 聽起來不對勁 / 總覺得不對勁 / 一切不對勁 / 情況不對勁 / 不對勁的事情 / 明顯不對勁 / 突然不對勁
168,違反法律的意圖或行為。[例]圖謀不法、不法廠商,不法,Illegal; referring to actions or intentions that violate the law.,違反法律的意圖或行為。,警方加強巡邏，以防止不法分子的滋擾。 / 市政府推動社區監視系統，以提升防範不法行為的能力。 / 許多企業成立專門小組，專注於打擊不法競爭行為，以保護自身的商業利益。 / 教育機構開展法律知識講座，提高學生對不法行為後果的認識。 / 社交媒體平台加強審核機制，以減少不法廣告和虛假資訊的出現。 / 新法規的實施旨在更有效地打擊不法財富的流動。 / 市場監管部門定期檢查，嚴厲打擊不法商販的行為。 / 社區志願者組織宣傳活動，鼓勵市民舉報不法行為，維護社會治安。 / 不法活動的增加引起了政府的高度關注，並啟動了專項調查。 / 公共交通系統加強了安檢措施，以防範不法事件對乘客安全的威脅。 / 與國際刑警合作，有助於追查跨國不法行為，維護全球法治。,n,不法行為 / 不法商人 / 不法交易 / 不法分子 / 不法活動 / 不法收入 / 追查不法行為 / 制止不法活動 / 打擊不法交易 / 防範不法行為
168,不效法。[例]不法古今,不法,Not following or emulating; referring to things that are unorthodox or not in accordance with established practices.,不效法於古今，偏離規範或常規。,為了保護環境，我們應該抵制所有不法的採伐行為。 / 這部電影揭示了不法貿易的黑暗面，對觀眾產生了深刻的影響。 / 政府加強了對不法集會的管控，確保社會秩序的穩定。 / 在網路上，不法的詐騙行為層出不窮，提醒大家提高警覺。 / 社區居民積極舉報不法行為，以維護自己的居住環境安全。 / 不法組織的運作讓許多無辜的人陷入了困境，迫切需要法律介入。 / 警方展開行動，打擊不法的毒品交易，為社會帶來更安全的環境。 / 為了防止不法侵害，市政府設置了更多的監視攝像頭，以增強公共安全。 / 教育機構應該加強對學生的法治教育，以減少不法行為的發生。 / 國際間的合作有助於打擊不法的跨國犯罪，維護全球的安全與穩定。 / 不法的網路內容嚴重影響了青少年的身心發展，呼籲家庭和學校共同關注。,n,不法行為 / 不法交易 / 不法活動 / 不法手段 / 不法侵害 / 不法組織 / 不法利益 / 不法後果 / 不法份子 / 不法之事
169,行進的腳步。[例]國慶閱兵時，三軍步伐整齊，個個精神抖擻。,步伐,A marching pace; the rhythm and speed at which one walks or proceeds.,行進的腳步。一般指一個人或一群人行走時的步態和速度。,在軍事演習中，士兵們的步伐如同機械般精準，展現了高度的訓練和紀律。 / 樹林裡的松鼠跳動著，牠們的步伐輕快而靈活，似乎在玩耍。 / 她走在公園的小徑上，聽著音樂，步伐隨著旋律輕快搖擺，心情也隨之愉悅許多。 / 參加長跑比賽時，運動員們的步伐越來越穩定，以確保能夠跑完整個距離。 / 這位舞者在舞台上翩翩起舞，她的每一步伐都充滿優雅和力量，深深吸引了觀眾的注意。 / 在晨跑的時候，我喜歡聽著音樂，調整自己的步伐，感受與自然的連結。 / 孩子們在操場上嬉戲，跳躍的步伐伴隨著笑聲，讓整個空間充滿了活力和無憂無慮。 / 在古老的寺廟中，僧侶們步伐輕緩，專注於每一個動作，彷彿在進行一場心靈的修行。 / 參觀博物館時，遊客們的步伐緩慢而小心，仔細欣賞每一件展品的歷史與故事。 / 當他在山間徒步旅行時，他的步伐隨著地形的變化而調整，感受大自然的壯麗與挑戰。 / 在操場上，球員們的步伐迅速而果斷，每一次移動都彰顯了他們對比賽的熱情與決心。 / 在國際比賽中，運動員們以自信的步伐進入場地，展現了他們對於挑戰的勇氣和準備。,n,精準的步伐 / 整齊的步伐 / 迅速的步伐 / 堅定的步伐 / 自信的步伐 / 輕快的步伐 / 舒緩的步伐 / 正確的步伐 / 持續的步伐 / 勇敢的步伐
